,,,,,,Action Alley ,,
3386,3,14,WM Supercenter,,1,,,1
3387,118,9,WM Supercenter,,3,1,1,1
3388,25,2,WM Supercenter,,3,1,1,1
3389,25,2,WM Supercenter,,3,1,1,1
3390,68,13,WM Supercenter,,3,1,1,1
3391,87,7,WM Supercenter,,3,1,1,1
3392,58,64,Neighborhood Market,,0,,,
3394,413,52,WM Supercenter,,3,1,1,1
3395,433,47,WM Supercenter,,3,1,1,1
3397,553,9,WM Supercenter,,3,1,1,1
3400,265,25,WM Supercenter,,3,1,1,1
3401,20,2,WM Supercenter,,0,,,
3402,19,2,WM Supercenter,,1,,,1
3403,26,2,WM Supercenter,,3,1,1,1
3404,422,52,WM Supercenter,,3,1,1,1
3406,51,5,WM Supercenter,,3,1,1,1
3407,368,46,WM Supercenter,,3,1,1,1
3408,455,56,WM Supercenter,,3,1,1,1
3409,156,16,WM Supercenter,,3,1,1,1
3411,500,59,Neighborhood Market,,0,,,
3412,232,22,WM Supercenter,,3,1,1,1
3414,548,72,Neighborhood Market,,0,,,
3415,104,3,WM Supercenter,,0,,,
3417,105,9,WM Supercenter,,3,1,1,1
3418,104,3,WM Supercenter,,3,1,1,1
3419,58,64,Neighborhood Market,,0,,,
3420,172,17,Wal-Mart,,0,,,
3422,558,22,WM Supercenter,,3,1,1,1
3423,385,46,WM Supercenter,,3,1,1,1
3424,544,72,Neighborhood Market,,0,,,
3425,63,6,WM Supercenter,,3,1,1,1
3427,387,46,WM Supercenter,,3,1,1,1
3428,375,46,WM Supercenter,,3,1,1,1
3429,228,76,WM Supercenter,,3,1,1,1
3430,352,44,WM Supercenter,,3,1,1,1
3431,48,5,WM Supercenter,,3,1,1,1
3432,49,5,WM Supercenter,,3,1,1,1
3433,49,5,WM Supercenter,,3,1,1,1
3434,270,25,WM Supercenter,,3,1,1,1
3435,249,41,WM Supercenter,,1,,,1
3436,201,19,WM Supercenter,,3,1,1,1
3439,15,14,WM Supercenter,,3,1,1,1
3442,516,59,Neighborhood Market,,0,,,
3443,577,17,Wal-Mart,,0,,,
3445,207,19,WM Supercenter,,3,1,1,1
3447,219,21,WM Supercenter,,1,,,1
3449,528,64,Neighborhood Market,,0,,,
3450,528,64,Neighborhood Market,,0,,,
3452,562,64,Neighborhood Market,,0,,,
3453,200,19,WM Supercenter,,3,1,1,1
3454,401,54,WM Supercenter,,3,1,1,1
3455,452,56,Wal-Mart,,0,,,
3456,500,59,Neighborhood Market,,0,,,
3457,507,64,Neighborhood Market,,0,,,
3458,200,19,WM Supercenter,,0,,,
3459,278,25,WM Supercenter,,3,1,1,1
3460,278,25,WM Supercenter,,3,1,1,1
3461,16,14,WM Supercenter,,1,,,1
3462,24,2,WM Supercenter,,3,1,1,1
3463,114,3,WM Supercenter,,3,1,1,1
3464,462,58,WM Supercenter,,3,1,1,1
3465,369,46,WM Supercenter,,3,1,1,1
3469,175,17,WM Supercenter,,3,1,1,1
3471,26,2,WM Supercenter,,3,1,1,1
3472,474,60,WM Supercenter,,1,,,1
3473,394,57,WM Supercenter,,3,1,1,1
3474,115,9,WM Supercenter,,3,1,1,1
3475,167,22,WM Supercenter,,1,,,1
3476,197,19,WM Supercenter,,3,1,1,1
3477,465,57,WM Supercenter,,3,1,1,1
3478,470,57,Wal-Mart,,0,,,
3479,534,72,Neighborhood Market,,0,,,
3480,311,20,WM Supercenter,,0,,,
3481,282,75,Wal-Mart,,0,,,
3482,51,5,WM Supercenter,,3,1,1,1
3483,129,13,WM Supercenter,,1,,,1
3484,14,14,WM Supercenter,,3,1,1,1
3485,18,2,WM Supercenter,,3,1,1,1
3486,218,21,WM Supercenter,,3,1,1,1
3487,206,19,WM Supercenter,,3,1,1,1
3488,435,53,WM Supercenter,,2,,1,1
3489,281,75,WM Supercenter,,1,,,1
3490,282,75,Wal-Mart,,0,,,
3491,184,16,Wal-Mart,,0,,,
3492,409,44,WM Supercenter,,3,1,1,1
3493,452,56,Wal-Mart,,0,,,
3494,459,58,Wal-Mart,,0,,,
3495,149,12,WM Supercenter,,3,1,1,1
3497,444,53,WM Supercenter,,3,1,1,1
3498,422,52,WM Supercenter,,3,1,1,1
3499,442,53,WM Supercenter,,3,1,1,1
3500,60,6,WM Supercenter,,3,1,1,1
3501,167,22,WM Supercenter,,3,1,1,1
3502,221,21,WM Supercenter,,3,1,1,1
3503,308,26,WM Supercenter,,3,1,1,1
3504,499,59,Neighborhood Market,,0,,,
3505,441,53,WM Supercenter,,3,1,1,1
3508,507,64,Neighborhood Market,,0,,,
3509,562,64,Neighborhood Market,,0,,,
3510,62,6,WM Supercenter,,3,1,1,1
3511,474,60,WM Supercenter,,3,1,1,1
3512,570,64,Neighborhood Market,,0,,,
3513,423,52,WM Supercenter,,3,1,1,1
3514,228,76,WM Supercenter,,1,,,1
3515,218,21,WM Supercenter,,3,1,1,1
3516,458,58,WM Supercenter,,3,1,1,1
3517,570,64,Neighborhood Market,,0,,,
3518,88,7,WM Supercenter,,3,1,1,1
3520,577,17,WM Supercenter,,3,1,1,1
3521,504,64,Neighborhood Market,,0,,,
3522,484,57,WM Supercenter,,3,1,1,1
3523,448,57,WM Supercenter,,3,1,1,1
3525,514,60,WM Supercenter,,3,1,1,1
3526,95,3,WM Supercenter,,3,1,1,1
3527,107,9,WM Supercenter,,3,1,1,1
3528,143,13,WM Supercenter,,3,1,1,1
3529,249,41,WM Supercenter,,3,1,1,1
3530,561,64,Neighborhood Market,,0,,,
3531,467,60,WM Supercenter,,3,1,1,1
3533,585,54,WM Supercenter,,3,1,1,1
3534,425,53,WM Supercenter,,3,1,1,1
3535,157,16,WM Supercenter,,3,1,1,1
3537,467,60,WM Supercenter,,3,1,1,1
3538,92,9,WM Supercenter,,3,1,1,1
3541,167,22,WM Supercenter,,3,1,1,1
3542,562,64,Neighborhood Market,,0,,,
3543,173,17,Wal-Mart,,0,,,
3545,173,17,Wal-Mart,,0,,,
3546,173,17,Wal-Mart,,0,,,
3548,163,17,Wal-Mart,,0,,,
3549,184,16,Wal-Mart,,0,,,
3560,160,16,WM Supercenter,,3,1,1,1
3561,160,16,Wal-Mart,,0,,,
3562,577,17,Wal-Mart,,0,,,
3563,168,22,Wal-Mart,,0,,,
3564,170,22,WM Supercenter,,3,1,1,1
3566,380,54,WM Supercenter,,3,1,1,1
3567,80,6,WM Supercenter,,3,1,1,1
3568,403,54,WM Supercenter,,3,1,1,1
3569,83,7,WM Supercenter,,3,1,1,1
3570,30,2,WM Supercenter,,3,1,1,1
3571,221,21,WM Supercenter,,3,1,1,1
3572,62,6,WM Supercenter,,3,1,1,1
3573,286,76,WM Supercenter,,3,1,1,1
3574,504,64,Neighborhood Market,,0,,,
3579,562,64,Neighborhood Market,,0,,,
3580,219,21,WM Supercenter,,3,1,1,1
3581,216,20,WM Supercenter,,3,1,1,1
3582,391,54,WM Supercenter,,3,1,1,1
3583,188,16,WM Supercenter,,3,1,1,1
3584,64,6,WM Supercenter,,3,1,1,1
3585,68,13,WM Supercenter,,3,1,1,1
3587,455,56,WM Supercenter,,3,1,1,1
3588,291,75,WM Supercenter,,3,1,1,1
3589,403,54,WM Supercenter,,3,1,1,1
3590,426,52,WM Supercenter,,3,1,1,1
3591,68,13,WM Supercenter,,2,,1,1
3593,492,72,Neighborhood Market,,0,,,
3594,58,64,Neighborhood Market,,0,,,
3595,310,4,WM Supercenter,,3,1,1,1
3596,384,46,WM Supercenter,,3,1,1,1
3597,270,25,WM Supercenter,,3,1,1,1
3598,176,17,Wal-Mart,,0,,,
3599,492,72,Neighborhood Market,,0,,,
3600,500,59,Neighborhood Market,,0,,,
3601,266,25,WM Supercenter,,3,1,1,1
3602,275,25,WM Supercenter,,3,1,1,1
3603,498,59,Neighborhood Market,,0,,,
3604,510,61,Neighborhood Market,,0,,,
3605,498,59,Neighborhood Market,,0,,,
3606,549,72,Neighborhood Market,,0,,,
3607,195,76,WM Supercenter,,3,1,1,1
3608,209,20,WM Supercenter,,3,1,1,1
3609,19,2,WM Supercenter,,3,1,1,1
3611,26,2,WM Supercenter,,3,1,1,1
3612,296,26,WM Supercenter,,3,1,1,1
3614,498,59,Neighborhood Market,,0,,,
3615,533,64,Neighborhood Market,,0,,,
3616,128,13,WM Supercenter,,3,1,1,1
3617,559,72,Neighborhood Market,,0,,,
3619,554,59,Neighborhood Market,,0,,,
3620,403,54,WM Supercenter,,0,,,
3621,23,2,WM Supercenter,,0,,,
3622,498,59,Neighborhood Market,,0,,,
3623,88,7,WM Supercenter,,1,,,1
3624,424,52,WM Supercenter,,3,1,1,1
3625,109,9,WM Supercenter,,0,,,
3626,308,26,WM Supercenter,,3,1,1,1
3627,21,2,WM Supercenter,,3,1,1,1
3628,497,59,Neighborhood Market,,0,,,
3629,549,72,Neighborhood Market,,0,,,
3630,415,52,WM Supercenter,,3,1,1,1
3631,44,5,WM Supercenter,,3,1,1,1
3632,205,19,WM Supercenter,,3,1,1,1
3633,234,22,WM Supercenter,,3,1,1,1
3634,232,22,WM Supercenter,,0,,,
3635,554,59,Neighborhood Market,,0,,,
3637,533,64,Neighborhood Market,,0,,,
3638,516,59,Neighborhood Market,,0,,,
3639,292,76,WM Supercenter,,3,1,1,1
3640,65,6,WM Supercenter,,3,1,1,1
3641,223,21,WM Supercenter,,3,1,1,1
3643,440,53,WM Supercenter,,0,,,
3644,289,75,WM Supercenter,,3,1,1,1
3645,73,7,WM Supercenter,,3,1,1,1
3646,496,59,Neighborhood Market,,0,,,
3648,427,47,WM Supercenter,,3,1,1,1
3650,446,57,Wal-Mart,,0,,,
3652,453,56,WM Supercenter,,3,1,1,1
3653,58,64,Neighborhood Market,,0,,,
3654,534,72,Neighborhood Market,,0,,,
3655,397,61,Neighborhood Market,,0,,,
3657,96,72,Neighborhood Market,,0,,,
3658,298,26,WM Supercenter,,3,1,1,1
3659,119,12,WM Supercenter,,3,1,1,1
3660,120,12,WM Supercenter,,3,1,1,1
3661,526,64,Neighborhood Market,,0,,,
3700,309,26,WM Supercenter,,3,1,1,1
3701,302,26,WM Supercenter,,1,,,1
3702,98,3,WM Supercenter,,3,1,1,1
3703,543,64,Neighborhood Market,,0,,,
3704,600,55,WM On Campus/RX Facilities,,0,,,
3705,467,60,WM Supercenter,,3,1,1,1
3708,453,56,WM Supercenter,,3,1,1,1
3709,20,2,WM Supercenter,,0,,,
3710,20,2,WM Supercenter,,3,1,1,1
3712,455,56,WM Supercenter,,3,1,1,1
3713,496,59,Neighborhood Market,,0,,,
3717,153,12,WM Supercenter,,3,1,1,1
3720,293,75,WM Supercenter,,3,1,1,1
3722,208,20,WM Supercenter,,3,1,1,1
3723,537,72,Neighborhood Market,,0,,,
3724,496,59,Neighborhood Market,,0,,,
3725,267,25,WM Supercenter,,2,,1,1
3726,205,19,WM Supercenter,,3,1,1,1
3727,541,64,Neighborhood Market,,0,,,
3728,394,57,WM Supercenter,,3,1,1,1
3729,392,56,WM Supercenter,,3,1,1,1
3730,364,58,WM Supercenter,,3,1,1,1
3731,385,46,WM Supercenter,,3,1,1,1
3732,385,46,WM Supercenter,,3,1,1,1
3733,42,4,WM Supercenter,,3,1,1,1
3734,430,47,WM Supercenter,,3,1,1,1
3736,541,64,Neighborhood Market,,0,,,
3738,227,20,WM Supercenter,,3,1,1,1
3739,399,56,WM Supercenter,,3,1,1,1
3740,490,61,Neighborhood Market,,0,,,
3741,22,2,WM Supercenter,,0,,,
3742,476,60,WM Supercenter,,3,1,1,1
3743,542,64,Neighborhood Market,,0,,,
3745,542,64,Neighborhood Market,,0,,,
3746,542,64,Neighborhood Market,,0,,,
3747,239,21,WM Supercenter,,3,1,1,1
3748,26,2,WM Supercenter,,3,1,1,1
3749,221,21,WM Supercenter,,1,,,1
3750,32,2,WM Supercenter,,3,1,1,1
3751,373,46,WM Supercenter,,3,1,1,1
3752,542,64,Neighborhood Market,,0,,,
3754,473,60,WM Supercenter,,3,1,1,1
3757,471,60,WM Supercenter,,3,1,1,1
3758,412,52,WM Supercenter,,0,,,
3760,421,52,WM Supercenter,,3,1,1,1
3761,412,52,WM Supercenter,,3,1,1,1
3762,413,52,WM Supercenter,,3,1,1,1
3763,505,7,WM Supercenter,,3,1,1,1
3764,45,5,WM Supercenter,,3,1,1,1
3765,239,21,WM Supercenter,,1,,1,
3768,314,75,WM Supercenter,,3,1,1,1
3770,312,75,WM Supercenter,,0,,,
3771,371,46,WM Supercenter,,3,1,1,1
3772,311,20,WM Supercenter,,3,1,1,1
3773,479,5,WM Supercenter,,3,1,1,1
3774,165,22,WM Supercenter,,3,1,1,1
3777,56,5,WM Supercenter,,3,1,1,1
3778,381,47,WM Supercenter,,3,1,1,1
3780,281,75,WM Supercenter,,3,1,1,1
3781,482,41,WM Supercenter,,3,1,1,1
3782,91,9,WM Supercenter,,3,1,1,1
3783,223,21,WM Supercenter,,3,1,1,1
3784,221,21,WM Supercenter,,3,1,1,1
3785,14,14,WM Supercenter,,0,,,
3786,25,2,WM Supercenter,,3,1,1,1
3788,397,61,Neighborhood Market,,0,,,
3789,401,54,WM Supercenter,,3,1,1,1
3790,265,25,WM Supercenter,,3,1,1,1
3791,202,19,WM Supercenter,,3,1,1,1
3792,219,21,WM Supercenter,,3,1,1,1
3794,514,60,WM Supercenter,,3,1,1,1
3795,577,17,WM Supercenter,,3,1,1,1
3796,462,58,WM Supercenter,,3,1,1,1
3799,371,46,WM Supercenter,,3,1,1,1
3801,471,60,WM Supercenter,,3,1,1,1
3802,284,22,WM Supercenter,,3,1,1,1
3803,173,17,Wal-Mart,,0,,,
3804,293,75,WM Supercenter,,3,1,1,1
3805,391,54,WM Supercenter,,3,1,1,1
3806,421,52,WM Supercenter,,0,,,
3807,367,46,WM Supercenter,,0,,,
3809,213,19,WM Supercenter,,0,,,
3810,168,22,WM Supercenter,,0,,,
3812,217,21,WM Supercenter,,0,,,
3817,559,72,Neighborhood Market,,0,,,
3823,433,47,WM Supercenter,,3,1,1,1
3824,585,54,WM Supercenter,,3,1,1,1
3825,302,26,WM Supercenter,,3,1,1,1
3826,71,7,WM Supercenter,,3,1,1,1
3827,64,6,WM Supercenter,,3,1,1,1
3828,46,13,WM Supercenter,,3,1,1,1
3829,124,12,WM Supercenter,,3,1,1,1
3830,178,22,WM Supercenter,,3,1,1,1
3831,288,75,WM Supercenter,,0,,,
3833,373,46,WM Supercenter,,3,1,1,1
3835,119,12,WM Supercenter,,3,1,1,1
3837,263,53,WM Supercenter,,3,1,1,1
3838,227,20,WM Supercenter,,3,1,1,1
3840,222,21,WM Supercenter,,1,,,1
3842,192,76,WM Supercenter,,3,1,1,1
3843,285,22,WM Supercenter,,3,1,1,1
3844,510,61,Neighborhood Market,,0,,,
3845,510,61,Neighborhood Market,,0,,,
3846,510,61,Neighborhood Market,,0,,,
3847,405,57,WM Supercenter,,3,1,1,1
3848,401,54,WM Supercenter,,3,1,1,1
3850,467,60,WM Supercenter,,3,1,1,1
3851,246,21,WM Supercenter,,3,1,1,1
3852,124,12,WM Supercenter,,0,,,
3853,430,47,WM Supercenter,,1,,1,
3857,441,53,WM Supercenter,,3,1,1,1
3858,108,9,WM Supercenter,,0,,,
3860,208,20,WM Supercenter,,3,1,1,1
3861,373,46,WM Supercenter,,3,1,1,1
3862,549,72,Neighborhood Market,,0,,,
3864,302,26,WM Supercenter,,3,1,1,1
3867,379,54,WM Supercenter,,3,1,1,1
3868,127,42,WM Supercenter,,3,1,1,1
3869,287,75,WM Supercenter,,0,,,
3870,561,64,Neighborhood Market,,0,,,
3872,429,47,WM Supercenter,,3,1,1,1
3874,18,2,WM Supercenter,,3,1,1,1
3875,427,47,WM Supercenter,,0,,,
3876,200,19,WM Supercenter,,0,,,
3877,93,3,WM Supercenter,,2,1,,1
3880,502,59,Neighborhood Market,,0,,,
3883,470,57,Wal-Mart,,0,,,
3884,367,46,WM Supercenter,,3,1,1,1
3886,80,6,WM Supercenter,,3,1,1,1
3887,116,9,WM Supercenter,,3,1,1,1
3888,86,7,WM Supercenter,,3,1,1,1
3889,299,26,WM Supercenter,,3,1,1,1
3891,269,25,WM Supercenter,,3,1,1,1
3893,269,25,WM Supercenter,,3,1,1,1
3894,260,41,WM Supercenter,,3,1,1,1
3896,368,46,WM Supercenter,,3,1,1,1
3897,400,56,WM Supercenter,,3,1,1,1
3899,496,59,Neighborhood Market,,0,,,
3912,176,17,WM Supercenter,,3,1,1,1
3913,492,72,WM On Campus/RX Facilities,,0,,,
3920,81,7,WM Supercenter,,0,,,
3935,103,72,Neighborhood Market,,0,,,
3947,458,58,WM Supercenter,,3,1,1,1
3959,498,59,Neighborhood Market,,0,,,
3971,600,55,WM On Campus/RX Facilities,,0,,,
3988,557,61,Neighborhood Market,,0,,,
3990,492,72,Neighborhood Market,,0,,,
4046,561,64,Neighborhood Market,,0,,,
4048,541,64,Neighborhood Market,,0,,,
4049,266,25,WM Supercenter,,3,1,1,1
4053,494,59,Neighborhood Market,,0,,,
4054,494,59,Neighborhood Market,,0,,,
4055,87,7,WM Supercenter,,3,1,1,1
4056,528,64,Neighborhood Market,,0,,,
4057,538,72,Neighborhood Market,,0,,,
4063,105,9,WM Supercenter,,3,1,1,1
4064,289,75,WM Supercenter,,3,1,1,1
4065,300,4,WM Supercenter,,3,1,1,1
4068,582,54,WM Supercenter,,3,1,1,1
4100,557,61,Neighborhood Market,,0,,,
4101,465,57,WM Supercenter,,3,1,1,1
4102,86,7,WM Supercenter,,3,1,1,1
4103,77,7,WM Supercenter,,3,1,1,1
4104,504,64,Neighborhood Market,,0,,,
4105,526,64,Neighborhood Market,,0,,,
4108,323,42,WM Supercenter,,3,1,1,1
4111,65,6,WM Supercenter,,3,1,1,1
4112,569,6,WM Supercenter,,3,1,1,1
4114,542,64,Neighborhood Market,,0,,,
4115,87,7,WM Supercenter,,3,1,1,1
4118,256,41,WM Supercenter,,3,1,1,1
4127,552,61,Neighborhood Market,,0,,,
4128,537,72,Neighborhood Market,,0,,,
4129,128,13,WM Supercenter,,3,1,1,1
4130,82,7,WM Supercenter,,3,1,1,1
4131,506,7,WM Supercenter,,3,1,1,1
4132,465,57,WM Supercenter,,3,1,1,1
4134,551,61,Neighborhood Market,,0,,,
4137,467,60,WM Supercenter,,3,1,1,1
4138,491,61,Neighborhood Market,,0,,,
4139,491,61,Neighborhood Market,,0,,,
4140,103,72,Neighborhood Market,,0,,,
4141,548,72,Neighborhood Market,,0,,,
4142,96,72,Neighborhood Market,,0,,,
4144,30,2,WM Supercenter,,3,1,1,1
4145,497,59,Neighborhood Market,,0,,,
4147,500,59,Neighborhood Market,,0,,,
4148,499,59,Neighborhood Market,,0,,,
4153,175,17,WM Supercenter,,3,1,1,1
4156,181,16,WM Supercenter,,3,1,1,1
4157,500,59,Neighborhood Market,,0,,,
4159,559,72,Neighborhood Market,,0,,,
4160,96,72,Neighborhood Market,,0,,,
4161,110,9,WM Supercenter,,0,,,
4162,506,7,WM Supercenter,,3,1,1,1
4163,82,7,WM Supercenter,,3,1,1,1
4164,55,5,WM Supercenter,,3,1,1,1
4165,479,5,WM Supercenter,,3,1,1,1
4166,121,12,WM Supercenter,,3,1,1,1
4168,326,42,WM Supercenter,,3,1,1,1
4169,551,61,Neighborhood Market,,0,,,
4171,466,58,WM Supercenter,,0,,,
4174,512,61,Neighborhood Market,,0,,,
4176,477,60,WM Supercenter,,0,,,
4178,550,61,Neighborhood Market,,0,,,
4180,557,61,Neighborhood Market,,0,,,
4182,504,64,Neighborhood Market,,0,,,
4183,85,6,WM Supercenter,,3,1,1,1
4184,502,59,Neighborhood Market,,0,,,
4185,24,2,WM Supercenter,,3,1,1,1
4187,137,11,WM Supercenter,,3,1,1,1
4188,566,59,Neighborhood Market,,0,,,
4189,544,72,Neighborhood Market,,0,,,
4191,287,75,WM Supercenter,,0,,,
4193,542,64,Neighborhood Market,,0,,,
4194,84,6,WM Supercenter,,3,1,1,1
4195,352,44,WM Supercenter,,3,1,1,1
4196,490,61,Neighborhood Market,,0,,,
4197,96,72,Neighborhood Market,,0,,,
4198,485,59,Neighborhood Market,,0,,,
4200,16,14,WM Supercenter,,3,1,1,1
4201,385,46,WM Supercenter,,3,1,1,1
4202,455,56,WM Supercenter,,0,,,
4203,365,58,WM Supercenter,,3,1,1,1
4206,497,59,Neighborhood Market,,0,,,
4208,401,54,WM Supercenter,,0,,,
4209,407,47,WM Supercenter,,0,,,
4210,545,72,Neighborhood Market,,0,,,
4211,96,72,Neighborhood Market,,0,,,
4215,55,5,WM Supercenter,,3,1,1,1
4216,580,41,WM Supercenter,,1,,,1
4218,510,61,Neighborhood Market,,0,,,
4219,82,7,WM Supercenter,,3,1,1,1
4220,502,59,Neighborhood Market,,0,,,
4221,477,60,WM Supercenter,,2,,1,1
4223,123,12,WM Supercenter,,3,1,1,1
4224,304,26,WM Supercenter,,3,1,1,1
4226,119,12,WM Supercenter,,3,1,1,1
4230,248,21,WM Supercenter,,3,1,1,1
4231,248,21,WM Supercenter,,3,1,1,1
4232,370,46,WM Supercenter,,0,,,
4233,510,61,Neighborhood Market,,0,,,
4235,251,41,WM Supercenter,,3,1,1,1
4237,42,4,WM Supercenter,,3,1,1,1
4238,449,57,WM Supercenter,,3,1,1,1
4239,392,56,WM Supercenter,,3,1,1,1
4240,53,5,WM Supercenter,,3,1,1,1
4241,352,44,WM Supercenter,,3,1,1,1
4243,205,19,WM Supercenter,,3,1,1,1
4244,412,52,WM Supercenter,,3,1,1,1
4245,559,72,Neighborhood Market,,0,,,
4246,412,52,WM Supercenter,,0,,,
4247,383,47,WM Supercenter,,0,,,
4249,474,60,WM Supercenter,,0,,,
4250,297,26,WM Supercenter,,1,,1,
4252,364,58,WM Supercenter,,1,,,1
4253,412,52,WM Supercenter,,3,1,1,1
4255,214,20,WM Supercenter,,3,1,1,1
4256,414,52,WM Supercenter,,3,1,1,1
4257,425,53,WM Supercenter,,3,1,1,1
4258,291,75,WM Supercenter,,3,1,1,1
4259,272,25,WM Supercenter,,0,,,
4260,107,9,WM Supercenter,,3,1,1,1
4262,95,3,WM Supercenter,,3,1,1,1
4264,9,61,Neighborhood Market,,0,,,
4272,401,54,WM Supercenter,,2,,1,1
4273,300,4,WM Supercenter,,3,1,1,1
4274,305,26,WM Supercenter,,3,1,1,1
4275,510,61,Neighborhood Market,,0,,,
4276,226,17,WM Supercenter,,3,1,1,1
4277,316,20,WM Supercenter,,3,1,1,1
4278,317,20,WM Supercenter,,2,,1,1
4279,44,5,WM Supercenter,,3,1,1,1
4281,436,53,WM Supercenter,,0,,,
4283,16,14,WM Supercenter,,3,1,1,1
4284,380,54,WM Supercenter,,3,1,1,1
4285,214,20,WM Supercenter,,3,1,1,1
4286,265,25,WM Supercenter,,3,1,1,1
4288,379,54,WM Supercenter,,3,1,1,1
4293,9,61,Neighborhood Market,,0,,,
4295,134,13,WM Supercenter,,3,1,1,1
4298,59,6,WM Supercenter,,3,1,1,1
4299,71,7,WM Supercenter,,3,1,1,1
4303,110,9,WM Supercenter,,0,,,
4309,455,56,WM Supercenter,,0,,,
4312,559,72,Neighborhood Market,,0,,,
4317,447,57,WM Supercenter,,3,1,1,1
4318,8,14,WM Supercenter,,3,1,1,1
4321,409,44,WM Supercenter,,3,1,1,1
4322,407,47,WM Supercenter,,0,,,
4323,262,25,WM Supercenter,,3,1,1,1
4324,9,61,Neighborhood Market,,0,,,
4325,365,58,WM Supercenter,,3,1,1,1
4330,13,14,WM Supercenter,,3,1,1,1
4332,90,9,WM Supercenter,,3,1,1,1
4333,1,14,WM Supercenter,,3,1,1,1
4334,294,4,WM Supercenter,,3,1,1,1
4335,391,54,WM Supercenter,,3,1,1,1
4336,368,46,WM Supercenter,,3,1,1,1
4337,365,58,WM Supercenter,,3,1,1,1
4339,397,61,Neighborhood Market,,0,,,
4340,445,58,WM Supercenter,,3,1,1,1
4341,387,46,WM Supercenter,,0,,,
4348,237,22,WM Supercenter,,3,1,1,1
4350,287,75,WM Supercenter,,3,1,1,1
4352,427,47,WM Supercenter,,2,,1,1
4354,102,72,Neighborhood Market,,0,,,
4355,364,58,WM Supercenter,,3,1,1,1
4356,396,57,WM Supercenter,,3,1,1,1
4357,545,72,Neighborhood Market,,0,,,
4358,432,47,WM Supercenter,,3,1,1,1
4359,469,60,WM Supercenter,,0,,,
4365,90,9,WM Supercenter,,3,1,1,1
4366,526,64,Neighborhood Market,,0,,,
4367,542,64,Neighborhood Market,,0,,,
4368,93,3,WM Supercenter,,3,1,1,1
4370,392,56,WM Supercenter,,3,1,1,1
4371,542,64,Neighborhood Market,,0,,,
4372,320,76,WM Supercenter,,3,1,1,1
4373,542,64,Neighborhood Market,,0,,,
4374,421,52,WM Supercenter,,3,1,1,1
4375,534,72,Neighborhood Market,,0,,,
4376,534,72,Neighborhood Market,,0,,,
4377,388,54,WM Supercenter,,0,,,
4378,285,22,WM Supercenter,,3,1,1,1
4380,488,72,Neighborhood Market,,0,,,
4381,333,40,WM Supercenter,,3,1,1,1
4383,197,19,WM Supercenter,,3,1,1,1
4384,36,4,WM Supercenter,,3,1,1,1
4387,156,16,WM Supercenter,,3,1,1,1
4388,502,59,Neighborhood Market,,0,,,
4389,181,16,WM Supercenter,,3,1,1,1
4390,507,64,Neighborhood Market,,0,,,
4392,445,58,WM Supercenter,,3,1,1,1
4393,453,56,WM Supercenter,,3,1,1,1
4394,474,60,WM Supercenter,,3,1,1,1
4395,474,60,WM Supercenter,,3,1,1,1
4399,247,21,WM Supercenter,,3,1,1,1
4403,187,16,WM Supercenter,,3,1,1,1
4404,233,22,WM Supercenter,,3,1,1,1
4405,264,25,WM Supercenter,,3,1,1,1
4407,8,14,WM Supercenter,,3,1,1,1
4409,22,2,WM Supercenter,,3,1,1,1
4410,304,26,WM Supercenter,,3,1,1,1
4412,382,47,WM Supercenter,,3,1,1,1
4413,494,59,Neighborhood Market,,0,,,
4414,152,12,WM Supercenter,,0,,,
4415,526,64,Neighborhood Market,,0,,,
4416,67,6,WM Supercenter,,3,1,1,1
4417,251,41,WM Supercenter,,3,1,1,1
4420,41,4,WM Supercenter,,3,1,1,1
4421,546,59,Neighborhood Market,,0,,,
4423,280,76,WM Supercenter,,3,1,1,1
4424,206,19,WM Supercenter,,3,1,1,1
4425,96,72,Neighborhood Market,,0,,,
4426,546,59,Neighborhood Market,,0,,,
4427,97,14,WM Supercenter,,0,,,
4428,294,4,WM Supercenter,,0,,,
4430,373,46,WM Supercenter,,3,1,1,1
4431,509,59,Neighborhood Market,,0,,,
4432,499,59,Neighborhood Market,,0,,,
4434,559,72,Neighborhood Market,,0,,,
4435,149,12,WM Supercenter,,3,1,1,1
4436,24,2,WM Supercenter,,0,,,
4438,582,54,WM Supercenter,,3,1,1,1
4439,201,19,WM Supercenter,,0,,,
4440,41,4,WM Supercenter,,3,1,1,1
4441,488,72,Neighborhood Market,,0,,,
4443,497,59,Neighborhood Market,,0,,,
4444,98,3,WM Supercenter,,3,1,1,1
4445,497,59,Neighborhood Market,,0,,,
4446,107,9,WM Supercenter,,0,,,
4450,242,41,WM Supercenter,,3,1,1,1
4451,373,46,WM Supercenter,,3,1,1,1
4452,497,59,Neighborhood Market,,0,,,
4453,504,64,Neighborhood Market,,0,,,
4456,558,22,WM Supercenter,,3,1,1,1
4457,38,4,WM Supercenter,,0,,,
4458,299,26,WM Supercenter,,3,1,1,1
4459,301,26,WM Supercenter,,1,,,1
4460,324,42,WM Supercenter,,3,1,1,1
4461,259,21,WM Supercenter,,3,1,1,1
4464,570,64,Neighborhood Market,,0,,,
4465,562,64,Neighborhood Market,,0,,,
4466,562,64,Neighborhood Market,,0,,,
4468,562,64,Neighborhood Market,,0,,,
4469,566,59,Neighborhood Market,,0,,,
4470,538,72,Neighborhood Market,,0,,,
4471,381,47,WM Supercenter,,0,,,
