Store,,JUL,73,YTD,74,JUL,75,YTD,76,JUL,77,YTD,78,JUL,79,YTD,80,L12 Mths,81,L12 Mths,82,JUL,83,YTD,84,JUL,85,YTD,86,JUL,87,YTD,88,JUL,89,YTD,90,JUL,91,YTD,92
5280,,25.37%,G,34.09%,G,66.66%,G,380.58%,G,47.43%,G,415.99%,G,47.75%,G,298.02%,G,<5 Reviews,,<5 Reviews,,51.83%,,40.28%,,0.00%,R,0.97%,,40.24%,,39.28%,,0:44:49,,0:35:49,,91/2578,G,47/2578,G
Total,B,5.64%,,6.02%,,2.87%,,27.05%,G,6.76%,G,38.91%,G,-10.33%,,1.04%,G,4.43,,4.43,,34.66%,R,37.71%,,1.39%,,2.01%,,50.38%,,47.25%,,0:34:54,G,0:33:37,G,151/394,,18/394,G
1593,,7.59%,,2.43%,,-2.88%,,6.81%,,6.31%,,14.58%,,-0.65%,,-4.38%,,4.75,,4.75,,39.47%,,35.92%,,0.42%,,1.37%,,29.28%,,45.34%,,0:49:00,,0:45:39,,1369/2578,,1081/2578,
1642,,1.37%,R,3.54%,,-4.81%,,3.01%,,-3.10%,,14.26%,,-19.79%,,-11.00%,,<5 Reviews,,<5 Reviews,,42.71%,,37.75%,,0.96%,,0.88%,,64.46%,,75.74%,G,0:35:37,,0:32:35,,1709/2578,,1089/2578,
1771,,-6.65%,R,-1.40%,R,-43.28%,R,-27.02%,R,-53.68%,R,-31.98%,R,-39.32%,R,-31.36%,R,<5 Reviews,,<5 Reviews,,41.57%,,39.67%,,0.66%,,0.28%,R,56.55%,,63.08%,,1:01:37,R,0:41:48,,2544/2578,R,2448/2578,R
1809,,5.53%,,-1.41%,R,4.57%,,-2.47%,,5.11%,,9.41%,,-13.72%,,-14.11%,,<5 Reviews,,<5 Reviews,,33.82%,R,29.74%,R,0.00%,R,0.15%,R,51.45%,,68.95%,,0:34:31,,0:35:24,,1237/2578,,1790/2578,
1836,,9.12%,,4.92%,,17.12%,G,14.80%,,4.29%,,6.60%,,28.99%,G,19.16%,G,<5 Reviews,,<5 Reviews,,26.06%,R,28.17%,R,0.65%,,0.52%,,87.62%,G,73.38%,G,0:34:20,,0:36:02,,477/2578,G,711/2578,
2080,,5.92%,,2.11%,,8.48%,,17.37%,G,3.76%,,13.16%,,-1.86%,,9.41%,G,4.33,,4.33,,52.49%,,49.46%,,1.57%,,1.08%,,46.32%,,44.07%,,0:41:27,,0:40:20,,871/2578,,707/2578,
3791,,14.56%,,10.93%,G,4.06%,,12.45%,,-7.19%,,8.53%,,-2.45%,,-1.30%,,4.29,R,4.29,R,39.00%,,40.47%,,0.37%,,0.87%,,80.69%,G,73.02%,G,0:50:18,,0:46:20,,966/2578,,626/2578,
5411,,4.51%,,15.43%,G,12.92%,G,71.10%,G,-22.62%,R,67.45%,G,-4.33%,,38.14%,G,5.00,G,5.00,G,40.00%,,48.94%,,1.27%,,0.94%,,88.57%,G,63.62%,,0:38:12,,0:32:16,,923/2578,,9/2578,G
Total,B,4.97%,,3.88%,,-1.02%,,9.39%,,-7.51%,,10.25%,,-9.04%,,-1.97%,G,4.51,,4.51,,39.86%,,39.79%,,0.86%,,0.81%,,64.70%,G,63.25%,G,0:40:43,,0:38:23,,237/394,,101/394,
1423,,10.70%,,9.66%,,-6.13%,,-8.48%,R,-22.49%,R,-22.05%,R,17.78%,G,2.13%,G,<5 Reviews,,<5 Reviews,,64.62%,G,67.65%,G,0.29%,,2.19%,,98.11%,G,85.91%,G,0:25:36,G,0:27:33,G,1049/2578,,1101/2578,
1733,,2.62%,,0.25%,,-2.55%,,8.48%,,-4.44%,,4.90%,,-17.59%,,-9.41%,,5.00,G,5.00,G,45.41%,,46.51%,,0.73%,,0.76%,,103.47%,G,95.43%,G,0:46:07,,0:40:11,,1559/2578,,1071/2578,
2618,,-7.62%,R,-2.92%,R,-39.76%,R,-46.11%,R,-23.02%,R,-44.66%,R,-45.51%,R,-47.52%,R,4.17,R,4.17,R,54.12%,,53.52%,,0.00%,R,0.27%,R,67.06%,,42.86%,,0:43:40,,0:50:11,,2479/2578,R,2530/2578,R
2866,,13.00%,,15.86%,G,8.31%,,21.80%,G,-6.67%,,14.02%,,32.98%,G,17.18%,G,5.00,G,5.00,G,34.80%,,41.97%,,1.02%,,1.14%,,72.00%,,94.21%,G,0:27:44,G,0:30:35,G,412/2578,G,70/2578,G
2867,,-5.90%,R,-1.17%,,-21.33%,R,-8.56%,R,-10.36%,,-6.61%,R,-29.35%,R,-20.19%,,4.89,G,4.89,G,31.28%,R,44.76%,,1.16%,,1.04%,,87.69%,G,96.85%,G,0:51:56,,0:41:53,,2339/2578,R,2024/2578,
2869,,7.84%,,16.40%,G,14.33%,G,53.55%,G,35.74%,G,81.53%,G,-8.49%,,29.40%,G,3.89,R,3.89,R,55.65%,,41.46%,,0.94%,,0.96%,,100.00%,G,85.99%,G,0:15:03,G,0:15:02,G,382/2578,G,23/2578,G
4540,,14.39%,,19.11%,G,14.66%,G,45.86%,G,25.52%,G,69.04%,G,9.06%,G,23.58%,G,4.83,G,4.83,G,61.42%,G,57.97%,G,3.30%,G,2.60%,G,105.93%,G,110.01%,G,0:21:18,G,0:22:49,G,37/2578,G,1/2578,G
5048,,10.97%,,14.46%,G,24.76%,G,59.88%,G,30.27%,G,71.41%,G,-5.51%,,27.11%,G,<5 Reviews,,<5 Reviews,,60.83%,G,56.75%,G,2.90%,G,1.03%,,91.25%,G,88.11%,G,0:35:24,,0:34:48,,162/2578,G,25/2578,G
Total,B,6.09%,,8.73%,G,0.30%,,13.92%,G,-0.77%,,11.01%,,-7.21%,,1.40%,G,4.66,G,4.66,G,51.02%,,50.87%,,1.21%,,1.29%,,94.26%,G,92.55%,G,0:32:07,G,0:31:00,G,128/394,,9/394,G
1428,,3.97%,,4.18%,,-11.89%,,1.57%,,-23.48%,R,-2.37%,,-16.50%,,-8.51%,,<5 Reviews,,<5 Reviews,,55.24%,,45.39%,,0.00%,R,0.57%,,56.19%,,66.67%,,0:45:12,,0:48:25,,2074/2578,R,1472/2578,
1432,,-0.20%,R,-1.77%,R,-11.53%,,7.72%,,-8.20%,,36.91%,G,-33.79%,R,-18.69%,,4.88,G,4.88,G,56.41%,,55.22%,G,0.00%,R,0.14%,R,110.00%,G,80.33%,G,1:15:41,R,0:56:48,R,2193/2578,R,1331/2578,
1719,,1.09%,R,-4.95%,R,-15.51%,R,-9.04%,R,-6.90%,,4.00%,,-23.09%,,-31.18%,R,4.00,R,4.00,R,20.70%,R,33.85%,R,1.74%,,2.08%,,101.75%,G,92.79%,G,0:40:14,,0:37:15,,2149/2578,R,2189/2578,R
2014,,15.75%,G,0.17%,,48.08%,G,42.19%,G,22.62%,G,49.12%,G,73.76%,G,7.80%,G,<5 Reviews,,<5 Reviews,,41.22%,,40.24%,,0.65%,,1.49%,,116.33%,G,105.55%,G,0:36:30,,0:34:13,,71/2578,G,395/2578,G
2619,,2.49%,,2.20%,,0.50%,,21.82%,G,2.75%,,38.52%,G,-18.55%,,-0.75%,G,5.00,G,5.00,G,20.46%,R,33.29%,R,0.73%,,0.56%,,83.40%,G,82.46%,G,0:26:37,G,0:26:58,G,1291/2578,,400/2578,G
2644,,-1.33%,R,-2.33%,R,-8.55%,,13.78%,,2.10%,,25.73%,G,-22.22%,,-13.75%,,4.30,,4.30,,65.85%,G,73.49%,G,0.93%,,0.50%,,81.88%,G,91.97%,G,0:14:20,G,0:14:42,G,1618/2578,,790/2578,
5097,,4.28%,,-4.22%,R,-11.52%,,-5.15%,,-2.69%,,9.31%,,-27.14%,R,-33.37%,R,<5 Reviews,,<5 Reviews,,80.61%,G,74.61%,G,0.17%,,0.67%,,71.94%,,56.33%,,0:18:13,G,0:19:26,G,1683/2578,,1779/2578,
5159,,-5.68%,R,-2.16%,R,-6.66%,,49.63%,G,13.43%,,72.20%,G,-10.03%,,12.91%,G,4.90,G,4.90,G,42.17%,,51.50%,,0.26%,,1.05%,,94.28%,G,99.36%,G,0:30:48,G,0:31:25,,1548/2578,,285/2578,G
5376,,0.80%,R,-1.67%,R,3.19%,,0.76%,,-12.32%,,-0.96%,,-14.33%,,-19.52%,,4.20,R,4.20,R,39.44%,,36.64%,,15.68%,G,14.29%,G,75.30%,G,86.68%,G,0:35:29,,0:33:47,,1443/2578,,1627/2578,
Total,B,2.09%,R,-1.01%,R,-5.19%,,9.10%,,-1.80%,,20.63%,G,-17.41%,,-14.43%,,4.64,G,4.64,G,46.38%,,49.15%,,1.45%,,1.59%,,87.88%,G,83.67%,G,0:30:51,G,0:29:41,G,256/394,,114/394,
1592,,5.09%,,7.02%,,-8.82%,,10.33%,,-2.57%,,9.52%,,-19.27%,,7.52%,G,5.00,G,5.00,G,24.43%,R,28.75%,R,0.00%,R,0.02%,R,125.00%,G,112.29%,G,0:25:49,G,0:24:13,G,1587/2578,,505/2578,G
1611,,11.96%,,3.12%,,-0.16%,,12.06%,,15.68%,G,18.44%,,-10.89%,,-2.26%,,4.86,G,4.86,G,43.44%,,42.35%,,0.73%,,1.55%,,49.77%,,43.26%,,0:36:20,,0:39:10,,801/2578,,701/2578,
1798,,0.38%,R,-3.60%,R,-18.25%,R,-11.60%,R,-31.29%,R,-12.87%,R,-22.03%,,-28.45%,R,5.00,G,5.00,G,40.58%,,39.05%,,0.22%,,0.33%,R,49.68%,,41.18%,,0:49:15,,0:43:19,,2307/2578,R,2362/2578,R
1928,,20.79%,G,9.25%,,27.21%,G,15.54%,G,27.27%,G,15.30%,,12.63%,G,-4.53%,,<5 Reviews,,<5 Reviews,,80.37%,G,61.04%,G,0.84%,,1.35%,,99.53%,G,81.23%,G,0:24:46,G,0:22:21,G,7/2578,G,210/2578,G
1987,,14.99%,,11.75%,G,18.30%,G,25.68%,G,11.60%,,25.03%,G,-12.95%,,3.89%,G,<5 Reviews,,<5 Reviews,,49.40%,,47.06%,,0.72%,,0.76%,,101.79%,G,86.17%,G,1:05:07,R,0:54:49,R,518/2578,,284/2578,G
2273,,-5.51%,R,-5.98%,R,-10.34%,,-7.53%,,11.94%,,4.47%,,-25.00%,R,-20.65%,,4.83,G,4.83,G,51.54%,,53.66%,,1.60%,,1.77%,,100.56%,G,86.35%,G,0:37:48,,0:34:38,,1717/2578,,1849/2578,
2354,,9.77%,,8.69%,,3.78%,,10.72%,,-0.56%,,11.56%,,-12.11%,,-1.85%,,<5 Reviews,,<5 Reviews,,39.58%,,39.72%,,2.84%,G,4.19%,G,42.76%,,47.97%,,0:43:02,,0:40:23,,1070/2578,,593/2578,
3632,,13.25%,,6.26%,,6.81%,,12.73%,,35.29%,G,27.70%,G,-8.68%,,-7.06%,,4.40,,4.40,,31.69%,R,36.26%,,1.36%,,2.88%,G,67.25%,,68.82%,,0:28:23,G,0:29:07,G,463/2578,G,455/2578,G
3726,,-0.70%,R,0.10%,,2.15%,,8.98%,,-8.31%,,13.39%,,-21.96%,,-11.22%,,<5 Reviews,,<5 Reviews,,53.45%,,53.40%,,1.46%,,1.24%,,74.42%,,42.55%,,0:48:23,,0:38:45,,1630/2578,,1098/2578,
4243,,5.33%,,-0.62%,,-7.49%,,0.74%,,6.18%,,28.26%,G,-18.29%,,-14.41%,,5.00,G,5.00,G,55.01%,,49.01%,,0.00%,R,0.28%,R,93.47%,G,89.25%,G,0:32:39,,0:36:01,,1364/2578,,1251/2578,
Total,B,6.97%,,3.13%,,-0.54%,,6.44%,,1.79%,,10.54%,,-15.71%,,-9.92%,,4.80,G,4.80,G,47.48%,,45.93%,,0.80%,,1.09%,,77.98%,G,68.18%,G,0:36:12,G,0:34:01,G,161/394,,108/394,
2558,,2.32%,,1.32%,,17.09%,G,1.12%,,2.78%,,-12.28%,R,-9.34%,,-11.80%,,3.82,R,3.82,R,53.33%,,56.01%,G,1.54%,,1.05%,,45.45%,,35.94%,,0:26:45,G,0:27:52,G,797/2578,,1488/2578,
2559,,-3.67%,R,0.92%,,-41.75%,R,-19.23%,R,-41.83%,R,-19.39%,R,-27.31%,R,-17.76%,,<5 Reviews,,<5 Reviews,,45.86%,,48.60%,,0.00%,R,0.34%,,56.35%,,50.71%,,0:46:05,,0:48:02,,2484/2578,R,2294/2578,R
2692,,-1.04%,R,1.70%,,-8.38%,,0.66%,,-8.91%,,-6.13%,R,-23.87%,,-8.88%,,3.71,R,3.71,R,73.31%,G,62.27%,G,0.00%,R,1.27%,,97.88%,G,105.45%,G,0:42:53,,0:42:14,,2050/2578,,1454/2578,
3487,,2.57%,,3.63%,,-24.54%,R,-9.75%,R,-15.86%,R,-10.59%,R,-40.15%,R,-19.97%,,4.63,,4.63,,81.10%,G,69.08%,G,4.62%,G,2.42%,,76.83%,G,69.54%,,0:34:25,,0:35:00,,2047/2578,,1700/2578,
4424,,8.65%,,10.07%,,12.67%,G,23.23%,G,2.93%,,12.87%,,-10.74%,,9.54%,G,4.33,,4.33,,101.34%,G,97.22%,G,2.66%,G,2.69%,G,54.57%,,49.04%,,0:37:41,,0:33:45,,613/2578,,166/2578,G
Total,B,1.62%,R,3.75%,,-9.23%,R,1.88%,,-8.90%,R,-3.63%,R,-22.13%,R,-7.85%,,4.14,R,4.14,R,73.76%,G,71.36%,G,2.08%,,1.88%,,64.03%,G,60.31%,G,0:36:35,G,0:36:16,,335/394,R,182/394,
1416,,0.79%,R,7.37%,,-18.72%,R,5.96%,,-5.12%,,10.23%,,-29.28%,R,-7.21%,,<5 Reviews,,<5 Reviews,,22.54%,R,28.26%,R,0.00%,R,0.36%,,72.54%,,72.93%,G,0:36:18,,0:34:54,,2252/2578,R,931/2578,
1913,,9.78%,,0.30%,,5.34%,,6.34%,,6.49%,,17.91%,,-8.72%,,-19.23%,,<5 Reviews,,<5 Reviews,,34.03%,R,26.04%,R,0.55%,,0.35%,,98.51%,G,87.44%,G,0:30:53,G,0:29:32,G,752/2578,,1262/2578,
2191,,15.31%,G,2.07%,,12.06%,,-11.46%,R,-18.95%,R,-15.38%,R,6.97%,G,-19.08%,,4.00,R,4.00,R,25.56%,R,25.63%,R,1.99%,,0.93%,,82.46%,G,45.61%,,1:23:11,R,1:07:36,R,878/2578,,2342/2578,R
2350,,4.88%,,0.34%,,-10.52%,,-6.16%,,-16.45%,R,-7.31%,R,-13.57%,,-12.11%,,4.00,R,4.00,R,41.60%,,47.55%,,1.02%,,0.80%,,107.99%,G,86.77%,G,0:31:20,G,0:35:43,,1742/2578,,1828/2578,
3445,,12.64%,,3.96%,,13.37%,G,5.81%,,1.77%,,9.80%,,18.70%,G,1.21%,G,4.79,G,4.79,G,80.22%,G,63.60%,G,1.74%,,0.83%,,46.89%,,44.51%,,0:23:34,G,0:25:59,G,164/2578,G,686/2578,
5028,,-15.65%,R,-23.19%,R,-30.39%,R,-39.54%,R,-31.11%,R,-35.91%,R,-36.02%,R,-50.97%,R,<5 Reviews,,<5 Reviews,,88.62%,G,81.60%,G,0.00%,R,0.07%,R,96.41%,G,72.22%,G,0:37:54,,0:42:01,,2390/2578,R,2491/2578,R
5029,,4.07%,,-8.78%,R,-12.65%,,-20.27%,R,-5.56%,,-8.56%,R,-13.00%,,-33.97%,R,<5 Reviews,,<5 Reviews,,42.53%,,42.24%,,0.00%,R,0.67%,,35.63%,,22.92%,,0:42:54,,0:38:35,,2045/2578,,2484/2578,R
5030,,4.81%,,11.36%,G,12.77%,G,25.88%,G,8.17%,,16.71%,,-20.70%,,8.32%,G,4.09,R,4.09,R,69.03%,G,63.48%,G,1.80%,,2.30%,,69.03%,,32.53%,,0:34:35,,0:44:59,,793/2578,,267/2578,G
5385,,21.60%,G,6.85%,,10.94%,,6.92%,,17.60%,G,16.45%,,10.28%,G,-8.63%,,<5 Reviews,,<5 Reviews,,30.23%,R,37.83%,,1.91%,,4.95%,G,83.38%,G,83.45%,G,0:30:09,G,0:32:02,,155/2578,G,646/2578,
Total,B,7.16%,,0.13%,R,-2.85%,,-4.70%,R,-6.20%,,-1.97%,R,-9.26%,,-15.86%,,4.45,,4.45,,44.18%,,43.13%,,0.98%,,1.22%,,80.14%,G,63.97%,G,0:36:29,G,0:37:14,,210/394,,332/394,R
1429,,5.97%,,-3.44%,R,-11.94%,,-6.84%,,-7.07%,,3.88%,,-11.37%,,-21.38%,,<5 Reviews,,<5 Reviews,,39.22%,,42.20%,,0.58%,,0.26%,R,102.04%,G,95.53%,G,0:46:05,,0:40:21,,1824/2578,,2110/2578,R
1445,,9.58%,,7.33%,,28.65%,G,14.22%,,56.73%,G,29.72%,G,7.27%,G,-2.59%,,<5 Reviews,,<5 Reviews,,35.31%,,32.85%,R,0.00%,R,0.15%,R,72.03%,,75.90%,G,0:45:54,,0:44:17,,443/2578,G,672/2578,
1448,,0.87%,R,4.63%,,2.63%,,15.60%,G,6.99%,,28.28%,G,-15.06%,,-0.65%,G,4.83,G,4.83,G,40.08%,,37.40%,,0.65%,,0.12%,R,78.61%,G,68.75%,,0:40:53,,0:44:25,,1324/2578,,662/2578,
1539,,-3.66%,R,-8.20%,R,-28.40%,R,-17.36%,R,-6.78%,,-0.81%,,-46.31%,R,-36.18%,R,4.25,R,4.25,R,26.46%,R,33.72%,R,0.00%,R,0.00%,R,19.59%,R,21.97%,R,0:29:21,G,0:34:32,,2441/2578,R,2487/2578,R
1622,,7.22%,,10.47%,G,-6.45%,,28.30%,G,-2.36%,,45.42%,G,-14.47%,,1.70%,G,4.67,,4.67,,34.04%,,31.44%,R,0.20%,,1.22%,,82.45%,G,87.56%,G,1:01:26,R,0:55:48,R,1761/2578,,283/2578,G
1628,,4.88%,,2.73%,,9.13%,,16.50%,G,8.94%,,11.84%,,-4.27%,,-2.85%,,5.00,G,5.00,G,50.13%,,42.73%,,3.10%,G,3.29%,G,46.72%,,56.36%,,0:39:15,,0:36:01,,691/2578,,559/2578,
1986,,12.05%,,-2.69%,R,11.96%,,0.41%,,8.92%,,10.14%,,3.77%,G,-13.90%,,4.22,R,4.22,R,36.33%,,34.44%,,0.00%,R,0.48%,,65.58%,,71.09%,G,0:56:12,,0:51:03,,755/2578,,1850/2578,
3809,,-8.01%,R,-4.08%,R,-19.18%,R,-2.28%,,4.30%,,10.90%,,-41.33%,R,-26.66%,R,<5 Reviews,,<5 Reviews,,27.65%,R,33.35%,R,0.27%,,3.26%,G,93.18%,G,94.99%,G,0:31:49,G,0:24:05,G,2221/2578,R,1666/2578,
5309,,-0.05%,R,-0.35%,,-17.60%,R,-3.18%,,-5.47%,,-1.70%,,-28.09%,R,-17.74%,,4.75,,4.75,,30.18%,R,49.34%,,0.55%,,0.82%,,19.53%,R,38.01%,,0:55:09,,0:51:36,,2376/2578,R,1952/2578,
5471,,11.56%,,-1.31%,R,11.75%,,-5.80%,,-13.82%,,-3.81%,,0.70%,,-20.54%,,4.14,R,4.14,R,39.53%,,35.56%,,0.38%,,2.94%,G,58.14%,,54.01%,,1:09:46,R,1:07:01,R,1095/2578,,2227/2578,R
Total,B,4.58%,,0.58%,R,-3.53%,,2.91%,,1.23%,,11.35%,,-15.96%,,-14.89%,,4.63,G,4.63,G,36.68%,R,37.19%,,0.64%,R,1.23%,,66.70%,G,67.78%,G,0:46:43,,0:43:21,,274/394,,231/394,
1479,,9.56%,,1.38%,,-0.84%,,-2.64%,,7.29%,,10.73%,,-16.12%,,-20.51%,,4.50,,4.50,,55.15%,,46.53%,,0.00%,R,0.19%,R,95.82%,G,87.97%,G,0:43:59,,0:44:41,,1164/2578,,1721/2578,
1487,,9.52%,,7.13%,,-11.03%,,-0.92%,,-2.33%,,1.15%,,-15.91%,,-9.31%,,<5 Reviews,,<5 Reviews,,35.88%,,36.52%,,0.48%,,0.47%,,27.12%,,34.82%,,0:51:49,,0:51:44,,1883/2578,,1559/2578,
2276,,17.37%,G,10.07%,,8.98%,,19.58%,G,26.38%,G,36.84%,G,1.93%,,-6.47%,,<5 Reviews,,<5 Reviews,,29.68%,R,28.59%,R,2.91%,G,1.79%,,50.53%,,41.65%,,0:38:26,,0:37:07,,356/2578,G,384/2578,G
2544,,11.56%,,6.35%,,-4.03%,,8.23%,,-9.11%,,9.20%,,-6.02%,,-13.36%,,4.33,,4.33,,55.77%,,50.53%,,0.85%,,2.04%,,56.41%,,61.05%,,1:00:39,R,1:03:08,R,1390/2578,,1049/2578,
2818,,8.81%,,10.23%,G,34.48%,G,19.22%,G,90.99%,G,87.54%,G,-7.31%,,-0.66%,G,3.73,R,3.73,R,45.58%,,49.64%,,0.94%,,3.25%,G,29.42%,,22.40%,R,1:06:51,R,0:56:23,R,669/2578,,450/2578,G
4631,,-9.27%,R,-3.90%,R,-15.17%,R,-16.61%,R,-4.87%,,-1.79%,,-37.62%,R,-36.67%,R,2.00,R,2.00,R,51.17%,,47.07%,,1.02%,,3.51%,G,34.46%,,39.24%,,1:19:01,R,1:22:17,R,2430/2578,R,2464/2578,R
Total,B,7.59%,,5.11%,,0.59%,,4.01%,,7.96%,G,17.05%,G,-14.36%,,-15.25%,,3.70,R,3.70,R,45.33%,,43.23%,,1.10%,,1.77%,,48.03%,,45.30%,,0:56:06,R,0:55:22,R,223/394,,210/394,
&nbsp;,B,5.19%,R,3.19%,,-2.53%,,6.55%,G,-1.16%,,12.28%,G,-14.45%,R,-10.15%,,4.44,R,4.44,R,45.63%,,45.03%,,1.16%,R,1.48%,,71.71%,G,66.39%,G,0:37:52,G,0:36:21,G,23/30,,9/30,
1707,,-10.79%,R,-4.86%,R,-20.43%,R,-6.31%,,-20.06%,R,-0.23%,,-29.44%,R,-16.52%,,3.92,R,3.92,R,30.94%,R,33.11%,R,0.00%,R,0.47%,,11.51%,R,8.43%,R,0:53:06,,0:53:06,,2552/2578,R,2386/2578,R
2063,,1.35%,R,1.23%,,-18.00%,R,-2.88%,,-4.80%,,5.10%,,-27.64%,R,-14.64%,,4.58,,4.58,,41.54%,,41.67%,,0.84%,,1.26%,,97.29%,G,82.24%,G,0:53:40,,0:56:21,R,2200/2578,R,1739/2578,
2193,,9.23%,,15.67%,G,11.94%,,51.12%,G,8.82%,,47.36%,G,-7.11%,,27.99%,G,4.75,,4.75,,40.56%,,37.62%,,0.90%,,2.20%,,21.43%,R,26.52%,,0:37:14,,0:37:37,,701/2578,,83/2578,G
2197,,7.08%,,5.01%,,-5.74%,,-4.59%,,-8.66%,,0.72%,,-12.24%,,-14.12%,,4.58,,4.58,,34.12%,,32.52%,R,0.62%,,0.61%,,83.19%,G,70.00%,,0:49:00,,0:53:49,R,1670/2578,,1757/2578,
2541,,12.01%,,8.31%,,2.64%,,12.54%,,-10.31%,,15.18%,,6.64%,G,-1.33%,,<5 Reviews,,<5 Reviews,,32.89%,R,31.08%,R,0.85%,,0.48%,,23.33%,,27.66%,,0:30:19,G,0:37:28,,946/2578,,720/2578,
2910,,8.75%,,4.04%,,7.66%,,7.53%,,11.72%,,14.32%,,-15.67%,,-7.42%,,<5 Reviews,,<5 Reviews,,31.30%,R,23.24%,R,8.24%,G,6.53%,G,33.84%,,24.25%,,0:23:17,G,0:30:25,G,725/2578,,926/2578,
3860,,-7.72%,R,-17.64%,R,-13.08%,,-25.77%,R,-6.59%,,-10.86%,R,-23.60%,,-37.50%,R,4.22,R,4.22,R,39.27%,,42.07%,,0.00%,R,0.16%,R,37.70%,,49.18%,,0:44:42,,0:46:30,,2341/2578,R,2547/2578,R
Total,B,2.65%,R,1.53%,,-6.90%,,0.87%,,-5.25%,,7.93%,,-17.25%,,-12.10%,,4.37,,4.37,,35.46%,R,34.51%,R,1.50%,,1.50%,,48.16%,,44.51%,,0:43:00,,0:46:49,,348/394,R,284/394,
2313,,13.77%,,2.62%,,2.19%,,4.15%,,37.24%,G,12.99%,,28.44%,G,-7.17%,,3.57,R,3.57,R,32.86%,R,38.47%,,0.50%,,2.64%,G,16.43%,R,17.61%,R,0:49:57,,0:41:15,,873/2578,,1330/2578,
2359,,6.04%,,-0.42%,,6.72%,,5.26%,,7.60%,,13.82%,,-13.21%,,-14.32%,,<5 Reviews,,<5 Reviews,,49.00%,,35.81%,,0.00%,R,0.41%,,28.60%,,24.51%,,0:36:25,,0:33:40,,1112/2578,,1471/2578,
3250,,14.30%,,9.19%,,4.04%,,7.12%,,0.00%,,3.99%,,-16.37%,,-4.81%,,4.38,,4.38,,60.85%,G,54.27%,,0.00%,R,0.16%,R,56.08%,,61.16%,,0:29:15,G,0:34:08,,732/2578,,760/2578,
3293,,25.74%,G,7.35%,,18.43%,G,11.09%,,13.24%,,11.70%,,46.89%,G,4.96%,G,3.00,R,3.00,R,55.11%,,54.90%,G,13.64%,G,20.80%,G,47.88%,,53.31%,,0:36:53,,0:43:19,,86/2578,G,557/2578,
3608,,21.41%,G,8.53%,,22.27%,G,16.92%,G,26.79%,G,28.32%,G,14.63%,G,0.27%,G,4.93,G,4.93,G,31.66%,R,27.80%,R,3.02%,G,8.21%,G,60.26%,,41.72%,,0:23:15,G,0:22:07,G,27/2578,G,200/2578,G
5387,,-1.83%,R,5.58%,,12.29%,,44.30%,G,-3.62%,,42.11%,G,-9.44%,,12.93%,G,<5 Reviews,,<5 Reviews,,46.20%,,43.44%,,8.27%,G,8.97%,G,109.30%,G,91.47%,G,0:34:20,,0:32:04,,978/2578,,138/2578,G
Total,B,12.49%,G,4.86%,,11.83%,G,13.65%,G,12.61%,G,17.02%,G,4.45%,G,-3.40%,G,4.30,R,4.30,R,44.27%,,39.45%,,3.23%,G,5.49%,G,52.25%,,44.34%,,0:34:02,G,0:33:20,G,6/394,G,52/394,G
1839,,12.30%,,11.07%,G,7.51%,,14.22%,,19.02%,G,16.74%,,-8.38%,,-2.36%,,4.50,,4.50,,30.72%,R,34.51%,,1.55%,,4.14%,G,32.35%,,32.42%,,0:31:42,G,0:38:18,,599/2578,,448/2578,G
1894,,7.08%,,4.54%,,-0.33%,,7.49%,,-6.53%,,-3.63%,,-13.47%,,-8.86%,,3.86,R,3.86,R,72.71%,G,76.27%,G,9.65%,G,15.99%,G,40.51%,,42.01%,,0:28:31,G,0:25:24,G,1148/2578,,830/2578,
1927,,13.48%,,7.55%,,21.96%,G,16.77%,G,16.74%,G,20.70%,,-10.28%,,-9.68%,,4.86,G,4.86,G,56.39%,,56.50%,G,0.00%,R,0.91%,,63.00%,,49.66%,,0:38:16,,0:40:29,,284/2578,G,444/2578,G
2073,,0.48%,R,-8.76%,R,-0.92%,,-19.55%,R,-5.36%,,-4.62%,,-15.42%,,-28.64%,R,4.38,,4.38,,42.94%,,43.86%,,0.00%,R,2.47%,,11.76%,R,8.06%,R,0:47:29,,0:45:34,,1952/2578,,2473/2578,R
4255,,9.59%,,0.72%,,1.11%,,-8.82%,R,-5.81%,,-11.14%,R,-3.41%,,-18.13%,,4.18,R,4.18,R,42.75%,,41.92%,,1.23%,,0.41%,,65.06%,,65.78%,,0:51:14,,0:54:20,R,1232/2578,,2248/2578,R
4285,,-3.06%,R,-10.15%,R,-21.38%,R,-7.74%,,2.27%,,11.54%,,-37.50%,R,-29.94%,R,4.67,,4.67,,56.43%,,53.04%,,0.28%,,0.57%,,31.25%,,22.06%,R,0:54:31,,1:02:08,R,2323/2578,R,2299/2578,R
5066,,24.13%,G,11.09%,G,44.55%,G,25.07%,G,20.37%,G,14.42%,,29.64%,G,10.45%,G,4.44,,4.44,,50.96%,,43.36%,,3.38%,G,2.43%,,90.63%,G,77.53%,G,0:40:08,,0:43:59,,21/2578,G,238/2578,G
5082,,16.42%,G,10.58%,G,11.36%,,26.79%,G,31.98%,G,38.04%,G,-5.97%,,4.73%,G,4.63,,4.63,,42.82%,,42.98%,,0.38%,,0.87%,,57.46%,,45.16%,,0:36:21,,0:39:28,,342/2578,G,214/2578,G
