Store,,DEC,73,YTD,74,DEC,75,YTD,76,DEC,77,YTD,78,DEC,79,YTD,80,DEC,81,YTD,82,DEC,83,YTD,84,DEC,85,YTD,86,DEC,87,YTD,88,DEC,89,YTD,90,DEC,91,YTD,92
5299,,-1.34%,,3.22%,,14.23%,,12.88%,,5.25%,,-6.89%,R,8.07%,,12.92%,,65,G,649,G,47.37%,G,46.18%,G,26,G,247,G,61.71%,,50.55%,,1:09:30,R,1:32:31,R,1094/2576,,1704/2576,
Total,B,1.33%,G,6.10%,,8.01%,,15.88%,,-0.81%,R,0.68%,R,12.65%,,15.86%,,4.84,G,3.53,G,40.35%,G,46.87%,G,0.83,G,1.01,G,55.23%,,60.47%,,1:07:25,R,1:11:10,R,218/394,,170/394,
551,,2.20%,,6.19%,,28.25%,,11.06%,,24.06%,,8.23%,,7.03%,,7.02%,,14,,230,,30.03%,,27.33%,R,1,R,38,,37.40%,R,42.13%,,1:02:13,R,1:05:25,R,757/2576,,1727/2576,
697,,-1.34%,,4.80%,,17.06%,,16.88%,,-0.57%,,23.84%,G,2.47%,,4.66%,R,6,,23,R,35.89%,,25.87%,R,8,,62,,29.54%,R,24.36%,R,1:06:11,R,0:57:34,,1399/2576,,1497/2576,
960,,4.43%,G,1.01%,,9.79%,,5.26%,R,0.39%,,-2.79%,R,7.86%,,1.50%,R,5,,104,,35.71%,,34.52%,,7,,103,,42.13%,,43.91%,,0:47:56,,1:02:09,,1220/2576,,2319/2576,R
1081,,3.29%,G,6.68%,,5.79%,,27.95%,G,-2.39%,R,13.18%,,24.24%,G,36.05%,G,20,,118,,24.39%,R,35.62%,,4,,86,,75.47%,,68.16%,,1:44:12,R,1:42:50,R,1499/2576,,562/2576,
1283,,-6.69%,,0.81%,,10.10%,,7.63%,R,-7.71%,R,-9.92%,R,9.34%,,7.30%,,7,,210,,32.51%,,30.37%,,11,G,152,G,57.80%,,33.31%,,1:15:38,R,1:14:08,R,1899/2576,,2302/2576,R
1297,,0.58%,,7.72%,,14.81%,,23.40%,,10.51%,,16.98%,,7.71%,,19.28%,,36,G,221,,24.95%,R,27.02%,R,2,,18,R,76.36%,,69.02%,,0:49:44,,1:06:08,R,1025/2576,,727/2576,
4368,,2.52%,G,7.15%,,11.72%,,14.19%,,3.62%,,-2.97%,R,28.57%,G,23.87%,,21,,118,,36.31%,,33.89%,,14,G,96,,64.29%,,52.38%,,0:56:35,,1:03:46,R,943/2576,,1332/2576,
5326,,11.30%,G,9.31%,G,30.81%,G,22.70%,,36.88%,G,18.12%,G,16.67%,,15.48%,,38,G,160,,41.73%,,37.16%,,2,,61,,57.27%,,46.02%,,1:21:11,R,1:25:49,R,305/2576,G,711/2576,
Total,B,2.10%,G,5.62%,,15.78%,,16.06%,,6.94%,,7.60%,,12.66%,,13.55%,,0.61,,0.45,,32.92%,,31.86%,,0.20,,0.23,,54.74%,,47.79%,,1:07:41,R,1:11:49,R,153/394,,217/394,
563,,1.80%,,1.05%,,32.09%,G,19.71%,,-3.02%,R,3.94%,,60.12%,G,21.21%,,101,G,310,G,42.78%,G,45.64%,G,15,G,81,,103.58%,G,80.25%,G,1:02:17,R,1:12:20,R,348/2576,G,1224/2576,
579,,12.74%,G,12.63%,G,31.22%,G,45.54%,G,26.89%,,35.46%,G,29.32%,G,35.83%,G,44,G,152,,54.24%,G,44.25%,,5,,18,R,94.70%,G,90.96%,G,0:51:35,,0:49:37,,82/2576,G,58/2576,G
582,,-7.99%,,-3.47%,R,-2.13%,R,10.65%,,9.87%,,-0.27%,,-2.50%,,6.69%,,13,,104,,46.47%,G,42.15%,,21,G,38,,44.55%,,39.92%,,0:58:00,,0:58:28,,2083/2576,R,2247/2576,R
613,,0.64%,,6.42%,,9.06%,,40.86%,G,18.83%,,25.07%,G,11.66%,,41.09%,G,37,G,316,G,40.14%,,46.36%,G,3,,147,G,70.07%,,74.47%,,0:50:34,,1:02:35,,1004/2576,,157/2576,G
860,,1.87%,,1.16%,,4.24%,,12.87%,,-5.76%,R,3.24%,,19.76%,,10.97%,,8,,144,,42.61%,G,39.49%,,8,,75,,51.36%,,48.31%,,1:03:34,R,1:03:03,,1492/2576,,1859/2576,
1182,,-2.39%,,1.58%,,-2.62%,R,-0.37%,R,-2.49%,R,-10.13%,R,12.73%,,2.04%,R,50,G,118,,30.00%,,37.91%,,7,,40,,70.37%,,73.28%,,1:05:20,R,1:09:13,R,1894/2576,,2375/2576,R
1391,,2.27%,,4.91%,,17.99%,,15.40%,,26.64%,,12.26%,,3.74%,,6.14%,,14,,220,,33.52%,,39.26%,,2,,33,,84.76%,,68.62%,,1:08:09,R,1:17:35,R,879/2576,,1424/2576,
3207,,2.27%,,1.50%,,8.66%,,-2.45%,R,1.12%,,-16.61%,R,22.63%,,9.23%,,28,,335,G,34.19%,,37.25%,,23,G,251,G,85.48%,,66.24%,,1:19:30,R,1:35:33,R,1170/2576,,2280/2576,R
3310,,1.00%,,3.47%,,-2.77%,R,10.45%,,0.80%,,9.40%,,-1.73%,,11.19%,,50,G,245,,36.32%,,45.38%,G,50,G,221,G,75.29%,,58.88%,,1:31:34,R,1:36:45,R,1777/2576,,1638/2576,
Total,B,0.95%,G,2.83%,,8.88%,,14.25%,,6.21%,,3.13%,,16.13%,,14.33%,,1.28,G,0.65,,40.14%,G,42.18%,,0.50,G,0.30,,75.42%,,65.40%,,1:06:01,R,1:12:17,R,175/394,,279/394,
928,,4.85%,G,12.64%,G,8.62%,,28.99%,G,9.33%,,15.56%,,39.71%,G,47.19%,G,1,R,491,G,37.85%,,43.49%,,3,,115,G,44.48%,,43.98%,,1:35:14,R,1:28:43,R,1258/2576,,256/2576,G
1173,,-5.15%,,2.07%,,10.26%,,9.59%,,27.18%,,14.82%,,-21.17%,R,8.20%,,28,,131,,36.57%,,32.68%,,17,G,46,,62.40%,,42.90%,,0:57:32,,1:15:25,R,1511/2576,,1977/2576,
1444,,8.94%,G,7.40%,,19.67%,,15.63%,,9.46%,,-4.30%,R,3.51%,,23.88%,,23,,126,,38.38%,,39.68%,,1,R,12,R,86.16%,,51.96%,,1:08:35,R,1:12:00,R,793/2576,,1390/2576,
3702,,4.36%,G,6.29%,,48.82%,G,25.91%,,60.07%,G,13.11%,,40.92%,G,20.26%,,33,G,94,,32.13%,,39.94%,,2,,44,,40.72%,,49.58%,,1:22:48,R,1:20:15,R,261/2576,G,764/2576,
5037,,10.41%,G,10.56%,G,39.50%,G,16.73%,,3.80%,,0.30%,,70.13%,G,23.11%,,98,G,312,G,50.09%,G,53.09%,G,11,G,51,,77.26%,,48.99%,,0:41:46,,0:44:07,,71/2576,G,708/2576,
5054,,8.71%,G,9.38%,G,14.74%,,22.15%,,23.94%,,13.41%,,7.20%,,22.17%,,11,,118,,30.56%,,35.48%,,6,,31,,9.92%,R,22.07%,R,0:53:11,,1:02:20,,866/2576,,772/2576,
Total,B,5.14%,G,8.04%,G,21.84%,,19.75%,,19.47%,,8.48%,,20.07%,G,23.73%,,1.08,G,0.64,,37.36%,,40.68%,,0.22,,0.15,,49.77%,R,42.21%,R,1:05:36,R,1:09:52,R,46/394,G,93/394,
767,,6.95%,G,8.37%,G,6.32%,,16.26%,,5.61%,,3.29%,,7.03%,,12.01%,,30,G,336,G,25.55%,R,29.76%,,9,,88,,83.45%,,69.56%,,1:02:14,R,1:05:38,R,1262/2576,,1127/2576,
1090,,0.42%,,11.27%,G,-7.02%,R,3.79%,R,-10.04%,R,-10.35%,R,3.78%,,13.89%,,4,,60,,30.78%,,41.06%,,4,,45,,36.43%,R,37.55%,,1:29:56,R,1:22:27,R,2212/2576,R,1876/2576,
1205,,0.62%,,5.57%,,36.96%,G,14.49%,,9.23%,,2.14%,,21.72%,,14.74%,,61,G,162,,40.40%,,36.52%,,10,G,72,,41.92%,,44.20%,,0:50:14,,0:57:27,,375/2576,G,1394/2576,
1219,,16.22%,G,15.33%,G,7.75%,,24.95%,,7.13%,,20.80%,G,44.89%,G,26.26%,G,14,,38,R,24.94%,R,39.44%,,2,,36,,44.84%,,39.34%,,1:02:45,R,1:20:44,R,1170/2576,,579/2576,
1225,,0.17%,,-1.76%,R,-2.82%,R,-6.27%,R,-17.65%,R,-5.33%,R,1.07%,,-2.85%,R,29,G,117,,28.38%,,36.36%,,6,,50,,85.94%,,64.88%,,1:16:03,R,1:04:15,R,1987/2576,,2483/2576,R
2626,,9.90%,G,7.84%,G,17.98%,,8.50%,,7.91%,,-0.60%,,22.70%,,13.16%,,2,R,17,R,28.44%,,33.13%,,4,,19,R,57.03%,,55.60%,,0:56:50,,1:04:32,R,833/2576,,1851/2576,
3308,,-1.88%,,3.68%,,-15.37%,R,9.22%,,-22.75%,R,-5.88%,R,-14.40%,R,15.12%,,32,G,181,,33.64%,,39.14%,,17,G,84,,49.09%,,26.62%,R,1:09:00,R,1:35:44,R,2273/2576,R,1971/2576,
6978,,4.50%,G,14.04%,G,20.25%,,43.74%,G,13.24%,,42.28%,G,18.12%,,44.44%,G,23,,176,,31.26%,,37.75%,,1,R,39,,59.61%,,77.93%,,1:28:52,R,1:11:23,R,862/2576,,117/2576,G
Total,B,4.34%,G,7.79%,G,8.07%,,13.34%,,-0.33%,R,4.23%,,11.50%,,16.47%,,0.81,,0.41,,30.86%,,36.73%,,0.22,,0.16,,55.63%,,51.39%,,1:09:13,R,1:12:07,R,254/394,,246/394,
967,,-4.90%,,3.96%,,9.35%,,19.85%,,-9.16%,R,-5.77%,R,25.29%,G,25.72%,,15,,104,,37.70%,,39.14%,,4,,55,,67.25%,,69.65%,,0:36:57,,0:46:34,,1320/2576,,1031/2576,
994,,-5.88%,,-2.17%,R,-6.80%,R,2.96%,R,-15.67%,R,-7.00%,R,-0.24%,,6.62%,,17,,127,,36.65%,,44.23%,,5,,73,,86.59%,,83.15%,G,1:16:54,R,1:27:40,R,2271/2576,R,2351/2576,R
1085,,3.94%,G,10.61%,G,50.74%,G,53.17%,G,100.00%,G,13.21%,,19.65%,,64.18%,G,6,,116,,28.47%,,32.59%,,5,,44,,53.10%,,71.31%,,0:49:59,,0:47:44,,211/2576,G,118/2576,G
1104,,-2.90%,,1.77%,,2.92%,,17.18%,,-11.20%,R,-1.31%,,-4.30%,,9.32%,,62,G,511,G,36.52%,,40.69%,,28,G,77,,79.63%,,71.58%,,0:44:54,,0:58:43,,1657/2576,,1513/2576,
1213,,-5.30%,,1.47%,,-3.79%,R,7.79%,R,-3.02%,R,-2.10%,R,-1.53%,,11.98%,,49,G,348,G,40.99%,,47.15%,G,1,R,60,,71.69%,,70.24%,,0:52:06,,0:54:06,,2101/2576,R,1867/2576,
3526,,-0.79%,,7.95%,G,-0.17%,R,9.95%,,-16.25%,R,-7.49%,R,5.29%,,13.71%,,17,,97,,43.64%,G,48.24%,G,3,,40,,98.90%,G,89.40%,G,1:02:56,R,1:01:15,,1770/2576,,1522/2576,
5266,,1.17%,,5.87%,,9.63%,,10.41%,,-3.50%,R,3.17%,,12.40%,,7.90%,,20,,282,G,61.17%,G,69.84%,G,11,G,171,G,80.52%,,86.10%,G,0:55:05,,0:52:28,,1118/2576,,1311/2576,
Total,B,-2.39%,,3.84%,,5.15%,R,14.71%,,-1.72%,R,-1.43%,R,6.66%,,16.35%,,0.89,,0.68,,40.92%,G,46.04%,G,0.27,,0.22,,77.43%,,77.25%,G,0:53:21,,0:57:54,,284/394,,239/394,
1390,,-1.91%,,-4.24%,R,-14.53%,R,-14.38%,R,-2.53%,R,-17.91%,R,-6.82%,,3.62%,R,39,G,352,G,26.71%,,29.96%,,8,,107,,74.15%,,68.69%,,1:02:31,R,1:01:43,,2172/2576,R,2469/2576,R
2796,,2.89%,G,8.09%,G,20.18%,,35.87%,G,17.43%,,24.10%,G,25.86%,G,44.24%,G,14,,139,,31.73%,,23.93%,R,5,,92,,49.02%,,40.42%,,0:52:07,,0:56:18,,621/2576,,327/2576,G
5218,,-6.66%,,2.92%,,-11.45%,R,4.96%,R,-11.63%,R,-12.66%,R,-2.89%,,25.60%,,28,,143,,33.13%,,37.94%,,2,,49,,70.44%,,43.51%,,1:09:32,R,1:41:31,R,2375/2576,R,2092/2576,R
Total,B,-1.59%,,1.43%,R,-0.86%,R,7.12%,R,4.58%,R,0.62%,R,4.13%,,20.22%,,0.90,,0.64,,30.10%,,29.92%,,0.17,,0.25,,64.02%,,52.94%,,0:58:21,R,1:05:32,R,333/394,R,358/394,R
5036,,19.90%,G,11.10%,G,87.97%,G,18.62%,,131.34%,G,21.47%,G,44.92%,G,26.47%,G,43,G,237,,35.97%,,30.56%,,37,G,132,G,40.41%,,27.53%,R,1:17:10,R,1:18:26,R,65/2576,G,719/2576,
Total,B,19.90%,G,11.10%,G,87.97%,G,18.62%,,131.34%,G,21.47%,G,44.92%,G,26.47%,G,1.43,G,0.71,,35.97%,,30.56%,,1.23,G,0.40,G,40.41%,R,27.53%,R,1:17:10,R,1:18:26,R,7/394,G,84/394,
706,,-8.25%,,4.20%,,-2.93%,R,12.07%,,-4.24%,R,2.49%,,11.78%,,29.18%,G,40,G,208,,44.09%,G,39.58%,,2,,24,,27.38%,R,35.50%,,0:57:19,,1:07:08,R,2177/2576,R,1618/2576,
718,,-2.33%,,9.55%,G,23.00%,,51.82%,G,45.73%,G,91.12%,G,16.76%,,31.22%,G,6,,110,,35.96%,,54.03%,G,5,,94,,64.97%,,45.39%,,0:39:35,,0:45:05,,512/2576,G,49/2576,G
725,,10.53%,G,11.61%,G,32.01%,G,18.53%,,0.97%,,-0.36%,,41.67%,G,24.60%,,2,R,30,R,34.49%,,39.64%,,1,R,6,R,13.96%,R,11.95%,R,1:43:14,R,1:56:09,R,743/2576,,1296/2576,
1245,,-9.81%,,-4.80%,R,-10.06%,R,0.47%,R,-30.76%,R,-16.65%,R,21.58%,,14.29%,,5,,288,G,35.32%,,40.69%,,1,R,97,,75.60%,,58.48%,,0:40:41,,0:38:34,,2202/2576,R,2145/2576,R
2387,,-5.34%,,3.80%,,11.45%,,11.95%,,11.75%,,23.95%,G,0.72%,,3.69%,R,9,,268,,30.19%,,32.54%,,3,,68,,63.36%,,27.77%,R,1:07:54,R,1:01:42,,1726/2576,,1673/2576,
3463,,3.04%,G,-2.67%,R,11.77%,,-10.96%,R,5.74%,,-18.01%,R,6.60%,,-2.65%,R,39,G,612,G,27.18%,,31.30%,,10,G,27,,46.60%,,19.19%,R,0:44:20,,0:57:39,,1031/2576,,2529/2576,R
Total,B,-2.08%,,3.62%,,10.84%,,12.72%,R,4.34%,R,8.35%,,14.48%,,14.73%,,0.56,,0.76,G,34.21%,,39.03%,,0.12,,0.16,,47.03%,R,31.21%,R,1:02:29,R,1:08:11,R,262/394,,297/394,
&nbsp;,B,0.62%,G,4.82%,,10.18%,R,14.71%,R,4.72%,R,4.44%,,12.00%,,15.60%,,1.25,G,0.89,G,35.45%,,39.13%,,0.35,G,0.30,,57.93%,,51.89%,,1:00:41,R,1:04:15,R,24/34,,24/34,
817,,0.13%,,1.33%,,43.42%,G,19.46%,,12.57%,,-8.74%,R,8.86%,,8.15%,,168,G,1541,G,42.54%,G,32.42%,,55,G,1243,G,78.47%,,30.09%,R,0:32:32,G,1:13:44,R,148/2576,G,1712/2576,
908,,1.48%,,6.55%,,46.71%,G,16.31%,,44.01%,G,4.42%,,37.32%,G,15.33%,,53,G,554,G,30.73%,,34.07%,,22,G,314,G,41.92%,,24.05%,R,0:48:35,,1:24:52,R,151/2576,G,1273/2576,
1086,,0.23%,,9.00%,G,1.72%,,26.77%,,-3.30%,R,7.15%,,7.34%,,41.40%,G,76,G,1056,G,29.64%,,28.89%,,8,,266,G,45.11%,,37.51%,,0:30:15,G,1:40:36,R,1387/2576,,556/2576,
1220,,15.19%,G,5.25%,,16.52%,,16.91%,,3.71%,,-3.78%,R,0.20%,,9.11%,,67,G,1876,G,39.26%,,32.23%,,183,G,1986,G,78.13%,,71.59%,,0:32:25,G,1:00:49,,451/2576,G,1289/2576,
2881,,14.25%,G,23.09%,G,82.46%,G,65.69%,G,63.71%,G,39.78%,G,25.76%,G,47.48%,G,100,G,1742,G,34.06%,,23.72%,R,24,G,428,G,79.74%,,34.22%,,0:49:28,,1:10:07,R,29/2576,G,93/2576,G
4332,,12.22%,G,10.74%,G,66.03%,G,39.97%,G,33.87%,G,15.45%,,80.14%,G,57.80%,G,54,G,941,G,37.33%,,30.11%,,17,G,280,G,99.42%,G,65.76%,,0:53:47,,1:12:59,R,27/2576,G,166/2576,G
4365,,11.69%,G,6.95%,,31.21%,G,26.62%,,18.02%,,12.33%,,44.89%,G,25.32%,,30,G,420,G,39.34%,,32.39%,,44,G,426,G,73.93%,,54.99%,,0:59:18,,1:37:27,R,159/2576,G,567/2576,
5214,,0.16%,,9.75%,G,4.15%,,39.45%,G,4.19%,,8.16%,,-4.25%,,9.50%,,560,G,5282,G,48.79%,G,53.85%,G,418,G,5029,G,112.70%,G,96.76%,G,0:47:13,,0:57:29,,1197/2576,,207/2576,G
5250,,0.27%,,5.52%,,-3.43%,R,14.34%,,-9.51%,R,1.01%,,-0.39%,,18.02%,,118,G,782,G,42.97%,G,46.65%,G,29,G,234,G,52.52%,,23.23%,R,0:36:42,,1:39:57,R,1521/2576,,1360/2576,
5420,,-2.66%,,0.81%,,12.88%,,8.03%,R,-4.83%,R,-3.92%,R,8.86%,,1.72%,R,88,G,306,G,30.62%,,35.77%,,45,G,326,G,63.54%,,44.09%,,0:48:42,,1:13:14,R,1229/2576,,2213/2576,R
Total,B,5.24%,G,8.36%,G,25.91%,G,26.22%,G,14.03%,,6.06%,,16.48%,G,21.71%,,4.38,G,4.37,G,37.35%,,34.47%,,2.82,G,3.17,G,71.39%,,45.28%,,0:44:21,,1:18:39,R,10/394,G,51/394,G
890,,4.93%,G,7.19%,,19.06%,,16.15%,,0.84%,,7.51%,,26.40%,G,17.66%,,13,,115,,32.36%,,27.45%,R,10,G,58,,73.05%,,46.20%,,1:00:41,,1:32:45,R,754/2576,,1333/2576,
943,,9.47%,G,7.94%,G,40.45%,G,30.63%,G,32.06%,G,19.68%,G,45.05%,G,37.16%,G,65,G,137,,44.81%,G,37.72%,,7,,204,G,47.85%,,31.82%,R,1:17:21,R,1:44:13,R,142/2576,G,443/2576,G
955,,-1.96%,,10.36%,G,1.56%,,22.87%,,7.39%,,19.36%,G,12.90%,,23.34%,,22,,622,G,38.18%,,41.14%,,5,,172,G,37.72%,R,32.04%,R,1:03:30,R,0:59:26,,1714/2576,,414/2576,G
3782,,17.10%,G,25.32%,G,38.92%,G,51.40%,G,33.82%,G,29.21%,G,45.27%,G,47.06%,G,60,G,1001,G,18.97%,R,24.24%,R,7,,149,G,72.78%,,54.27%,,1:06:08,R,1:32:38,R,175/2576,G,115/2576,G
Total,B,6.65%,G,12.13%,G,22.82%,G,29.05%,G,15.27%,,18.29%,G,33.35%,G,31.34%,G,1.33,G,1.41,G,32.63%,,31.69%,,0.24,,0.44,G,60.05%,,42.32%,,1:05:37,R,1:22:01,R,35/394,G,24/394,G
174,,1.03%,,1.38%,,24.24%,,17.83%,,20.47%,,9.90%,,42.97%,G,16.22%,,23,,89,,29.30%,,31.22%,,27,G,97,,39.32%,,35.31%,,0:45:32,,0:53:34,,415/2576,G,1481/2576,
649,,-1.72%,,3.45%,,5.74%,,28.81%,G,1.30%,,11.19%,,-10.68%,R,30.68%,G,54,G,72,,36.32%,,33.43%,,22,G,50,,48.05%,,33.63%,,0:43:18,,0:33:01,G,1542/2576,,619/2576,
771,,2.89%,G,-0.78%,R,15.52%,,10.76%,,6.75%,,3.28%,,15.09%,,15.10%,,42,G,176,,29.71%,,31.36%,,36,G,137,G,79.51%,,72.81%,,0:49:20,,0:58:10,,717/2576,,1912/2576,
931,,4.07%,G,4.87%,,7.20%,,16.40%,,-2.79%,R,4.55%,,11.77%,,16.23%,,1,R,5,R,33.68%,,40.43%,,3,,51,,103.90%,G,81.95%,G,0:56:24,,0:55:33,,1370/2576,,1302/2576,
973,,3.59%,G,9.99%,G,12.49%,,18.80%,,-0.65%,,5.59%,,10.07%,,24.66%,,9,,96,,25.04%,R,26.07%,R,8,,59,,72.71%,,56.62%,,1:17:08,R,1:24:24,R,1293/2576,,989/2576,
974,,-9.03%,,5.43%,,-33.91%,R,4.05%,R,-68.14%,R,-23.96%,R,-15.58%,R,24.56%,,4,,21,R,45.43%,G,41.77%,,2,,34,,63.88%,,37.57%,,0:41:21,,1:11:51,R,2401/2576,R,2038/2576,
1068,,-2.62%,,4.16%,,1.18%,R,12.77%,,0.00%,,5.20%,,-3.02%,,19.38%,,32,G,78,,38.79%,,46.62%,G,8,,20,,103.60%,G,96.13%,G,1:20:58,R,1:23:25,R,1836/2576,,1558/2576,
3538,,5.95%,G,6.68%,,12.55%,,10.80%,,8.63%,,-3.08%,R,8.55%,,22.82%,,55,G,188,,31.07%,,38.18%,,28,G,52,,48.80%,,20.55%,R,1:09:48,R,1:43:24,R,1027/2576,,1685/2576,
5455,,3.26%,G,5.99%,,-1.64%,R,13.50%,,-17.46%,R,-0.55%,,0.19%,,13.86%,,0,R,26,R,31.82%,,32.79%,,1,R,17,R,78.72%,,63.26%,,0:52:12,,1:51:04,R,1948/2576,,1796/2576,
Total,B,0.63%,G,4.69%,,2.02%,R,14.19%,,-9.14%,R,0.39%,R,3.97%,,19.56%,,0.81,,0.25,R,33.43%,,35.97%,,0.50,G,0.17,,74.04%,,57.62%,,0:55:48,,1:06:50,R,287/394,,272/394,
819,,-10.56%,R,2.87%,,-18.96%,R,4.23%,R,-29.58%,R,-19.26%,R,-14.24%,R,17.76%,,13,,244,,49.25%,G,50.31%,G,0,R,26,,19.62%,R,16.71%,R,0:45:29,,0:53:39,,2482/2576,R,2047/2576,
987,,0.16%,,10.16%,G,14.47%,,42.17%,G,25.42%,,22.71%,G,16.62%,,34.72%,G,9,,143,,33.75%,,37.23%,,6,,52,,83.13%,,86.96%,G,1:06:55,R,1:05:25,R,924/2576,,169/2576,G
3417,,-0.84%,,2.38%,,4.87%,,9.43%,,27.01%,,8.28%,,2.82%,,7.52%,,18,,87,,49.91%,G,52.95%,G,40,G,54,,50.09%,,47.73%,,1:46:19,R,1:29:20,R,1386/2576,,1954/2576,
5034,,-4.93%,,0.99%,,6.01%,,4.56%,R,18.66%,,-13.74%,R,-24.12%,R,1.75%,R,5,,81,,30.08%,,29.48%,,4,,36,,51.58%,,27.39%,R,1:16:42,R,1:35:43,R,2076/2576,R,2498/2576,R
5055,,6.41%,G,9.07%,G,35.26%,G,16.85%,,28.53%,,-2.36%,R,35.25%,G,27.51%,G,43,G,702,G,34.19%,,34.62%,,0,R,9,R,73.68%,,60.23%,,0:44:23,,1:24:54,R,163/2576,G,1148/2576,
5391,,6.44%,G,8.68%,G,20.97%,,33.21%,G,15.66%,,13.07%,,-2.69%,,19.60%,,167,G,1009,G,40.72%,,39.22%,,14,G,237,G,99.83%,G,61.18%,,1:28:14,R,1:29:03,R,599/2576,,343/2576,G
Total,B,-0.73%,,5.58%,,10.41%,,19.46%,,13.37%,,1.45%,R,-1.31%,R,17.56%,,1.42,G,1.14,G,39.17%,,39.84%,,0.36,,0.21,,67.39%,,50.45%,,1:12:09,R,1:20:59,R,206/394,,149/394,
814,,-0.56%,,6.02%,,21.71%,,19.01%,,14.52%,,10.45%,,9.10%,,21.66%,,109,G,315,G,37.10%,,38.42%,,33,G,233,G,97.95%,G,82.08%,G,0:50:34,,1:05:39,R,523/2576,,752/2576,
929,,1.69%,,3.07%,,32.55%,G,12.02%,,45.98%,G,-4.57%,R,18.46%,,20.07%,,38,G,317,G,27.53%,,33.45%,,4,,42,,41.00%,,32.01%,R,1:11:37,R,1:28:51,R,496/2576,G,1899/2576,
1087,,6.64%,G,8.90%,G,22.46%,,17.67%,,27.48%,,8.09%,,35.18%,G,29.36%,G,24,,235,,27.23%,,27.34%,R,12,G,70,,20.36%,R,23.05%,R,1:09:43,R,1:18:58,R,526/2576,,1002/2576,
1541,,8.32%,G,13.01%,G,69.24%,G,56.72%,G,30.56%,G,12.69%,,37.10%,G,53.55%,G,71,G,854,G,31.64%,,29.20%,,16,G,198,G,84.84%,,56.71%,,1:16:18,R,1:22:03,R,93/2576,G,164/2576,G
3348,,-0.06%,,9.79%,G,10.49%,,3.65%,R,44.03%,G,0.83%,,-19.66%,R,7.71%,,45,G,132,,31.54%,,27.17%,R,7,,21,,73.69%,,34.13%,,1:42:20,R,2:03:54,R,1324/2576,,2037/2576,
3527,,6.06%,G,8.34%,G,-1.03%,R,17.81%,,-25.70%,R,-0.12%,,21.55%,,22.05%,,14,,122,,35.87%,,43.51%,,5,,42,,48.23%,,47.28%,,1:52:46,R,1:46:33,R,1716/2576,,1136/2576,
4260,,5.52%,G,10.26%,G,31.56%,G,22.42%,,27.32%,,-4.22%,R,22.40%,,29.91%,G,84,G,174,,28.56%,,29.49%,,6,,19,R,9.52%,R,33.60%,,1:02:50,R,2:11:34,R,411/2576,G,1023/2576,
Total,B,4.12%,G,8.70%,G,24.22%,G,20.48%,,19.06%,,2.86%,,15.92%,,25.72%,G,1.83,G,0.92,G,31.42%,,32.59%,,0.40,G,0.27,,52.23%,,44.47%,,1:18:17,R,1:39:12,R,50/394,G,105/394,
2789,,-6.06%,,2.94%,,-9.24%,R,9.78%,,7.77%,,1.87%,,-4.40%,,17.12%,,19,,116,,30.38%,,33.12%,,6,,57,,20.31%,R,25.77%,R,1:04:55,R,1:22:15,R,2319/2576,R,2011/2576,
2962,,-22.01%,R,-8.89%,R,-25.50%,R,-1.10%,R,-21.22%,R,-7.22%,R,-12.57%,R,13.68%,,130,G,353,G,24.03%,R,25.95%,R,23,G,57,,14.59%,R,19.18%,R,1:34:47,R,1:27:53,R,2558/2576,R,2501/2576,R
Total,B,-14.19%,R,-3.17%,R,-18.33%,R,3.77%,R,-9.76%,R,-3.51%,R,-9.03%,R,15.21%,,2.48,G,0.71,,26.93%,R,29.19%,,0.48,G,0.17,,17.20%,R,22.16%,R,1:19:02,R,1:25:25,R,392/394,R,390/394,R
2946,,-3.59%,,1.88%,,10.87%,,17.17%,,2.85%,,4.03%,,12.75%,,21.93%,,62,G,734,G,27.67%,,24.48%,R,5,,42,,67.19%,,45.78%,,1:08:10,R,1:35:06,R,1523/2576,,1628/2576,
3625,,1.66%,,5.16%,,18.54%,,13.33%,,52.03%,G,10.89%,,13.35%,,16.79%,,13,,489,G,21.48%,R,22.30%,R,6,,94,,44.55%,,37.39%,,1:23:52,R,1:28:46,R,910/2576,,1477/2576,
Total,B,-1.29%,,3.30%,,14.43%,,15.40%,,20.85%,,6.77%,,13.07%,,19.25%,,1.25,G,1.84,G,24.35%,R,23.37%,R,0.18,,0.20,,55.05%,,41.49%,R,1:15:33,R,1:32:31,R,160/394,,270/394,
2727,,-3.96%,,1.84%,,7.35%,,4.27%,R,-0.82%,,-6.39%,R,2.73%,,10.92%,,10,,155,,23.47%,R,19.61%,R,3,,23,,34.80%,R,24.22%,R,1:11:53,R,1:27:33,R,2049/2576,,2416/2576,R
2814,,14.62%,G,23.78%,G,11.86%,,4.60%,R,19.84%,,6.46%,,9.28%,,19.28%,,10,,148,,12.73%,R,15.28%,R,1,R,3,R,6.18%,R,5.92%,R,0:33:56,G,0:30:11,G,898/2576,,1420/2576,
6397,,14.95%,G,34.43%,G,25.98%,,37.36%,G,-16.53%,R,23.85%,G,35.10%,G,86.31%,G,4,,17,R,10.71%,R,10.65%,R,11,G,26,,24.20%,R,12.12%,R,0:50:06,,0:46:51,,703/2576,,323/2576,G
