Store Number,Department Category Description ,WK05,WK06,WK07,WK08,WK09,WK10,WK11,WK12,WK13,WK14,WK15,WK16,WK17,WK18,WK19,WK20,WK21,WK22,WK23,WK24,WK25,WK26,WK27,WK28,WK29,WK30,WK31,WK32,WK33,WK34,WK35,WK36,WK37,WK38,WK39,WK40,WK41,WK42,WK43,WK44,WK45,WK46,WK47,WK48,WK49,WK50,WK51,WK52,WK01,WK02,WK03,WK04,WK05,,,
1710,FULL SIZE GAS GRILLS,2,1,,1,,,,,,,,2,2,,,1,3,2,,,1,,,1,,,2,1,,,,1,,,,,,,1,,,,1,,,1,,,1,1,,,,,,
1710,FULL SIZE GRIDDLES,4,1,,3,,,,1,1,,,,2,,2,,3,,,1,,,0,3,,,1,,,1,,1,,1,,,1,1,,2,1,1,,,,3,,,1,0,,1,,,,
1710,FULL SIZE PELLET GRILLS,1,,,,1,,1,2,3,,,1,1,2,,1,1,1,,,1,2,,,,1,,2,,,1,,,,,1,,,,1,,1,1,,,,,,,1,,,,,,
1711,COMBO GRILLS,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1711,FULL SIZE GAS GRILLS,,,,2,2,3,1,,1,,,1,,,,2,1,2,,1,3,,1,,1,,,1,1,2,0,,,,,2,,,1,,1,1,,2,,,,,1,0,,1,,,,
1711,FULL SIZE GRIDDLES,,,1,1,1,1,1,,,,,,2,,2,,4,3,,1,1,,,2,,1,,,2,3,,1,,2,2,3,3,,1,,,,,,,,,,,,,,,,,
1711,FULL SIZE PELLET GRILLS,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,5,3,,,,,,,,,,,1,,,,,,,,2,,1,,,,1,,,
1712,COMBO GRILLS,,,,,,,,,,,,,,,,1,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,FULL SIZE GAS GRILLS,7,4,8,7,2,5,2,5,1,7,8,6,6,6,6,4,8,17,8,3,3,5,4,8,2,3,2,5,8,4,8,4,1,1,4,3,3,3,2,5,1,6,2,2,5,3,5,3,7,2,1,1,2,,,
1712,FULL SIZE GRIDDLES,,2,2,1,,1,,,,1,2,,2,1,2,4,1,3,,,1,1,,,,1,6,3,3,4,2,0,,1,,,1,,1,2,1,,3,1,,1,2,1,1,3,3,3,1,,,
1712,FULL SIZE PELLET GRILLS,,,1,1,,,1,,2,,,1,1,2,2,,2,1,,,,,,,,,1,5,4,,1,,,,1,,,,1,,,1,0,,,,1,,1,1,2,,,,,
1713,COMBO GRILLS,,,,,,1,,,,,,1,1,,,,,1,,,,,,,,,2,2,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,
1713,FULL SIZE GAS GRILLS,3,3,5,5,5,7,2,6,3,4,8,6,7,15,3,8,11,8,6,3,4,2,1,2,3,5,2,3,2,2,3,1,3,,,1,,,,1,2,,3,1,1,,,1,,1,2,2,,,,
1713,FULL SIZE GRIDDLES,1,3,,5,5,1,3,3,3,4,4,3,1,5,4,6,5,6,3,,2,6,2,4,1,7,2,4,3,4,1,,2,1,,1,,,5,1,1,,4,,1,3,1,,2,1,,4,,,,
1713,FULL SIZE PELLET GRILLS,,2,4,1,,1,5,,1,,3,3,,1,,4,3,,2,3,7,2,,1,,,,3,3,2,1,1,1,,,,,1,3,1,1,2,5,2,,,,,,,2,2,,,,
1714,COMBO GRILLS,,,,2,,,1,1,2,3,2,2,2,2,2,1,2,0,1,,1,,1,,1,1,1,,,,1,,2,,,,,,,,,,,,,,1,,,3,1,,,,,
1714,FULL SIZE GAS GRILLS,3,2,2,3,3,1,3,3,10,16,14,13,16,12,10,12,13,15,27,10,4,9,4,3,4,10,1,4,2,1,1,,,,,,1,,,,,,,,,5,,,,1,,,,,,
1714,FULL SIZE GRIDDLES,1,2,2,1,1,2,3,1,3,7,5,6,7,5,6,13,13,3,8,4,,3,5,,3,,4,,1,2,,,,,,,,1,1,,,,,,1,,2,3,,,3,,,,,
1714,FULL SIZE PELLET GRILLS,1,1,,,1,,2,2,,1,,,2,5,3,1,3,5,3,,1,2,4,0,2,,3,,1,2,1,,,,1,1,,1,1,1,,,,,,5,,3,,1,1,3,,,,
1715,COMBO GRILLS,,,0,2,,,,1,,,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,
1715,FULL SIZE GAS GRILLS,1,1,2,2,2,,4,3,3,8,2,6,3,5,3,7,7,6,1,3,3,,2,4,3,,3,5,1,1,2,,1,,,,,,,1,,1,1,,1,,1,,,2,,2,,,,
1715,FULL SIZE GRIDDLES,1,2,1,3,1,1,,1,3,1,3,2,,6,2,7,4,4,5,2,1,,2,2,2,3,,1,1,,3,,,,,,,,,,,1,3,,1,,,,1,,,1,1,,,
1715,FULL SIZE PELLET GRILLS,,2,1,1,,2,1,2,,1,,,1,3,2,2,2,1,1,1,,,,1,1,,,4,,,2,5,1,,,,,,2,,3,2,2,1,,,,1,,4,,,,,,
1716,FULL SIZE GAS GRILLS,1,1,2,3,3,2,3,3,3,3,2,3,3,6,4,4,6,2,4,,3,3,1,6,3,2,1,1,2,1,1,,1,,1,,1,1,,,,,1,,,,,2,,1,,1,,,,
1716,FULL SIZE GRIDDLES,3,6,,1,,3,4,1,4,3,2,2,2,5,11,7,8,5,4,2,6,4,3,2,2,2,4,1,3,3,,2,,1,0,1,,4,3,3,1,1,3,2,1,1,2,2,3,6,4,6,1,,,
1716,FULL SIZE PELLET GRILLS,3,1,1,,,,1,2,1,4,,1,3,2,1,1,1,2,,1,1,2,,3,1,,3,,2,1,,,,,1,,,,1,,,,1,2,,,1,,,1,,2,,,,
1717,COMBO GRILLS,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,FULL SIZE GAS GRILLS,,,,,,,,,,0,,,1,1,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,FULL SIZE PELLET GRILLS,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,COMBO GRILLS,,,,1,,,,,,2,,,,,,2,1,,1,1,,,,,,3,1,1,1,1,1,,,,,,,,,,,,2,,1,,,,,1,,,,,,
1718,FULL SIZE GAS GRILLS,,1,5,2,4,,5,2,5,4,10,5,5,7,7,10,6,11,5,3,2,7,5,2,,1,1,5,1,3,1,3,13,2,1,,1,,1,2,,2,,1,,,1,,,1,1,2,,,,
1718,FULL SIZE GRIDDLES,2,3,5,1,5,6,5,9,6,6,4,6,5,5,5,9,5,4,5,3,5,4,7,,4,1,4,3,,1,1,,,1,1,1,1,3,1,3,1,1,3,,,2,,,1,,2,3,,,,
1718,FULL SIZE PELLET GRILLS,,1,,,,,2,,1,4,0,2,4,2,3,,2,2,5,,1,2,,,2,,9,4,2,1,1,,,1,,1,1,,,,,,,0,,1,1,,,0,,1,,,,
1719,COMBO GRILLS,,,,,,,,,1,1,1,,1,,1,1,1,,2,2,1,,1,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,,,,,,
1719,FULL SIZE GAS GRILLS,,1,4,7,2,7,0,4,2,5,8,8,8,6,5,6,9,8,14,7,3,3,4,1,3,3,5,1,1,1,1,,1,1,,,,1,,3,1,3,,1,,1,1,10,2,3,2,2,,,,
1719,FULL SIZE GRIDDLES,1,5,2,3,2,3,5,4,5,7,6,4,7,8,4,11,10,8,8,2,3,1,2,1,,,,1,4,,2,0,1,,2,,,1,4,2,1,1,4,,,,,,,,1,1,,,,
1719,FULL SIZE PELLET GRILLS,1,1,,2,2,3,2,3,1,3,7,3,3,6,1,6,5,4,5,2,1,1,2,2,,1,1,,4,2,,2,1,,,1,,,3,,1,2,1,,,,,,,1,2,,,,,
1720,COMBO GRILLS,,,,,,,,1,1,1,,,2,1,,,,1,,2,,,,,2,,1,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,
1720,FULL SIZE GAS GRILLS,1,2,2,1,2,3,2,2,2,2,4,2,1,8,1,2,4,8,8,4,3,,1,,,2,3,2,5,2,1,2,2,1,3,,1,,1,,,1,,0,,,,1,2,1,,,1,,,
1720,FULL SIZE GRIDDLES,,2,1,3,2,,,1,2,1,2,,1,1,2,2,13,4,,,2,5,,2,2,1,0,2,2,3,1,5,,,1,,,,2,4,,3,,,2,1,,,1,3,,3,1,,,
1720,FULL SIZE PELLET GRILLS,,,,1,,3,,2,1,0,3,,1,2,1,1,2,,3,,,,2,,,,2,1,,1,0,,1,2,1,2,1,1,,,1,,1,,,,,,1,3,,1,1,,,
1721,COMBO GRILLS,,,,,,,,,,1,2,,,,1,,1,,,,,,,,0,,,1,,,,1,2,,,,1,,,,,1,,,,,,,,,,,,,,
1721,FULL SIZE GAS GRILLS,4,1,6,1,1,3,,1,1,5,4,2,3,5,2,1,5,8,3,4,4,4,6,6,5,3,6,2,1,,,1,,1,2,,,0,,1,,,1,1,,,,,,1,,,,,,
1721,FULL SIZE GRIDDLES,,,1,1,,2,1,1,2,3,2,,1,2,,5,4,3,4,4,,1,2,,,2,2,3,0,,1,1,2,1,1,,,,3,1,4,2,2,,,,1,1,1,1,1,1,2,,,
1721,FULL SIZE PELLET GRILLS,3,,,,,,,1,,,,,1,5,,1,1,,,1,,1,1,,,,,4,2,2,,1,,,,,1,,,1,,,,,,,,,,,,,,,,
1722,COMBO GRILLS,1,,,,1,1,,,1,3,1,2,1,,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
1722,FULL SIZE GAS GRILLS,,,1,2,2,3,1,2,2,1,5,7,9,9,3,1,3,2,4,3,3,,3,1,2,2,,2,,,,,6,,,4,3,0,,1,1,,,,,,,,,1,1,,,,,
1722,FULL SIZE GRIDDLES,,2,2,4,5,1,4,3,2,4,5,5,2,2,2,7,5,3,1,3,2,3,2,2,2,1,2,,,3,3,,,1,,,1,,1,,1,,,,,3,1,2,,,1,2,,,,
1722,FULL SIZE PELLET GRILLS,,1,3,1,1,1,1,3,,1,2,1,4,6,,4,0,2,,,3,,1,,1,1,0,,1,,,,12,1,1,5,5,,,,,2,,,,,2,,,,,,,,,
1723,COMBO GRILLS,,,,,0,2,1,,,2,,,,1,,2,1,1,,,,,,,1,,,2,2,,1,9,,,,,,,1,1,1,1,,,,,,,,,2,,,,,
1723,FULL SIZE GAS GRILLS,6,2,6,3,3,4,4,3,3,12,12,6,13,17,13,7,17,11,13,4,3,5,7,1,5,5,2,13,7,6,5,16,7,5,,,1,1,2,1,,,,1,,,1,1,1,,3,1,1,,,
1723,FULL SIZE GRIDDLES,1,1,1,1,1,1,1,5,,4,1,6,5,3,3,3,6,3,6,2,4,5,4,1,4,2,3,1,1,1,2,2,,1,3,,,,1,,,,2,,1,1,,,,,,1,,,,
1723,FULL SIZE PELLET GRILLS,,2,,1,,,1,,1,1,1,1,,2,2,1,,1,,1,,,1,,,,,2,8,0,,,1,,,,1,,1,1,2,2,1,2,,,,,,2,,,,,,
1724,COMBO GRILLS,,,,,,,1,1,,1,,,,,,,1,0,1,,,,,,,,,3,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,
1724,FULL SIZE GAS GRILLS,,2,2,2,6,1,3,3,4,7,11,6,5,7,6,4,16,8,11,3,3,1,5,,3,2,4,,6,2,,2,1,2,1,1,1,1,,,1,,1,1,,,1,6,1,2,1,2,1,,,
1724,FULL SIZE GRIDDLES,3,3,2,3,3,,1,3,2,4,5,5,2,2,1,4,8,3,2,5,4,,2,1,1,2,2,3,,1,2,,2,1,,2,1,,3,3,,1,2,1,4,2,1,,1,,2,3,,,,
1724,FULL SIZE PELLET GRILLS,,2,1,1,1,1,1,1,0,2,1,1,1,1,4,2,2,5,,,2,2,1,2,2,2,2,5,,,3,1,,2,2,2,0,1,1,1,1,,2,,,,,1,,,2,1,,,,
1726,COMBO GRILLS,,1,,1,,,1,,,,,2,,1,,,1,1,1,,,,,1,,2,1,2,1,,1,,,4,1,,,,2,,,1,,,,,,,,,1,,,,,
1726,FULL SIZE GAS GRILLS,1,2,,3,2,0,4,4,4,5,2,9,7,6,2,3,2,5,9,6,1,2,,2,2,1,2,2,2,,3,,,0,2,,,,,1,,,,,1,3,1,3,1,,,2,,,,
1726,FULL SIZE GRIDDLES,3,2,1,2,4,3,2,3,3,8,1,,3,,2,13,7,3,2,2,0,,3,1,2,5,1,0,,,,,3,2,,,,,,1,,,1,1,,1,1,1,1,1,2,2,2,,,
1726,FULL SIZE PELLET GRILLS,1,1,,3,3,1,2,2,1,1,2,1,,,1,1,,2,3,1,,2,,,,4,1,1,1,2,6,2,1,2,,,,,3,,8,2,,,2,2,1,2,3,,,2,,,,
1727,COMBO GRILLS,,,,,,,,,1,3,,1,2,,1,1,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,FULL SIZE GAS GRILLS,2,,2,,2,1,4,1,8,4,2,15,9,5,3,4,6,2,8,4,5,1,6,3,,1,2,,1,2,,1,,1,,2,,1,,,,1,1,,,1,,1,1,1,,3,,,,
1727,FULL SIZE GRIDDLES,,,1,1,,,,1,3,1,1,,1,1,1,5,2,6,2,3,,,,,1,,,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,
1727,FULL SIZE PELLET GRILLS,,1,,1,1,3,2,,,1,2,,5,1,4,2,5,7,18,5,2,,,2,2,2,1,3,4,4,0,,,,,,,3,6,2,,1,,,,,1,,,1,,2,,,,
1728,COMBO GRILLS,,3,1,3,1,,4,1,2,,4,,3,3,3,4,1,,1,1,2,,,,1,,1,2,1,1,,,1,,0,,1,,,1,1,,,,,2,3,1,,1,,2,,,,
1728,FULL SIZE GAS GRILLS,2,4,7,5,3,5,5,4,12,7,9,11,10,16,7,9,12,17,14,5,5,7,7,4,3,2,1,5,1,2,,,,1,,,1,,0,1,,,,1,,,1,4,3,5,5,5,,,,
1728,FULL SIZE GRIDDLES,,3,2,5,3,4,3,3,6,6,7,7,3,9,9,7,10,5,7,7,1,4,2,2,1,2,4,7,2,,,1,,2,,,,,2,1,,1,,1,2,,1,,1,,,4,,,,
1728,FULL SIZE PELLET GRILLS,2,,,2,,1,,,1,,3,,,3,1,1,3,0,1,,,1,,2,1,,2,1,2,3,,,1,,2,1,1,,3,,,1,3,1,,,2,,0,1,1,2,1,,,
1729,COMBO GRILLS,,1,,,,,,1,1,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1729,FULL SIZE GAS GRILLS,,1,3,3,4,4,5,3,5,6,16,3,6,10,6,8,16,11,18,7,6,3,2,4,2,3,3,4,1,1,3,,1,1,1,0,,,,,,,3,2,,,,,,,1,2,1,,,
1729,FULL SIZE GRIDDLES,1,2,1,3,,1,1,2,1,5,6,4,3,1,1,3,7,2,7,7,2,3,5,,1,3,2,3,1,2,1,1,1,,,,,,,3,,,1,,,3,,,,,,1,1,,,
1729,FULL SIZE PELLET GRILLS,1,,1,,,,,2,1,,,1,1,2,,3,1,,2,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,2,,1,3,,,,,
1730,COMBO GRILLS,,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,2,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,
1730,FULL SIZE GAS GRILLS,1,1,1,3,,2,2,1,1,6,2,4,1,5,3,4,6,4,10,3,,,1,,3,1,2,3,2,3,3,,2,1,1,1,,,1,1,2,,0,,,,2,,,,2,2,,,,
1730,FULL SIZE GRIDDLES,0,,2,,,1,2,1,1,1,,2,2,4,1,7,3,,3,3,1,,2,1,1,2,,2,1,,1,,1,1,,,,,,,,1,,,2,1,,,,,,,1,,,
1730,FULL SIZE PELLET GRILLS,,,,1,,,2,1,1,,,,,,1,,4,1,1,,,,,2,,,,,2,1,1,1,1,1,,1,,,1,1,,1,1,,,1,1,,,,,3,,,,
1731,COMBO GRILLS,,,,2,,1,,,,1,1,,2,,,,1,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,FULL SIZE GAS GRILLS,,1,3,3,2,4,3,2,5,7,11,1,1,,,,11,12,10,2,4,4,1,3,4,3,2,5,3,1,1,,2,,,,,,,2,1,,1,,,,,,,,,,,,,
1731,FULL SIZE GRIDDLES,,,,,1,,,,2,1,1,1,,1,0,3,5,4,2,2,1,1,,,2,2,1,2,1,1,1,,,,,,,,3,1,,,,,,,,,,,,,2,,,
1731,FULL SIZE PELLET GRILLS,,,,,,,,,,1,,,,,,2,1,1,,,1,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,
1732,COMBO GRILLS,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,FULL SIZE GAS GRILLS,3,,4,7,2,3,7,6,10,6,6,10,3,10,4,5,8,12,4,9,2,4,,2,2,2,2,2,5,2,0,1,,,,1,,,,,,,1,,,,,,,,,2,,,,
1732,FULL SIZE GRIDDLES,4,1,2,1,1,3,2,,3,1,2,3,3,5,3,3,4,4,4,2,6,2,2,1,1,1,2,3,2,,2,2,,,1,1,1,1,3,1,1,,,,1,1,,1,,2,1,,,,,
1732,FULL SIZE PELLET GRILLS,,3,2,3,,1,1,,2,1,,2,,1,2,,2,2,,1,1,,,1,,,1,,1,1,,1,,,,,,1,,,,,,,1,,1,,,,1,,,,,
1733,COMBO GRILLS,,,,,1,,,2,1,1,3,,,4,,4,,,1,,1,,,,1,,2,2,,1,1,,,,,,2,,,,1,2,2,1,,,,,,,,,,,,
1733,FULL SIZE GAS GRILLS,1,3,3,2,1,3,,2,5,8,13,14,6,20,8,11,8,15,15,6,5,4,4,1,5,3,3,3,2,2,2,,2,0,,2,,,3,1,,1,2,,1,,,,2,3,1,,1,,,
1733,FULL SIZE GRIDDLES,2,9,3,3,3,6,3,4,7,9,14,7,14,5,5,9,5,12,5,4,4,5,6,1,4,1,3,1,1,3,1,2,2,1,1,,1,,2,5,3,1,2,,1,,4,1,,1,1,,,,,
1733,FULL SIZE PELLET GRILLS,,1,1,1,1,3,3,1,3,4,2,2,4,4,2,3,3,4,6,1,1,,1,,2,1,3,2,2,1,3,3,2,1,1,,2,1,2,,1,,2,,,1,,,2,0,1,1,,,,
1734,COMBO GRILLS,2,,,,,,,,,2,1,,1,,1,1,1,1,,,,,,1,,1,,,1,1,0,,,,,,,,,,,,,,,,,,1,,,,1,,,
1734,FULL SIZE GAS GRILLS,4,2,3,,1,1,1,,,2,1,3,2,13,3,2,10,3,3,3,3,2,3,3,2,4,1,1,2,3,,2,2,2,,1,2,,,,,,1,,,,,,,,1,1,,,,
1734,FULL SIZE GRIDDLES,4,3,5,,2,2,1,,1,2,5,3,1,3,6,5,5,1,3,,4,1,2,1,1,1,2,1,2,1,,,,1,,,,,2,,,,1,,,1,4,,,2,3,2,,,,
1734,FULL SIZE PELLET GRILLS,1,1,1,1,2,3,1,1,,,,,1,3,1,3,1,5,2,,,,1,2,1,1,,,,,,1,1,1,1,1,,,2,3,,2,2,,,1,2,,,2,,,,,,
1735,COMBO GRILLS,,,,,,,,,,,2,1,,1,,1,2,,,,,,,,1,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,1,,,,
1735,FULL SIZE GAS GRILLS,,,4,3,3,3,2,3,3,1,11,7,7,13,4,3,7,4,7,5,1,3,3,4,1,2,1,7,11,5,1,1,1,2,2,1,1,1,,2,1,,1,,1,,,,,1,,1,,,,
1735,FULL SIZE GRIDDLES,1,,,1,1,,1,1,1,1,,1,,3,1,1,,3,2,2,2,,,,1,,3,3,2,3,1,1,,,1,,,,1,,,1,1,,,,1,,1,,1,,,,,
1735,FULL SIZE PELLET GRILLS,1,,,,,,,1,,,,,,1,,1,3,,,,,,,,1,,1,1,,,,,1,,,,,,,,1,,,,,,,,,3,1,,,,,
1736,COMBO GRILLS,,,,,,,,1,,,1,2,1,3,,1,1,1,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,
1736,FULL SIZE GAS GRILLS,2,,2,1,,2,3,4,1,2,1,,9,2,2,,7,9,6,,3,1,6,,4,1,3,1,,,2,,,,1,,,1,,,,,,,,,,,,,,1,1,,,
1736,FULL SIZE GRIDDLES,1,,,,1,1,1,,2,1,1,5,5,4,3,9,8,,0,,2,1,1,,3,2,2,3,2,1,1,,,,,,,,,,,,,,,,,,,,0,,1,,,
1736,FULL SIZE PELLET GRILLS,,,1,,2,1,,1,,1,,,3,4,1,1,3,,,1,,1,,,1,,3,1,,2,1,,,,,,,,,,,,1,,,,,,,1,,2,,,,
1737,COMBO GRILLS,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,3,4,1,,,,,,,,,,,1,,,,,,,,,,,,,
1737,FULL SIZE GAS GRILLS,,1,1,4,1,2,,1,,,4,3,7,6,3,2,12,6,5,3,2,2,1,,1,3,4,2,1,1,,1,,,,,,,,1,,,,,,,,,,,1,,,,,
1737,FULL SIZE GRIDDLES,,,,,1,3,1,1,,,,1,4,1,1,2,1,1,3,2,2,2,2,,1,,,1,2,4,10,,2,3,2,,1,,1,1,2,1,2,2,,,,1,1,,1,,,,,
1737,FULL SIZE PELLET GRILLS,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,
1738,COMBO GRILLS,,,1,1,1,1,1,1,1,,,2,1,,1,1,1,,1,1,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,FULL SIZE GAS GRILLS,,,3,2,1,2,3,,3,7,4,6,7,7,2,1,10,9,5,3,1,,3,2,1,4,2,7,1,2,,3,,,,,,1,1,,,,,,,,,,,1,1,1,1,,,
1738,FULL SIZE GRIDDLES,,3,4,2,2,5,1,3,3,5,3,6,6,7,5,4,14,1,3,2,5,4,3,2,2,2,1,2,,,1,,,,,1,,,,2,1,,3,,,1,3,5,1,,5,1,1,,,
1738,FULL SIZE PELLET GRILLS,,3,2,1,3,,2,2,3,3,1,3,4,4,1,1,3,4,3,1,3,2,2,2,1,2,1,3,4,5,,2,1,,,1,,1,,,1,1,2,,,1,2,4,3,1,,,,,,
1739,COMBO GRILLS,,,,,1,,1,1,1,4,4,,1,1,1,2,2,,4,1,1,2,,1,1,1,2,3,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,
1739,FULL SIZE GAS GRILLS,2,2,1,11,3,6,5,4,13,15,10,21,11,7,10,5,8,11,15,9,3,3,6,8,6,1,21,8,3,2,1,,,1,,2,2,,2,2,,1,3,1,1,,,,1,1,1,3,,,,
1739,FULL SIZE GRIDDLES,3,2,7,7,5,4,10,3,8,8,12,10,20,18,11,21,33,16,8,6,17,8,10,3,4,8,8,15,2,,2,,3,0,,3,1,2,7,2,5,3,2,,1,2,2,2,2,2,1,1,1,,,
1739,FULL SIZE PELLET GRILLS,1,1,,1,,,,2,3,1,3,1,,3,3,1,1,1,,3,2,1,2,3,,5,9,14,1,1,1,,1,0,1,,,,3,,1,3,1,,,,,,1,1,4,2,,,,
1740,COMBO GRILLS,,0,,,1,,,1,3,,1,2,2,,,,,1,,,,1,,,,1,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,,
1740,FULL SIZE GAS GRILLS,1,2,5,,1,3,4,4,8,2,12,9,6,10,6,2,8,4,13,7,1,6,7,2,6,2,6,8,8,2,2,1,,,,2,2,2,3,,4,2,5,1,3,4,2,1,2,1,3,4,1,,,
1740,FULL SIZE GRIDDLES,1,4,1,4,3,1,2,3,7,3,3,7,6,6,9,6,5,2,6,3,1,2,2,3,3,1,4,6,,,1,,,2,,,,,4,4,1,1,1,3,1,1,,1,1,1,,3,1,,,
1740,FULL SIZE PELLET GRILLS,,,2,,2,1,,1,,2,1,,,,1,,4,1,,,1,,,,3,3,4,,1,,2,,,1,,,,,1,,1,1,,1,,1,,1,,2,,2,1,,,
1741,COMBO GRILLS,,,1,,1,,,,4,1,1,2,1,2,1,1,1,2,1,,1,,,,,2,,,1,1,1,,,,1,1,,,,1,,,,,,,,,2,1,1,1,,,,
1741,FULL SIZE GAS GRILLS,2,,6,6,4,4,6,7,4,6,3,9,20,20,26,17,5,17,14,4,5,9,7,2,9,1,1,2,3,3,,,1,2,1,,,2,,,1,,2,1,,1,,1,,1,1,4,2,,,
1741,FULL SIZE GRIDDLES,,3,3,3,,2,2,1,4,2,4,4,5,5,12,7,14,8,5,1,3,2,5,2,3,2,4,5,1,1,3,,2,,1,,1,1,2,2,1,,8,,,2,1,2,2,2,,,,,,
1741,FULL SIZE PELLET GRILLS,2,1,1,1,1,3,3,2,,,0,1,1,1,5,2,2,3,,2,,2,1,1,1,3,4,4,,,2,,,3,1,,,,3,,,1,3,,,,,,,,1,,,,,
1742,COMBO GRILLS,,,,,,2,,1,1,,1,,1,1,1,1,,2,,,1,1,,,1,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,FULL SIZE GAS GRILLS,,1,1,1,0,,3,5,5,8,5,9,16,9,1,6,4,13,7,7,2,2,1,6,2,3,4,4,2,4,1,2,2,,,,,,,,,,,,,,,,,,1,4,2,,,
1742,FULL SIZE GRIDDLES,1,,5,1,2,1,1,7,2,6,3,5,4,17,5,18,15,12,9,3,10,1,5,3,1,5,3,5,1,2,,,1,2,,,5,,,,,,,,,1,1,,1,,,1,,,,
1742,FULL SIZE PELLET GRILLS,,2,,,1,,1,1,1,1,,1,,2,1,1,,4,1,1,1,1,,,,0,2,1,6,9,,,2,,2,,,,,,,1,,2,,,,,1,,,1,,,,
1743,COMBO GRILLS,1,,,,,,1,,,2,0,,1,2,,,1,,,,,,,1,1,,2,,,1,,,1,,,,,,1,,,,,1,,,,,,,,,,,,
1743,FULL SIZE GAS GRILLS,6,1,5,2,2,2,6,7,2,3,4,4,11,11,3,6,9,10,10,1,1,1,4,3,3,3,10,8,3,1,4,2,1,,,,,1,,1,,,,,1,,,1,,1,1,4,,,,
1743,FULL SIZE GRIDDLES,1,1,1,,1,,5,1,2,4,9,7,6,3,,3,5,9,1,2,2,1,2,,,,5,1,,,,15,,,1,,,1,1,4,,,2,1,1,1,1,,2,1,1,1,,,,
1743,FULL SIZE PELLET GRILLS,,1,3,,2,,,1,2,,1,4,,0,2,,2,4,2,,,,1,1,,2,49,18,6,6,4,9,1,,2,,4,5,5,,,,1,,1,,,,1,1,1,,,,,
1744,COMBO GRILLS,,,,1,,2,1,,1,4,1,,2,2,1,3,4,,1,1,1,,2,,2,,1,2,,4,1,,1,,1,,,,,1,,,,,,,,,1,,,,,,,
1744,FULL SIZE GAS GRILLS,1,,1,2,2,1,8,8,9,6,8,4,4,10,2,2,4,8,23,18,5,7,2,3,3,2,7,10,5,6,,1,2,2,1,,,1,1,1,1,3,1,1,,1,,,1,1,2,1,,,,
1744,FULL SIZE GRIDDLES,1,2,3,1,2,2,4,2,5,3,7,6,9,1,3,2,7,5,1,4,4,3,0,2,4,1,2,4,1,5,1,,,,,1,,,1,,,3,,1,1,,1,,,,,,,,,
1744,FULL SIZE PELLET GRILLS,,,,,1,,1,,,,1,2,2,,,3,1,1,,1,,,,,1,,2,2,1,1,3,,,,,,,,,,,,,,4,,,,,,,,,,,
1745,COMBO GRILLS,,3,,,,,,,,,1,2,2,,,1,1,,1,1,2,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,2,,,
1745,FULL SIZE GAS GRILLS,2,5,4,3,5,2,1,4,9,13,5,6,6,12,6,7,9,11,17,7,6,1,3,2,2,4,4,7,7,2,0,2,2,1,1,,,1,1,2,1,2,1,,,,,1,,2,1,4,,,,
