Store,,MAY,73,YTD,74,MAY,75,YTD,76,MAY,77,YTD,78,MAY,79,YTD,80,MAY,81,YTD,82,MAY,83,YTD,84,MAY,85,YTD,86,MAY,87,YTD,88,MAY,89,YTD,90,MAY,91,YTD,92
1310,,-4.09%,R,-2.41%,R,3.25%,,6.31%,,-6.59%,,1.96%,,7.37%,,4.56%,,1,R,4,R,37.65%,,42.89%,,1,R,5,R,37.25%,,38.64%,,0:24:32,G,0:28:36,G,2099/2577,R,2092/2577,R
1356,,2.05%,,5.43%,,15.54%,,18.99%,,23.21%,G,20.93%,G,-2.29%,,23.28%,,58,G,109,G,46.49%,,42.00%,,11,,25,,83.33%,G,70.89%,,0:42:17,,0:41:59,,986/2577,,677/2577,
1991,,6.30%,,4.62%,,26.63%,,20.38%,,8.48%,,11.39%,,16.99%,,15.76%,,22,,56,,33.74%,,31.23%,,18,G,51,G,87.75%,G,84.06%,G,0:47:44,,0:47:19,,542/2577,,938/2577,
4235,,-5.28%,R,-5.12%,R,-9.34%,R,-10.43%,R,-16.27%,R,-20.44%,R,-3.86%,R,-4.86%,R,2,,9,R,41.14%,,43.86%,,3,,17,,70.40%,,78.24%,,0:43:53,,0:47:25,,2371/2577,R,2430/2577,R
4417,,2.19%,,8.38%,,15.72%,,32.39%,G,-17.63%,R,4.31%,,4.48%,,14.84%,,5,,5,R,34.98%,,41.87%,,9,,39,,56.11%,,59.21%,,1:28:04,R,1:30:16,R,1801/2577,,815/2577,
Total,B,-1.07%,R,1.50%,R,3.85%,R,6.21%,R,-3.02%,R,-0.70%,,-2.09%,R,4.49%,R,0.42,,0.27,,38.21%,,40.54%,,0.21,,0.18,,71.44%,G,73.27%,G,0:49:25,,0:52:06,,369/394,R,369/394,R
143,,4.43%,,4.11%,,15.92%,,10.93%,,5.23%,,2.97%,,-7.41%,R,2.80%,R,3,,11,,36.53%,,35.42%,,6,,19,,86.13%,G,83.72%,G,0:21:53,G,0:21:56,G,1113/2577,,1483/2577,
204,,-6.71%,R,-0.65%,R,-3.56%,R,2.01%,R,-2.16%,,-4.38%,,-14.97%,R,3.17%,,8,,11,,36.64%,,39.46%,,5,,17,,50.00%,,41.46%,,0:58:10,,1:03:00,,2415/2577,R,2364/2577,R
282,,2.43%,,3.90%,,17.36%,,9.76%,,11.74%,,11.42%,,13.35%,,-0.34%,R,33,G,62,,26.24%,R,30.98%,,20,G,38,,66.53%,,64.42%,,0:51:37,,0:46:02,,1122/2577,,1604/2577,
294,,7.49%,,9.37%,G,36.31%,G,23.73%,,26.49%,G,18.84%,G,28.04%,,29.89%,,19,,103,G,28.22%,,26.72%,R,8,,8,,28.95%,R,28.99%,R,0:31:34,G,0:39:19,,243/2577,G,538/2577,
430,,2.18%,,5.79%,,21.83%,,9.83%,,17.31%,,10.90%,,9.66%,,0.99%,R,9,,60,,33.92%,,34.64%,,2,,13,,87.67%,G,85.14%,G,0:34:11,G,0:32:58,G,861/2577,,1311/2577,
431,,8.68%,G,9.28%,G,34.48%,G,28.29%,,20.31%,G,19.48%,G,14.33%,,21.57%,,0,R,3,R,33.82%,,33.74%,,2,,16,,76.68%,,74.71%,,0:40:29,,0:39:31,,423/2577,G,459/2577,G
491,,0.86%,,-1.22%,R,2.59%,R,3.05%,R,2.13%,,0.96%,,-5.85%,R,-0.37%,R,11,,100,G,30.02%,,30.78%,,6,,19,,68.12%,,67.20%,,0:40:53,,0:44:01,,1928/2577,,2131/2577,R
653,,-0.26%,,4.51%,,3.32%,,8.37%,,-1.81%,,-4.44%,,-9.44%,R,5.80%,,2,,5,R,55.88%,G,53.37%,G,0,R,2,R,25.40%,R,20.60%,R,1:18:58,R,1:20:49,R,2306/2577,R,2143/2577,R
655,,-4.56%,R,0.90%,,-7.55%,R,-1.30%,R,-22.90%,R,-16.91%,R,1.32%,,11.34%,,3,,37,,27.45%,R,30.08%,,2,,13,,90.36%,G,79.83%,G,1:47:28,R,1:30:58,R,2482/2577,R,2345/2577,R
736,,1.97%,,8.19%,,19.50%,,15.10%,,2.82%,,8.37%,,5.45%,,10.93%,,9,,34,,39.96%,,37.22%,,33,G,85,G,65.41%,,60.57%,,1:23:13,R,1:12:54,R,1401/2577,,1221/2577,
3362,,-13.12%,R,-0.71%,R,-10.27%,R,-1.81%,R,-8.16%,R,-7.89%,R,-17.66%,R,-1.71%,R,6,,30,,41.48%,,45.22%,,2,,8,,25.45%,R,25.75%,R,0:59:15,,0:59:26,,2521/2577,R,2425/2577,R
Total,B,-0.31%,,3.57%,,8.57%,R,8.30%,R,4.11%,,2.79%,,-2.08%,R,6.48%,R,0.30,,0.35,,36.55%,,37.70%,,0.25,,0.18,,57.73%,,52.22%,,0:51:42,,0:51:22,,351/394,R,338/394,R
299,,-2.03%,,-0.68%,R,23.25%,,7.56%,,24.17%,G,4.31%,,-5.59%,R,2.61%,R,49,G,149,G,47.49%,G,43.81%,,50,G,155,G,90.22%,G,85.05%,G,0:49:05,,0:48:01,,990/2577,,1773/2577,
333,,-12.23%,R,2.97%,,-29.25%,R,-7.15%,R,-38.66%,R,-7.72%,R,-25.39%,R,-1.55%,R,0,R,1,R,33.40%,,34.80%,,1,R,1,R,44.61%,,40.07%,,0:43:11,,0:38:26,,2543/2577,R,2316/2577,R
694,,16.23%,G,16.85%,G,55.57%,G,42.00%,G,29.73%,G,15.57%,,36.65%,G,33.27%,G,0,R,12,,24.80%,R,28.59%,R,1,R,17,,85.04%,G,53.52%,,0:54:02,,0:58:28,,259/2577,G,362/2577,G
701,,16.33%,G,14.46%,G,59.63%,G,39.77%,G,42.71%,G,37.22%,G,42.39%,G,25.19%,,36,G,165,G,42.41%,,40.67%,,0,R,12,,51.03%,,61.49%,,0:33:16,G,0:30:55,G,25/2577,G,70/2577,G
1263,,-1.82%,,-2.93%,R,1.67%,R,-4.77%,R,2.73%,,-11.39%,R,-4.03%,R,7.86%,,1,R,2,R,41.46%,,41.10%,,0,R,1,R,59.66%,,63.76%,,0:53:32,,0:59:04,,2246/2577,R,2476/2577,R
1341,,0.36%,,-0.39%,R,18.61%,,14.44%,,8.03%,,2.50%,,16.49%,,11.52%,,9,,39,,34.16%,,37.57%,,3,,15,,54.38%,,58.22%,,0:46:52,,0:46:50,,1332/2577,,1721/2577,
1676,,2.54%,,2.88%,,40.67%,G,31.15%,G,14.91%,,12.01%,,35.47%,G,23.84%,,22,,53,,35.88%,,40.81%,,8,,27,,87.01%,G,83.61%,G,0:28:46,G,0:28:57,G,260/2577,G,482/2577,G
3363,,-3.01%,R,4.61%,,-6.02%,R,16.03%,,6.40%,,10.51%,,-18.90%,R,6.83%,,0,R,4,R,24.40%,R,28.77%,R,1,R,8,,18.52%,R,29.67%,R,0:49:54,,0:51:49,,2454/2577,R,1656/2577,
5236,,10.08%,G,5.27%,,37.31%,G,5.56%,,15.95%,,2.15%,,32.70%,G,5.75%,,0,R,4,R,32.70%,,28.92%,R,6,,14,,52.45%,,54.32%,,1:20:20,R,1:13:20,R,520/2577,,2080/2577,R
5728,,9.30%,G,11.09%,G,46.33%,G,34.59%,G,27.04%,G,22.91%,G,41.79%,G,28.85%,,21,,52,,30.11%,,35.65%,,12,G,48,G,86.53%,G,89.43%,G,0:41:09,,0:39:59,,89/2577,G,158/2577,G
Total,B,3.29%,,5.09%,,22.79%,,16.34%,,12.05%,G,7.89%,,11.97%,,13.46%,,0.45,,0.40,,35.27%,,35.98%,,0.26,,0.25,,64.56%,,61.47%,,0:47:23,,0:46:06,,88/394,,178/394,
445,,-0.51%,,2.38%,,14.50%,,20.26%,,12.63%,,14.61%,,13.91%,,10.40%,,17,,149,G,43.81%,,44.43%,,8,,42,,36.32%,,37.60%,,0:44:07,,0:40:34,,1338/2577,,1010/2577,
589,,3.79%,,9.10%,,5.54%,,17.94%,,-2.72%,,11.91%,,8.54%,,18.06%,,0,R,7,R,56.25%,G,56.88%,G,0,R,3,R,26.62%,R,20.30%,R,0:41:23,,0:41:01,,1796/2577,,939/2577,
729,,5.27%,,11.48%,G,35.49%,G,48.92%,G,41.04%,G,51.60%,G,22.61%,,36.94%,G,1,R,1,R,41.86%,,39.49%,,0,R,1,R,46.35%,,39.94%,,0:34:00,G,0:35:18,G,414/2577,G,216/2577,G
1165,,-2.93%,R,9.91%,G,13.26%,,18.78%,,14.77%,,9.81%,,0.43%,,17.14%,,5,,42,,43.65%,,42.64%,,1,R,12,,32.76%,,34.40%,,0:36:58,,0:34:23,G,1653/2577,,710/2577,
4118,,7.94%,,13.56%,G,54.21%,G,36.62%,G,40.10%,G,28.93%,G,24.30%,,39.00%,G,0,R,0,R,43.82%,,44.22%,,0,R,0,R,33.93%,,35.44%,,0:54:22,,0:51:57,,419/2577,G,390/2577,G
Total,B,2.35%,,9.00%,G,19.88%,,25.56%,G,14.90%,G,16.81%,G,11.44%,,22.22%,,0.15,R,0.33,,45.15%,G,44.49%,,0.06,R,0.10,R,35.48%,R,34.44%,R,0:41:42,,0:39:50,G,147/394,,38/394,G
665,,-5.97%,R,0.56%,,-7.49%,R,5.18%,R,0.93%,,-2.18%,,4.01%,,11.46%,,0,R,67,,42.38%,,47.60%,,0,R,2,R,38.00%,,29.98%,R,1:05:47,R,1:00:31,,2452/2577,R,2168/2577,R
689,,-0.24%,,4.24%,,7.07%,,8.15%,,15.45%,,12.42%,,4.01%,,6.16%,,2,,32,,38.09%,,37.82%,,3,,35,,64.93%,,49.36%,,0:55:25,,0:56:03,,1827/2577,,1712/2577,
711,,-4.89%,R,-1.24%,R,6.93%,,4.31%,R,13.97%,,-2.17%,,0.99%,,2.87%,R,0,R,1,R,30.57%,,30.69%,,1,R,10,,72.85%,,70.22%,,1:01:28,,1:08:32,R,2155/2577,R,2379/2577,R
719,,1.64%,,4.72%,,5.38%,,5.59%,,-0.65%,,4.15%,,2.44%,,3.18%,,2,,4,R,32.12%,,36.02%,,1,R,17,,37.59%,,35.46%,,1:14:22,R,0:58:09,,2170/2577,R,2048/2577,
1048,,1.77%,,-0.73%,R,1.84%,R,6.32%,,-9.13%,R,-5.16%,,-2.13%,,0.87%,R,1,R,6,R,36.60%,,37.86%,,3,,59,G,77.34%,,74.04%,,1:01:08,,0:51:50,,2158/2577,R,2170/2577,R
1190,,-3.38%,R,0.33%,,6.59%,,7.77%,,14.38%,,6.73%,,-16.80%,R,-3.95%,R,23,,100,G,39.63%,,40.25%,,2,,15,,43.52%,,39.92%,,0:33:38,G,0:32:12,G,1838/2577,,1822/2577,
1234,,-3.56%,R,6.44%,,11.43%,,21.40%,,-7.38%,R,2.15%,,7.11%,,25.37%,,0,R,4,R,42.07%,,38.04%,,2,,37,,67.90%,,33.95%,,0:36:22,,0:33:39,G,1859/2577,,833/2577,
Total,B,-2.09%,R,2.00%,R,4.62%,R,7.41%,R,4.31%,,2.43%,,-0.13%,R,4.61%,R,0.13,R,0.25,,36.35%,,37.43%,,0.06,R,0.21,,58.26%,,50.05%,,0:54:25,,0:51:04,,382/394,R,367/394,R
493,,4.51%,,1.80%,,18.90%,,17.50%,,8.08%,,4.99%,,9.35%,,5.96%,,10,,146,G,42.18%,,39.79%,,2,,24,,108.55%,G,96.30%,G,0:30:36,G,0:29:30,G,803/2577,,1122/2577,
507,,4.20%,,5.91%,,28.95%,,30.35%,G,12.41%,,14.29%,,26.47%,,15.37%,,0,R,0,R,44.50%,,41.41%,,2,,6,R,18.60%,R,19.65%,R,0:33:00,G,0:35:42,G,648/2577,,773/2577,
519,,8.76%,G,10.64%,G,29.23%,,27.19%,,8.93%,,16.43%,G,8.71%,,18.17%,,0,R,0,R,41.22%,,39.67%,,2,,13,,60.31%,,53.96%,,0:34:10,G,0:34:24,G,549/2577,,463/2577,G
571,,5.52%,,6.05%,,48.53%,G,36.15%,G,56.00%,G,46.33%,G,41.79%,G,28.84%,,4,,32,,42.68%,,42.94%,,6,,32,,78.12%,,88.66%,G,0:48:46,,0:49:41,,227/2577,G,339/2577,G
584,,4.51%,,10.21%,G,37.57%,G,38.46%,G,39.64%,G,26.65%,G,14.55%,,28.22%,,1,R,8,R,30.16%,,30.35%,,0,R,5,R,36.05%,,28.24%,R,0:34:47,G,0:31:55,G,601/2577,,364/2577,G
692,,7.65%,,5.39%,,4.57%,,2.39%,R,15.65%,,12.32%,,-0.77%,,-4.38%,R,12,,80,,43.90%,,41.83%,,4,,11,,78.70%,,76.36%,,0:35:10,,0:36:15,,1150/2577,,1581/2577,
720,,2.78%,,6.55%,,13.22%,,18.91%,,7.80%,,16.77%,G,12.13%,,17.25%,,4,,8,R,29.14%,,32.19%,,1,R,11,,38.85%,,48.05%,,0:48:57,,0:50:29,,1584/2577,,1117/2577,
1210,,-4.17%,R,0.53%,,25.94%,,20.32%,,16.07%,,16.14%,G,6.67%,,17.85%,,22,,66,,42.33%,,40.11%,,5,,14,,111.93%,G,92.77%,G,0:37:29,,0:32:46,G,907/2577,,932/2577,
2628,,-7.57%,R,4.99%,,-13.83%,R,20.47%,,7.79%,,18.57%,G,-10.55%,R,30.10%,,1,R,2,R,33.92%,,41.39%,,2,,4,R,18.78%,R,20.67%,R,0:51:26,,1:04:35,R,2468/2577,R,1230/2577,
Total,B,2.44%,,5.72%,,17.39%,,21.39%,,16.81%,G,17.17%,G,9.43%,,16.14%,,0.19,R,0.32,,39.07%,,39.19%,,0.09,R,0.11,R,56.46%,,54.00%,,0:38:32,G,0:40:28,G,158/394,,79/394,
196,,-1.50%,,2.02%,,10.21%,,12.40%,,5.10%,,7.13%,,-0.84%,,3.61%,,0,R,28,,35.46%,,35.54%,,2,,6,R,87.47%,G,73.51%,,0:26:54,G,0:32:08,G,1701/2577,,1599/2577,
216,,-8.98%,R,-1.17%,R,-13.49%,R,-4.30%,R,-23.80%,R,-22.14%,R,-16.07%,R,-1.15%,R,3,,31,,45.53%,,46.50%,,2,,11,,59.97%,,55.08%,,1:14:16,R,1:22:15,R,2530/2577,R,2460/2577,R
222,,3.42%,,3.37%,,25.66%,,23.39%,,17.75%,,19.32%,G,5.62%,,13.65%,,0,R,0,R,48.29%,G,38.07%,,5,,7,,49.43%,,50.17%,,0:42:58,,0:47:42,,843/2577,,1183/2577,
237,,0.08%,,3.48%,,10.47%,,17.12%,,13.17%,,6.38%,,8.21%,,5.82%,,21,,149,G,49.52%,G,55.30%,G,28,G,152,G,95.59%,G,101.49%,G,0:47:04,,0:48:02,,1291/2577,,1047/2577,
262,,-3.36%,R,2.36%,,0.08%,R,14.27%,,6.56%,,10.45%,,-15.94%,R,5.79%,,4,,31,,54.03%,G,48.70%,G,5,,12,,99.22%,G,85.85%,G,0:44:18,,0:44:47,,2031/2577,,1390/2577,
302,,-1.90%,,16.58%,G,-1.19%,R,17.49%,,-11.53%,R,2.68%,,-3.90%,R,21.56%,,0,R,0,R,34.91%,,37.34%,,2,,8,,82.66%,G,85.36%,G,0:46:41,,0:52:16,,2288/2577,R,948/2577,
Total,B,-2.80%,R,3.39%,,3.01%,R,12.00%,,-0.68%,,2.61%,,-4.82%,R,6.63%,R,0.15,R,0.33,,44.65%,G,44.78%,,0.24,,0.27,,80.89%,G,77.06%,G,0:45:22,,0:49:14,,367/394,R,281/394,
923,,0.88%,,1.97%,,5.06%,,14.19%,,8.01%,,9.03%,,7.80%,,9.49%,,0,R,0,R,32.17%,,46.99%,,0,R,2,R,64.08%,,67.06%,,0:45:49,,0:56:56,,1933/2577,,1749/2577,
1275,,2.77%,,5.43%,,16.40%,,14.70%,,25.57%,G,11.70%,,-7.58%,R,3.01%,R,0,R,0,R,35.02%,,37.23%,,4,,7,,97.79%,G,98.62%,G,0:42:41,,0:45:24,,1261/2577,,1403/2577,
1518,,9.26%,G,13.63%,G,27.52%,,70.30%,G,26.01%,G,50.09%,G,57.06%,G,81.56%,G,0,R,4,R,27.73%,,33.19%,,0,R,4,R,44.53%,,53.61%,,1:22:26,R,1:11:43,R,739/2577,,325/2577,G
1557,,-2.35%,,5.77%,,35.30%,G,104.94%,G,15.35%,,72.01%,G,42.56%,G,108.33%,G,3,,11,,39.93%,,45.74%,,6,,10,,21.94%,R,28.82%,R,1:00:58,,1:07:14,R,993/2577,,416/2577,G
1655,,2.47%,,1.69%,,23.39%,,16.55%,,9.36%,,19.53%,G,6.27%,,-1.54%,R,60,G,215,G,43.40%,,36.63%,,6,,14,,69.97%,,71.75%,,0:42:49,,0:37:20,,825/2577,,1244/2577,
2786,,12.08%,G,8.95%,,98.59%,G,101.96%,G,102.35%,G,109.19%,G,53.50%,G,65.16%,G,2,,11,,42.09%,,46.23%,,1,R,6,R,20.91%,R,18.81%,R,0:43:17,,0:44:59,,136/2577,G,213/2577,G
2788,,-4.61%,R,-4.82%,R,-9.33%,R,-14.85%,R,-7.85%,R,-14.20%,R,-17.78%,R,-21.74%,R,1,R,3,R,40.00%,,38.04%,,1,R,6,R,36.22%,,27.79%,R,0:35:34,,0:41:55,,2413/2577,R,2518/2577,R
6476,,0.32%,,4.84%,,15.48%,,41.98%,G,30.94%,G,56.36%,G,10.75%,,22.68%,,0,R,18,,46.60%,,45.19%,,0,R,5,R,75.24%,,85.49%,G,0:53:45,,0:49:41,,1430/2577,,494/2577,G
Total,B,2.42%,,4.11%,,21.41%,,30.67%,G,19.87%,G,27.39%,G,14.31%,,19.18%,,0.27,,0.27,,38.61%,,40.97%,,0.07,R,0.06,R,55.66%,,58.84%,,0:49:35,,0:52:15,,126/394,,92/394,
492,,1.30%,,-0.59%,R,33.07%,G,25.70%,,5.47%,,19.10%,G,30.83%,G,15.62%,,30,G,46,,32.17%,,35.71%,,29,G,48,G,35.03%,,15.21%,R,1:01:43,,0:51:09,,852/2577,,1213/2577,
566,,7.22%,,2.72%,,22.66%,,13.93%,,-5.99%,,2.62%,,29.93%,G,15.59%,,17,,52,,46.88%,,35.33%,,4,,23,,40.65%,,35.26%,,0:32:56,G,0:35:20,G,625/2577,,1423/2577,
870,,0.66%,,6.29%,,17.27%,,39.67%,G,14.75%,,27.38%,G,-0.25%,,25.21%,,4,,18,,29.06%,,28.76%,R,4,,28,,84.48%,G,79.68%,G,0:34:50,G,0:37:28,,1273/2577,,344/2577,G
1002,,-9.26%,R,1.86%,,-1.78%,R,11.31%,,-10.02%,R,4.38%,,-24.43%,R,-4.56%,R,16,,44,,57.26%,G,53.03%,G,19,G,79,G,59.73%,,57.69%,,0:37:11,,0:35:13,G,2197/2577,R,1508/2577,
1026,,5.66%,,8.10%,,22.09%,,26.93%,,13.03%,,16.29%,G,15.03%,,21.81%,,2,,35,,41.27%,,44.22%,,2,,33,,28.33%,R,27.11%,R,0:31:43,G,0:34:56,G,792/2577,,420/2577,G
1162,,-1.75%,,0.12%,,25.56%,,14.88%,,2.58%,,-2.63%,,18.64%,,2.21%,R,28,G,190,G,34.73%,,39.35%,,17,G,154,G,78.98%,,54.33%,,0:42:45,,0:44:20,,978/2577,,1614/2577,
1371,,0.58%,,2.48%,,-2.11%,R,3.22%,R,-8.41%,R,-13.91%,R,4.34%,,8.18%,,21,,53,,24.65%,R,27.92%,R,6,,10,,40.17%,,55.24%,,0:30:02,G,0:35:17,G,1999/2577,,2055/2577,
1783,,9.75%,G,8.34%,,55.07%,G,41.49%,G,9.41%,,-0.31%,,16.36%,,19.64%,,118,G,315,G,57.47%,G,58.73%,G,148,G,190,G,103.69%,G,100.21%,G,1:09:36,R,1:32:01,R,178/2577,G,387/2577,G
4216,,15.05%,G,6.48%,,56.80%,G,32.07%,G,21.11%,G,10.78%,,62.17%,G,27.05%,,6,,14,,26.33%,R,31.94%,,5,,14,,65.82%,,56.24%,,0:29:26,G,0:30:25,G,48/2577,G,493/2577,G
Total,B,2.90%,,4.27%,,24.24%,G,23.41%,G,4.12%,,5.35%,,13.25%,,14.58%,,0.87,G,0.71,,39.76%,,41.14%,,0.84,G,0.54,G,59.80%,,53.55%,,0:38:17,G,0:41:25,G,63/394,G,81/394,
&nbsp;,B,0.66%,R,4.06%,,13.27%,,15.44%,,6.66%,,7.26%,G,5.57%,R,11.79%,R,0.41,,0.43,,39.89%,,41.06%,,0.24,,0.22,,59.25%,,56.74%,,0:46:11,,0:47:01,,29/34,R,22/34,
1542,,13.74%,G,5.94%,,16.04%,,18.16%,,15.67%,,18.11%,G,33.94%,G,16.86%,,0,R,6,R,24.43%,R,31.00%,,2,,11,,85.75%,G,87.24%,G,0:46:36,,0:46:50,,770/2577,,1061/2577,
1936,,14.55%,G,14.29%,G,13.57%,,23.38%,,11.91%,,65.74%,G,43.50%,G,25.20%,,13,,78,,23.66%,R,25.14%,R,6,,28,,126.99%,G,116.80%,G,0:39:15,,0:35:36,G,576/2577,,218/2577,G
2079,,7.35%,,8.58%,,21.95%,,34.41%,G,18.14%,,27.03%,G,25.39%,,29.67%,,52,G,172,G,29.44%,,39.95%,,32,G,82,G,92.07%,G,89.27%,G,0:57:54,,0:56:52,,543/2577,,236/2577,G
2100,,-3.11%,R,0.94%,,6.00%,,18.40%,,3.63%,,0.59%,,17.09%,,43.55%,G,4,,29,,35.04%,,37.53%,,3,,25,,94.89%,G,91.24%,G,0:28:02,G,0:25:29,G,1660/2577,,1012/2577,
2358,,-0.21%,,3.00%,,8.20%,,11.31%,,4.27%,,5.76%,,-19.45%,R,-2.23%,R,8,,35,,48.52%,G,47.66%,,2,,15,,141.69%,G,114.74%,G,0:41:07,,0:35:21,G,1731/2577,,1444/2577,
2417,,2.65%,,-2.63%,R,22.38%,,9.06%,,2.10%,,-8.54%,R,45.71%,G,24.77%,,5,,7,R,16.67%,R,24.67%,R,0,R,4,R,109.31%,G,104.96%,G,0:48:41,,0:49:06,,1104/2577,,2105/2577,R
2434,,10.90%,G,4.41%,,19.56%,,18.25%,,0.90%,,1.79%,,28.76%,,27.19%,,6,,15,,24.18%,R,27.50%,R,7,,15,,100.00%,G,94.69%,G,0:37:07,,0:36:20,,633/2577,,1084/2577,
2522,,5.85%,,2.60%,,24.77%,,19.17%,,16.27%,,4.94%,,37.84%,G,28.83%,,1,R,8,R,26.67%,R,27.24%,R,4,,15,,93.73%,G,93.68%,G,0:45:47,,0:42:25,,616/2577,,1199/2577,
Total,B,6.84%,G,4.89%,,15.90%,,19.08%,,9.30%,,12.95%,G,22.49%,G,21.27%,,0.36,,0.36,,28.84%,R,33.13%,,0.23,,0.20,,105.95%,G,99.52%,G,0:42:03,,0:40:18,G,91/394,,90/394,
802,,6.75%,,12.07%,G,26.79%,,45.19%,G,-7.96%,R,12.68%,,1.82%,,46.30%,G,3,,19,,24.55%,R,38.59%,,1,R,10,,59.82%,,51.19%,,0:42:00,,0:40:02,,1106/2577,,209/2577,G
958,,-12.29%,R,-5.05%,R,-8.45%,R,2.67%,R,-27.45%,R,-17.46%,R,-12.56%,R,11.48%,,1,R,3,R,28.97%,,24.94%,R,1,R,3,R,101.03%,G,92.14%,G,0:46:16,,0:36:21,,2490/2577,R,2300/2577,R
1490,,6.07%,,5.45%,,42.52%,G,32.70%,G,10.10%,,5.07%,,28.38%,,24.83%,,29,G,93,,46.27%,,53.98%,G,20,G,62,G,39.85%,,43.69%,,0:51:33,,0:51:24,,327/2577,G,548/2577,
1740,,-3.34%,R,0.78%,,9.94%,,18.70%,,24.78%,G,19.23%,G,-5.57%,R,5.51%,,8,,35,,39.56%,,35.85%,,2,,14,,64.62%,,67.00%,,0:38:51,,0:43:44,,1685/2577,,1354/2577,
1955,,4.55%,,5.22%,,35.80%,G,26.87%,,12.50%,,0.56%,,47.06%,G,41.86%,G,0,R,2,R,47.27%,G,43.71%,,3,,9,,26.55%,R,32.53%,,0:33:20,G,0:45:26,,426/2577,G,933/2577,
2532,,14.81%,G,10.93%,G,39.61%,G,34.90%,G,31.60%,G,24.22%,G,25.90%,,21.39%,,2,,10,,40.89%,,43.77%,,11,,54,G,26.04%,R,37.20%,,1:02:53,R,0:54:51,,317/2577,G,391/2577,G
3837,,7.89%,,12.19%,G,15.77%,,27.02%,,-5.22%,,8.08%,,11.11%,,17.16%,,23,,25,,49.44%,G,53.22%,G,4,,17,,73.33%,,70.86%,,0:37:33,,0:47:29,,867/2577,,446/2577,G
5398,,4.05%,,1.65%,,27.58%,,15.67%,,0.00%,,-1.44%,,34.69%,G,22.18%,,8,,85,,54.55%,G,48.27%,G,7,,45,,23.11%,R,19.20%,R,0:46:46,,0:52:07,,746/2577,,1468/2577,
Total,B,3.03%,,4.87%,,20.45%,,22.93%,,1.62%,,2.62%,,11.65%,,20.36%,,0.30,,0.28,,41.52%,,41.96%,,0.20,,0.22,,53.62%,,55.37%,,0:44:11,,0:46:47,,151/394,,107/394,
882,,-9.55%,R,-5.89%,R,-26.06%,R,-13.82%,R,-30.37%,R,-22.63%,R,-25.86%,R,-6.01%,R,2,,14,,24.25%,R,28.36%,R,0,R,1,R,58.04%,,58.51%,,0:34:38,G,0:35:33,G,2517/2577,R,2497/2577,R
913,,-2.07%,,5.61%,,-6.38%,R,10.13%,,-11.37%,R,-1.37%,,1.89%,,19.39%,,33,G,82,,16.67%,R,19.64%,R,19,G,42,,58.89%,,64.31%,,1:05:07,R,1:00:37,,2323/2577,R,1589/2577,
982,,19.45%,G,16.76%,G,53.87%,G,43.83%,G,44.44%,G,29.62%,G,40.19%,G,33.57%,G,0,R,2,R,40.44%,,35.86%,,2,,10,,91.11%,G,87.76%,G,0:33:46,G,0:30:28,G,34/2577,G,104/2577,G
1020,,5.17%,,-0.13%,,26.06%,,13.82%,,6.60%,,-3.69%,,15.83%,,16.13%,,0,R,34,,35.14%,,38.79%,,6,,20,,57.70%,,69.27%,,0:55:13,,0:53:47,,954/2577,,1794/2577,
1657,,8.91%,G,13.88%,G,16.74%,,26.03%,,-5.07%,,3.15%,,18.98%,,27.04%,,3,,11,,30.48%,,35.84%,,0,R,4,R,109.97%,G,113.97%,G,0:51:49,,0:49:55,,1173/2577,,589/2577,
1971,,-3.43%,R,1.64%,,0.28%,R,11.66%,,-21.88%,R,-6.68%,R,10.21%,,20.47%,,24,,228,G,32.82%,,33.37%,,5,,65,G,47.88%,,55.10%,,0:48:48,,0:48:29,,2208/2577,R,1630/2577,
2812,,3.33%,,8.85%,,2.95%,R,5.39%,,1.76%,,-8.46%,R,-20.41%,R,11.99%,,23,,43,,33.76%,,35.24%,,5,,9,,107.69%,G,97.71%,G,0:44:10,,0:40:38,,1776/2577,,1515/2577,
3534,,-11.26%,R,-1.01%,R,-10.03%,R,2.79%,R,-10.44%,R,0.95%,,-15.90%,R,10.40%,,2,,9,R,49.39%,G,47.59%,,12,G,22,,109.76%,G,96.53%,G,0:31:50,G,0:31:02,G,2255/2577,R,1872/2577,
Total,B,0.22%,,4.14%,,3.84%,R,10.04%,R,-7.85%,R,-4.48%,R,1.00%,R,15.18%,,0.35,,0.44,,33.49%,,34.89%,,0.20,,0.18,,79.78%,G,80.71%,G,0:44:17,,0:42:41,,356/394,R,280/394,
2668,,-6.29%,R,-14.57%,R,28.53%,,-2.68%,R,9.50%,,0.98%,,14.84%,,-0.74%,R,1,R,4,R,41.56%,,38.85%,,2,,2,R,19.97%,R,17.73%,R,1:12:10,R,1:09:57,R,1569/2577,,2535/2577,R
2828,,-4.09%,R,4.85%,,17.15%,,32.84%,G,23.32%,G,27.22%,G,11.99%,,34.50%,G,11,,36,,33.73%,,36.31%,,2,,20,,22.68%,R,21.08%,R,0:52:49,,1:05:28,R,1619/2577,,745/2577,
3488,,0.65%,,0.56%,,9.37%,,12.30%,,-12.80%,R,-1.87%,,3.60%,,10.39%,,0,R,0,R,31.59%,,32.55%,,3,,44,,43.48%,,47.84%,,0:26:22,G,0:29:58,G,1843/2577,,1775/2577,
