Store Number,Link,Number of Scales,Tracking for Scales Shipment,Power/Data Install Date,Power/Data Install Vendor,Scale Install Date,Scale Install Vendor,Floorplan,Give Feedback
1859,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1859_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/24/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1860,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1860_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/16/2023,Telaid,8/3/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1861,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1861_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,11/13/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1862,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1862_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/15/2023,Telaid,8/23/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1863,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1863_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/9/2023,Telaid,7/31/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1864,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1864_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,12/11/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1865,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1865_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/2/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1866,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1866_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/5/2023,Telaid,10/13/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1868,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1868_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,10/10/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1870,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1870_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/21/2023,Telaid,8/31/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1871,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1871_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/8/2023,Telaid,8/21/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1872,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1872_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,7/19/2023,Telaid,8/4/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1873,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1873_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/17/2023,Telaid,8/14/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1874,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1874_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,TBD,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1875,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1875_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/14/2023,Telaid,8/28/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1878,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1878_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/14/2023,Telaid,8/21/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1879,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1879_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,10/22/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1880,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1880_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/2/2023,Telaid,10/9/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1881,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1881_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/20/2023,Telaid,8/3/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1882,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1882_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/8/2023,Telaid,10/13/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1883,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1883_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,9/24/2023,Telaid,10/2/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1884,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1884_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/21/2023,Telaid,9/1/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1885,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1885_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,11/1/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1886,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1886_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,TBD,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1888,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1888_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/16/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1889,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1889_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/16/2023,Telaid,8/23/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1890,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1890_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,7/25/2023,Telaid,8/7/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1891,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1891_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,11/8/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1892,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1892_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/27/2023,Wachter,7/10/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1894,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1894_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/4/2023,Telaid,8/16/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1896,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1896_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,9/26/2023,Telaid,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1897,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1897_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/8/2023,Wachter,8/15/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1898,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1898_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/24/2023,Wachter,10/4/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1899,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1899_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/7/2023,Telaid,8/18/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1900,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1900_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/16/2023,Telaid,8/25/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1901,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1901_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/15/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1902,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1902_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/15/2023,Telaid,8/23/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1903,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1903_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/9/2023,Telaid,8/7/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1904,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1904_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/6/2023,Wachter,8/1/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1905,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1905_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/17/2023,Telaid,8/28/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1907,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1907_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/12/2023,Telaid,8/15/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1908,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1908_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/21/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1909,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1909_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/18/2023,Telaid,8/25/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1910,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1910_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,11/9/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1911,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1911_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/2/2023,Telaid,8/11/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1912,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1912_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/17/2023,Telaid,8/30/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1913,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1913_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,9/6/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1914,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1914_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,#N/A,,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1915,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1915_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,TBD,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1916,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1916_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,4,TBD,8/28/2023,Wachter,TBD,Mettler-Toledo,,Scale Placement Feedback Form (Yes/No)
1923,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1923_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/1/2023,Telaid,8/10/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1924,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1924_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/11/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1925,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1925_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/3/2023,Telaid,10/10/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1926,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1926_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/12/2023,Telaid,8/7/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1927,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1927_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/12/2023,Telaid,8/2/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1928,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1928_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/4/2023,Telaid,8/11/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1929,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1929_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/17/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1931,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1931_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,TBD,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1932,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1932_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/12/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1934,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1934_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/24/2023,Wachter,9/1/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1935,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1935_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,10/31/2023,Telaid,TBD,Hobart,,Scale Placement Feedback Form (Yes/No)
1936,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1936_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,7/11/2023,Telaid,8/4/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1937,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1937_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/8/2023,Telaid,8/17/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
1938,<a href='https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/1938_Produce_Scales.pdf' target='_blank''>Link to store map.</a>,3,TBD,8/17/2023,Wachter,8/24/2023,Hobart,,Scale Placement Feedback Form (Yes/No)
