Store,,MAR,69,YTD,70,MAR,71,YTD,72,MAR,73,YTD,74,MAR,75,YTD,76,MAR,77,YTD,78,MAR,79,YTD,80,MAR,81,YTD,82,MAR,83,YTD,84,MAR,85,YTD,86,MAR,87,YTD,88
5460,,-0.22%,,1.65%,,11.51%,,18.02%,,13.64%,,20.17%,,1.81%,,4.77%,,19,,33,,55.52%,G,52.17%,,12,,24,,49.16%,,58.76%,,1:11:50,R,1:12:40,R,1646/2576,,1168/2576,
Total,B,0.86%,,-0.19%,,10.20%,,12.06%,,3.14%,R,3.22%,R,4.26%,,4.81%,,1.32,,1.33,G,52.26%,,52.45%,G,0.6,G,0.61,G,80.30%,,77.99%,,0:58:58,R,0:59:13,R,244/394,,216/394,
395,,9.96%,G,12.43%,G,14.19%,,11.39%,,16.29%,,8.56%,,10.16%,,6.97%,,44,,93,G,47.22%,,47.22%,,12,,38,G,47.44%,,49.28%,,1:05:47,R,1:06:06,R,1124/2576,,1301/2576,
397,,21.88%,G,18.38%,G,18.47%,,19.02%,,2.79%,,0.20%,R,8.69%,,16.61%,G,81,G,187,G,35.65%,R,35.46%,R,7,,15,,11.34%,R,9.70%,R,1:09:00,R,1:04:08,R,1357/2576,,1240/2576,
429,,5.50%,,1.46%,,10.66%,,9.71%,,1.43%,,-1.41%,R,18.30%,,17.51%,G,45,,60,,54.79%,,56.04%,G,34,G,67,G,50.49%,,44.49%,,0:48:52,,0:50:25,,1117/2576,,1366/2576,
452,,-0.35%,,0.01%,,-0.01%,,3.86%,,-11.98%,R,-8.17%,R,1.14%,,6.88%,,5,R,12,R,47.46%,,44.33%,,56,G,124,G,66.29%,,64.88%,,1:50:23,R,1:39:57,R,2330/2576,R,2137/2576,R
1958,,6.32%,,0.01%,,1.25%,,1.25%,,-6.52%,R,-7.29%,R,17.46%,,14.67%,,5,R,10,R,63.91%,G,62.73%,G,5,,18,,38.37%,R,39.95%,R,1:00:37,R,0:56:34,,1979/2576,,2046/2576,
3320,,13.49%,G,9.20%,G,39.72%,G,43.48%,G,25.80%,G,23.33%,,4.51%,,7.57%,,295,G,695,G,61.75%,G,63.52%,G,59,G,139,G,90.87%,,92.81%,,0:50:25,,0:47:15,,117/2576,G,79/2576,G
3567,,12.98%,G,9.80%,G,2.27%,,6.84%,,-3.78%,R,-4.01%,R,2.99%,,9.79%,,42,,81,,52.38%,,52.17%,,29,G,49,G,75.87%,,56.67%,,1:09:04,R,1:06:43,R,1692/2576,,1529/2576,
3886,,0.59%,,-2.60%,,14.28%,,11.35%,,4.25%,,0.74%,,13.61%,,17.61%,G,7,,21,,48.21%,,48.82%,,7,,24,,23.35%,R,22.27%,R,1:12:46,R,1:15:31,R,1744/2576,,1889/2576,
4508,,-2.04%,,-1.54%,,19.35%,,26.88%,G,11.50%,,10.83%,,17.00%,,23.17%,G,48,G,114,G,69.41%,G,68.00%,G,25,G,70,G,92.71%,,98.01%,G,1:02:07,R,0:58:28,,802/2576,,444/2576,G
5165,,9.51%,G,4.94%,,-4.40%,R,-3.11%,R,-8.56%,R,-9.91%,R,13.97%,,10.67%,,2,R,9,R,54.48%,,53.73%,,6,,12,,40.32%,R,39.24%,R,1:37:22,R,1:25:55,R,2264/2576,R,2269/2576,R
5809,,7.58%,,3.80%,,-1.30%,R,3.49%,,-3.32%,R,-2.92%,R,-2.95%,,3.71%,,23,,41,,45.27%,,44.71%,,27,G,54,G,41.56%,,41.41%,,1:20:38,R,1:12:20,R,2241/2576,R,2049/2576,
Total,B,7.91%,G,5.28%,G,10.49%,,12.27%,,2.63%,R,1.03%,R,10.09%,,12.16%,G,1.75,G,2,G,53.85%,G,53.58%,G,0.78,G,0.92,G,51.31%,R,50.92%,,1:11:39,R,1:07:59,R,221/394,,194/394,
330,,-2.91%,,-4.54%,R,9.50%,,15.20%,,4.57%,,5.12%,,6.67%,,3.40%,,1,R,12,R,47.34%,,46.38%,,2,R,3,R,34.57%,R,35.39%,R,0:39:31,,0:36:48,,1731/2576,,1514/2576,
385,,-6.18%,R,-8.75%,R,1.70%,,-1.79%,R,12.26%,,7.62%,,-12.37%,R,-19.00%,R,7,,22,,45.80%,,40.76%,,0,R,2,R,80.92%,,89.92%,,0:37:01,,0:42:13,,1951/2576,,2209/2576,R
437,,-2.48%,,-4.67%,R,-14.48%,R,-17.63%,R,-7.43%,R,-9.41%,R,-15.40%,R,-19.47%,R,20,,32,,49.21%,,44.62%,,0,R,1,R,39.42%,R,37.34%,R,0:59:37,,0:55:25,,2551/2576,R,2559/2576,R
463,,3.66%,,-0.35%,,22.47%,,16.79%,,10.90%,,5.51%,,16.96%,,5.85%,,10,,29,,56.99%,G,53.41%,,0,R,3,R,22.76%,R,25.20%,R,0:48:26,,0:48:38,,1056/2576,,1475/2576,
1098,,2.89%,,0.43%,,15.18%,,20.33%,,-0.19%,,7.56%,,15.52%,,12.04%,,35,,100,G,59.33%,G,58.42%,G,15,G,39,G,94.71%,G,94.63%,G,0:50:38,,0:48:40,,837/2576,,558/2576,
4194,,5.54%,,4.30%,,29.12%,G,29.16%,G,24.02%,,20.00%,,6.47%,,3.34%,,12,,26,,40.41%,,38.46%,,5,,9,,50.00%,,46.49%,,0:55:21,,0:52:17,,874/2576,,929/2576,
Total,B,0.44%,,-1.94%,R,10.46%,,10.40%,,6.78%,,6.32%,,3.94%,,-2.42%,R,0.46,,0.61,,52.56%,,49.58%,,0.12,R,0.16,,48.86%,R,50.08%,R,0:49:36,,0:47:35,,304/394,,325/394,R
321,,-0.07%,,-4.72%,R,20.00%,,17.41%,,16.41%,,12.35%,,-9.44%,R,-7.88%,R,63,G,113,G,43.95%,,41.23%,,44,G,89,G,97.64%,G,99.68%,G,0:55:31,,0:51:16,,967/2576,,1138/2576,
322,,3.23%,,1.45%,,17.76%,,15.00%,,12.54%,,9.96%,,2.11%,,2.10%,,12,,35,,43.03%,,38.91%,,1,R,3,R,64.55%,,53.23%,,0:35:59,G,0:39:34,,991/2576,,1287/2576,
473,,-2.53%,,1.75%,,3.44%,,6.73%,,6.79%,,12.13%,,-16.39%,R,-8.52%,R,24,,42,,39.18%,,38.19%,,2,R,12,,97.42%,G,103.02%,G,0:26:32,G,0:27:28,G,1590/2576,,1146/2576,
1042,,8.73%,G,6.56%,G,20.98%,,14.37%,,28.28%,G,18.89%,,9.70%,,2.62%,,9,,19,,51.34%,,50.85%,,8,,9,,33.98%,R,33.70%,R,0:56:24,,0:58:20,,877/2576,,1342/2576,
1150,,-3.86%,R,-1.59%,,20.98%,,9.25%,,27.09%,G,6.53%,,-9.77%,R,-2.37%,,25,,33,,42.66%,,41.90%,,7,,10,,80.96%,,72.27%,,1:04:02,R,1:05:22,R,1328/2576,,1936/2576,
4183,,4.88%,,3.73%,,51.23%,G,51.06%,G,20.83%,,31.15%,G,44.98%,G,45.11%,G,7,,13,,42.59%,,38.73%,,7,,14,,110.73%,G,106.52%,G,0:44:26,,0:43:15,,152/2576,G,132/2576,G
Total,B,2.44%,,1.46%,,21.40%,G,16.79%,,19.88%,G,14.37%,,2.07%,,2.52%,,0.75,,0.71,,44.95%,,42.75%,,0.37,,0.38,,71.98%,,68.58%,,0:49:24,,0:50:01,,100/394,,160/394,
413,,6.23%,,1.36%,,24.14%,,24.71%,G,18.23%,,16.49%,,3.40%,,4.75%,,5,R,10,R,51.72%,,45.83%,,17,G,37,G,100.77%,G,101.54%,G,0:47:58,,0:49:36,,486/2576,G,634/2576,
456,,9.65%,G,6.84%,G,16.81%,,14.44%,,11.83%,,6.05%,,-1.96%,,-0.84%,,80,G,100,G,70.38%,G,70.46%,G,96,G,116,G,68.82%,,66.63%,,0:56:19,,0:55:48,,821/2576,,1070/2576,
595,,5.43%,,2.59%,,3.73%,,7.29%,,5.90%,,2.82%,,5.49%,,8.18%,,52,G,122,G,54.30%,,55.31%,G,14,,30,G,49.18%,,56.56%,,0:56:28,,0:55:58,,1616/2576,,1501/2576,
1000,,13.72%,G,9.26%,G,14.31%,,16.64%,,-9.88%,R,2.15%,,33.98%,G,22.12%,G,118,G,270,G,65.01%,G,66.39%,G,89,G,160,G,76.67%,,77.07%,,1:37:36,R,1:25:20,R,936/2576,,824/2576,
1041,,2.43%,,-1.03%,,-8.79%,R,-6.41%,R,-5.56%,R,-4.33%,R,2.52%,,1.54%,,20,,29,,56.17%,G,50.68%,,33,G,71,G,91.95%,,89.06%,,1:25:28,R,1:20:41,R,2137/2576,R,2220/2576,R
1296,,11.46%,G,5.80%,,13.65%,,11.40%,,3.38%,,3.02%,,30.77%,G,16.78%,G,58,G,104,G,60.61%,G,57.29%,G,6,,22,,59.44%,,55.21%,,0:54:59,,0:53:25,,906/2576,,1131/2576,
2763,,4.70%,,2.00%,,11.43%,,11.52%,,5.22%,,2.23%,,-9.52%,R,-2.58%,,53,G,82,,55.65%,G,56.81%,G,15,G,26,,55.24%,,60.64%,,1:10:39,R,1:09:25,R,1608/2576,,1608/2576,
4112,,4.50%,,1.71%,,11.60%,,10.57%,,6.25%,,3.78%,,5.22%,,6.01%,,3,R,10,R,61.43%,G,61.37%,G,16,G,33,G,18.57%,R,17.57%,R,1:31:44,R,1:24:34,R,1724/2576,,1848/2576,
5808,,9.91%,G,2.79%,,21.31%,,19.60%,,12.80%,,6.36%,,23.15%,G,14.84%,,9,,21,,44.19%,,44.91%,,13,,50,G,65.89%,,65.71%,,1:18:07,R,1:11:06,R,930/2576,,1161/2576,
Total,B,7.57%,G,3.70%,,9.89%,,10.34%,,3.82%,R,3.07%,R,10.99%,,8.56%,,1.43,G,1.39,G,59.22%,G,58.07%,G,1.07,G,1.01,G,64.27%,,64.23%,,1:11:03,R,1:07:32,R,203/394,,221/394,
&nbsp;,B,4.41%,G,2.54%,,15.03%,,15.82%,,9.32%,,9.12%,R,7.37%,,5.26%,,1.37,G,1.4,G,51.63%,,50.76%,,0.51,,0.54,G,63.25%,,62.21%,,0:58:14,R,0:56:04,R,Sep-34,,Nov-34,
600,,-5.84%,R,-6.22%,R,-3.15%,R,0.07%,R,-9.95%,R,-7.38%,R,-2.40%,,-0.84%,,24,,51,,66.34%,G,60.78%,G,7,,13,,60.63%,,71.78%,,0:47:04,,0:40:45,,2204/2576,R,1924/2576,
755,,-3.50%,R,-1.84%,,20.23%,,10.44%,,14.90%,,8.80%,,-7.85%,,-11.02%,R,3,R,14,,46.97%,,45.99%,,5,,7,,99.74%,G,100.00%,G,0:34:06,G,0:31:25,G,868/2576,,1289/2576,
793,,3.22%,,6.42%,G,28.85%,G,28.74%,G,15.33%,,10.17%,,16.67%,,35.10%,G,38,,57,,48.61%,,49.18%,,3,,9,,83.80%,,84.16%,,0:32:05,G,0:34:32,G,260/2576,G,177/2576,G
812,,2.52%,,0.98%,,1.02%,,9.01%,,-4.31%,R,10.64%,,-2.79%,,-5.86%,,36,,77,,39.92%,,43.44%,,17,G,28,,64.15%,,64.11%,,1:02:51,R,0:55:54,,2148/2576,R,1647/2576,
822,,-5.84%,R,-3.97%,R,-6.53%,R,-4.60%,R,-17.46%,R,-17.49%,R,2.81%,,2.45%,,11,,18,,35.71%,R,36.50%,R,8,,16,,100.00%,G,98.24%,G,0:44:04,,0:44:47,,2165/2576,R,2142/2576,R
900,,-0.69%,,1.31%,,19.17%,,18.84%,,9.56%,,10.53%,,-4.98%,,-2.77%,,14,,29,,54.15%,,49.86%,,10,,24,,46.63%,,45.29%,,0:26:21,G,0:24:29,G,910/2576,,814/2576,
1516,,0.67%,,-2.81%,,12.04%,,8.74%,,3.29%,,-1.06%,R,3.69%,,0.00%,,29,,60,,49.32%,,44.53%,,16,G,28,,88.93%,,85.83%,,0:44:43,,0:41:20,,1126/2576,,1452/2576,
3383,,4.65%,,2.80%,,3.99%,,13.53%,,10.24%,,10.03%,,13.42%,,14.15%,,14,,40,,42.92%,,50.05%,,3,,12,,48.50%,,60.98%,,0:58:54,,0:54:12,,1816/2576,,1203/2576,
3384,,-2.17%,,-1.51%,,21.67%,,18.33%,,7.37%,,11.51%,,17.88%,,6.85%,,14,,35,,50.08%,,50.15%,,14,,20,,65.71%,,68.68%,,0:48:12,,0:47:07,,952/2576,,1032/2576,
5216,,0.53%,,-0.81%,,14.71%,,17.86%,,-0.17%,,2.63%,,10.39%,,12.02%,,49,G,83,,64.84%,G,61.04%,G,22,G,47,G,96.35%,G,95.63%,G,0:41:05,,0:41:19,,713/2576,,581/2576,
Total,B,-0.85%,R,-0.81%,,9.86%,,11.00%,,0.95%,R,1.57%,R,4.49%,,4.04%,,0.75,,0.77,,50.06%,,49.46%,,0.34,,0.34,,74.65%,,76.81%,,0:44:06,,0:42:03,,239/394,,200/394,
549,,-1.95%,,2.15%,,-0.90%,R,-2.77%,R,-0.23%,,1.05%,,0.88%,,-13.01%,R,11,,31,,41.56%,,39.92%,,6,,15,,55.31%,,61.42%,,0:57:35,,1:02:40,R,2330/2576,R,2363/2576,R
821,,-47.54%,0,-45.70%,0,-99.85%,0,-99.89%,0,-100.00%,0,-100.00%,0,-100.00%,0,-100.00%,0,0,0,0,0,0.00%,0,0.00%,0,0,0,0,0,0.00%,0,0.00%,0,N/A,0,N/A,0,N/A/2576,0,N/A/2576,0
861,,-2.78%,,-0.69%,,-0.02%,,10.05%,,5.83%,,10.82%,,-18.11%,R,-8.53%,R,46,G,111,G,66.91%,G,64.90%,G,35,G,102,G,66.55%,,55.31%,,1:09:11,R,1:00:25,R,2163/2576,R,1572/2576,
927,,1.98%,,1.73%,,1.50%,,2.79%,,6.15%,,2.55%,,2.67%,,3.13%,,4,R,13,,49.74%,,52.34%,,23,G,46,G,54.29%,,52.25%,,0:38:40,,0:41:08,,1642/2576,,1675/2576,
945,,-1.40%,,4.86%,,5.15%,,8.73%,,9.82%,,7.27%,,-2.22%,,13.18%,,0,R,7,R,52.60%,,49.23%,,3,,4,R,16.26%,R,21.54%,R,0:46:24,,0:47:54,,2065/2576,R,1596/2576,
1051,,1.60%,,0.50%,,7.26%,,10.10%,,7.99%,,7.58%,,-3.98%,,-1.83%,,14,,37,,57.93%,G,62.74%,G,15,G,39,G,113.11%,G,114.78%,G,0:20:50,G,0:21:15,G,856/2576,,718/2576,
3826,,4.47%,,7.82%,G,29.01%,G,34.62%,G,26.21%,G,30.46%,G,5.87%,,7.91%,,22,,68,,47.89%,,47.65%,,22,G,50,G,77.11%,,88.18%,,0:29:05,G,0:27:56,G,198/2576,G,45/2576,G
4299,,-5.98%,R,-2.10%,,-13.91%,R,-7.37%,R,-10.45%,R,-5.18%,R,-13.21%,R,-3.41%,,47,G,86,,75.45%,G,72.83%,G,48,G,95,G,109.77%,G,100.35%,G,0:38:16,,0:39:17,,1863/2576,,1670/2576,
6898,,0.06%,,0.19%,,3.95%,,-0.15%,R,13.45%,,6.50%,,8.22%,,1.55%,,0,R,2,R,58.79%,G,55.74%,G,3,,7,,29.66%,R,34.33%,R,0:46:21,,0:46:28,,1796/2576,,2084/2576,R
Total,B,-6.03%,,-3.54%,,-6.76%,R,-4.65%,,-5.73%,,-5.62%,,-14.32%,R,-13.20%,,0.58,,0.74,,55.71%,G,55.70%,G,0.63,G,0.75,G,67.05%,,68.95%,,0:43:56,,0:44:39,,305/394,,232/394,
513,,-0.91%,,1.60%,,6.71%,,0.03%,R,19.30%,,13.31%,,-6.21%,,-7.27%,R,37,,49,,52.42%,,50.12%,,32,G,39,G,108.52%,G,107.51%,G,0:47:05,,0:47:11,,1191/2576,,1496/2576,
537,,9.78%,G,12.99%,G,26.74%,G,24.82%,G,16.99%,,16.58%,,14.89%,,14.69%,,8,,13,,46.44%,,43.64%,,16,G,28,,90.62%,,90.42%,,1:05:16,R,1:04:57,R,590/2576,,579/2576,
608,,8.89%,G,11.39%,G,22.51%,,26.16%,G,11.54%,,16.41%,,23.13%,G,33.06%,G,52,G,96,G,52.68%,,51.23%,,30,G,45,G,101.42%,G,102.19%,G,0:55:11,,0:52:03,,341/2576,G,163/2576,G
2891,,-2.64%,,2.78%,,17.85%,,20.98%,,7.59%,,7.73%,,6.52%,,10.31%,,129,G,281,G,55.45%,G,54.72%,G,2,R,5,,105.08%,G,104.79%,G,0:56:16,,0:57:53,,1030/2576,,694/2576,
3645,,14.41%,G,18.18%,G,23.70%,,30.14%,G,20.94%,,19.12%,,27.31%,G,32.02%,G,12,,18,,43.33%,,43.32%,,7,,17,,86.67%,,81.76%,,1:12:33,R,1:10:50,R,627/2576,,494/2576,G
Total,B,5.36%,G,9.15%,G,19.21%,,19.97%,G,13.11%,,13.52%,,11.53%,,14.19%,G,1.54,G,1.52,G,50.74%,,49.17%,,0.56,G,0.45,,99.30%,G,98.21%,G,0:59:03,R,0:58:28,R,50/394,G,34/394,G
535,,-0.99%,,-1.32%,,9.59%,,11.93%,,-5.49%,R,-2.30%,R,27.52%,G,24.38%,G,12,,35,,52.79%,,53.00%,,2,R,9,,58.76%,,57.22%,,0:36:49,,0:37:34,,1358/2576,,1187/2576,
536,,6.56%,,6.77%,G,11.80%,,11.09%,,1.76%,,-2.05%,R,6.24%,,8.97%,,31,,60,,55.56%,G,51.36%,,6,,16,,78.46%,,74.41%,,0:53:46,,0:54:51,,1218/2576,,1286/2576,
601,,2.22%,,2.73%,,14.87%,,18.08%,,-4.82%,R,-1.27%,R,33.45%,G,40.32%,G,3,R,6,R,55.65%,G,56.26%,G,3,,14,,115.18%,G,105.23%,G,0:48:34,,0:44:35,,977/2576,,675/2576,
1249,,8.71%,G,8.22%,G,17.77%,,15.89%,,5.11%,,2.47%,,5.08%,,7.94%,,37,,70,,45.76%,,43.49%,,4,,11,,105.90%,G,100.00%,G,0:47:25,,0:49:27,,725/2576,,878/2576,
7281,,12.69%,G,11.16%,G,20.25%,,26.27%,G,4.59%,,13.87%,,48.82%,G,41.35%,G,8,,34,,56.84%,G,56.18%,G,13,,32,G,77.19%,,84.75%,,0:33:49,G,0:31:28,G,299/2576,G,80/2576,G
Total,B,4.80%,,4.63%,G,13.74%,,15.52%,,-1.09%,R,0.78%,R,19.80%,G,20.78%,G,0.59,,0.68,,53.71%,G,52.17%,G,0.18,,0.27,,83.27%,G,80.65%,,0:44:15,,0:43:26,,106/394,,78/394,G
290,,-6.05%,R,-2.66%,,5.99%,,14.04%,,-2.86%,R,3.75%,,-10.17%,R,0.17%,,16,,21,,51.05%,,48.49%,,10,,12,,60.84%,,64.15%,,0:42:57,,0:42:20,,1939/2576,,1436/2576,
757,,-1.70%,,-4.77%,R,6.99%,,8.85%,,-5.72%,R,-7.30%,R,-8.94%,R,-10.49%,R,36,,90,G,67.88%,G,62.03%,G,35,G,55,G,103.37%,G,96.36%,G,0:34:24,G,0:35:24,G,1208/2576,,1314/2576,
901,,3.55%,,-1.16%,,16.72%,,12.44%,,11.88%,,11.66%,,7.77%,,1.96%,,29,,92,G,52.32%,,51.48%,,17,G,28,,81.58%,,81.89%,,1:15:10,R,1:13:12,R,1072/2576,,1401/2576,
1313,,3.42%,,2.71%,,39.15%,G,51.09%,G,17.22%,,25.12%,G,20.75%,G,26.66%,G,8,,21,,66.33%,G,63.68%,G,14,,34,G,77.96%,,80.25%,,1:07:31,R,1:05:27,R,534/2576,,342/2576,G
3112,,1.13%,,-1.59%,,23.91%,,20.76%,,18.22%,,11.03%,,16.60%,,7.33%,,138,G,274,G,56.11%,G,58.68%,G,10,,50,G,93.67%,,91.69%,,0:46:38,,0:44:16,,354/2576,G,498/2576,G
3279,,0.57%,,-2.03%,,4.89%,,8.38%,,-1.79%,R,3.03%,,7.57%,,9.75%,,58,G,108,G,50.43%,,53.88%,,17,G,26,,73.04%,,80.74%,,0:38:00,,0:36:52,,1340/2576,,1103/2576,
4103,,5.73%,,2.03%,,17.39%,,16.61%,,20.47%,,14.44%,,5.00%,,9.57%,,26,,27,,43.88%,,38.78%,,4,,8,,74.26%,,70.15%,,0:47:51,,0:47:38,,881/2576,,1098/2576,
5144,,-3.77%,R,-5.40%,R,9.54%,,10.38%,,-12.86%,R,-13.84%,R,19.47%,G,17.04%,G,178,G,303,G,61.26%,G,63.45%,G,47,G,133,G,98.68%,G,100.37%,G,0:49:18,,0:52:01,,1149/2576,,1196/2576,
5245,,1.94%,,3.69%,,27.60%,G,28.92%,G,19.90%,,19.88%,,-0.13%,,9.86%,,21,,51,,53.32%,,59.29%,G,8,,23,,105.65%,G,103.56%,G,1:19:13,R,1:09:38,R,787/2576,,420/2576,G
Total,B,0.95%,,-0.74%,,17.23%,,19.06%,,7.42%,,8.07%,,6.32%,,8.67%,,1.83,G,1.83,G,56.59%,G,56.34%,G,0.58,G,0.68,G,85.75%,G,85.94%,G,0:57:50,R,0:55:12,,120/394,,97/394,
381,,-5.62%,R,-6.64%,R,6.34%,,5.09%,,25.88%,G,12.37%,,-9.20%,R,-5.42%,,38,,73,,40.16%,,42.31%,,5,,10,,73.57%,,82.12%,,0:42:03,,0:43:05,,1588/2576,,1717/2576,
407,,-4.98%,R,-3.15%,,8.85%,,12.96%,,1.55%,,3.66%,,6.57%,,10.87%,,45,,133,G,54.33%,,51.87%,,16,G,38,G,74.74%,,58.71%,,0:44:02,,0:44:41,,1398/2576,,1198/2576,
476,,3.85%,,-1.40%,,5.19%,,0.02%,R,2.31%,,4.31%,,4.37%,,-4.24%,,14,,40,,60.09%,G,56.18%,G,2,R,3,R,75.46%,,70.75%,,0:34:57,G,0:33:27,G,1317/2576,,1755/2576,
781,,-5.19%,R,-3.70%,R,7.70%,,13.87%,,-4.25%,R,6.79%,,5.61%,,8.25%,,7,,17,,46.67%,,45.86%,,6,,7,,104.69%,G,104.84%,G,1:11:50,R,1:07:28,R,1934/2576,,1513/2576,
813,,-6.72%,R,-3.34%,,-1.85%,R,6.45%,,1.32%,,1.33%,,-12.00%,R,9.33%,,35,,78,,47.80%,,51.79%,,7,,11,,81.02%,,70.94%,,0:41:40,,0:40:22,,2066/2576,R,1461/2576,
1232,,6.45%,,1.64%,,23.58%,,11.52%,,12.93%,,0.21%,R,36.40%,G,24.51%,G,67,G,124,G,54.65%,,57.43%,G,52,G,96,G,105.52%,G,109.98%,G,0:23:24,G,0:22:33,G,43/2576,G,383/2576,G
1303,,4.82%,,3.90%,,35.95%,G,30.65%,G,27.03%,G,28.10%,G,25.92%,G,20.00%,G,43,,60,,49.02%,,50.13%,,21,G,33,G,105.88%,G,108.97%,G,0:48:26,,0:45:11,,126/2576,G,113/2576,G
3319,,2.61%,,2.13%,,22.86%,,25.53%,G,26.67%,G,26.80%,G,12.04%,,6.62%,,205,G,375,G,71.18%,G,73.32%,G,182,G,333,G,87.24%,,93.73%,G,0:47:35,,0:44:52,,281/2576,G,212/2576,G
6286,,-11.80%,R,-9.69%,R,-18.39%,R,-12.67%,R,-18.56%,R,-12.54%,R,-15.45%,R,-13.64%,R,28,,88,G,57.12%,G,57.24%,G,6,,14,,58.16%,,56.45%,,1:05:38,R,0:57:36,,2536/2576,R,2486/2576,R
Total,B,-1.90%,R,-2.09%,R,10.79%,,11.05%,,8.86%,,8.06%,,6.22%,,5.88%,,1.73,G,1.83,G,54.24%,G,54.61%,G,1.06,G,1.01,G,85.82%,G,84.71%,G,0:46:10,,0:44:21,,161/394,,152/394,
1129,,9.24%,G,6.55%,G,35.83%,G,35.00%,G,62.50%,G,58.85%,G,7.49%,,11.41%,,10,,11,R,37.84%,R,36.01%,R,9,,13,,52.88%,,51.77%,,0:54:07,,0:56:03,,579/2576,,673/2576,
1253,,12.15%,G,10.88%,G,36.11%,G,56.61%,G,5.33%,,37.27%,G,36.36%,G,37.85%,G,134,G,194,G,39.50%,,36.34%,R,27,G,48,G,85.33%,,82.09%,,1:14:08,R,1:09:58,R,464/2576,G,226/2576,G
2133,,-2.52%,,-3.85%,R,14.37%,,7.10%,,-0.69%,,0.57%,,11.32%,,6.36%,,0,R,1,R,39.52%,,39.68%,,3,,5,,75.45%,,78.47%,,1:33:46,R,1:34:47,R,1917/2576,,2223/2576,R
2991,,-3.04%,,-5.77%,R,13.68%,,11.02%,,2.14%,,1.10%,,20.50%,G,16.83%,G,43,,111,G,48.32%,,49.57%,,10,,19,,68.47%,,62.61%,,1:00:37,R,0:55:28,,1423/2576,,1543/2576,
4130,,-4.95%,R,-5.33%,R,11.13%,,9.70%,,12.00%,,18.37%,,11.92%,,-2.79%,,22,,25,,42.06%,,38.23%,,13,,16,,95.77%,G,97.79%,G,1:34:11,R,1:32:09,R,1547/2576,,1794/2576,
4163,,1.66%,,0.97%,,10.33%,,12.99%,,8.93%,,10.47%,,24.67%,G,20.27%,G,39,,71,,65.24%,G,66.70%,G,30,G,55,G,101.81%,G,100.10%,G,0:42:15,,0:40:16,,623/2576,,485/2576,G
4219,,8.99%,G,9.04%,G,56.78%,G,67.62%,G,45.93%,G,49.16%,G,43.66%,G,41.54%,G,16,,26,,53.63%,,53.17%,,21,G,40,G,95.72%,G,98.62%,G,0:40:55,,0:35:47,,23/2576,G,13/2576,G
5317,,7.50%,,6.14%,,109.65%,G,73.34%,G,62.86%,G,39.11%,G,89.93%,G,62.30%,G,7,,17,,47.83%,,47.42%,,9,,29,G,95.91%,G,96.20%,G,0:58:00,,0:54:39,,154/2576,G,131/2576,G
Total,B,3.46%,,2.15%,,29.69%,G,29.46%,G,22.33%,G,24.71%,G,27.84%,G,22.46%,G,1.09,,0.95,,47.81%,,46.98%,,0.49,G,0.47,G,84.47%,G,82.99%,G,1:00:21,R,0:58:34,R,31/394,G,33/394,G
77,,4.32%,,7.41%,G,10.70%,,19.80%,,3.95%,,16.00%,,22.55%,G,25.50%,G,30,,80,,46.96%,,48.35%,,1,R,16,,84.67%,,91.31%,,0:24:49,G,0:23:05,G,769/2576,,116/2576,G
475,,-8.59%,R,-7.51%,R,-3.40%,R,-2.12%,R,15.91%,,22.92%,,-26.30%,R,-25.15%,R,11,,15,,43.85%,,43.11%,,7,,14,,93.46%,,82.89%,,0:50:23,,0:45:58,,2180/2576,R,2080/2576,R
1185,,5.01%,,7.40%,G,0.95%,,24.22%,,-18.57%,R,12.36%,,19.54%,G,32.32%,G,65,G,138,G,56.21%,G,53.98%,,15,G,46,G,65.38%,,55.74%,,0:55:51,,0:49:32,,1655/2576,,368/2576,G
3569,,11.38%,G,12.79%,G,61.11%,G,60.60%,G,62.79%,G,56.26%,G,43.48%,G,60.62%,G,12,,32,,66.98%,G,64.91%,G,3,,11,,103.70%,G,102.71%,G,0:37:31,,0:36:54,,17/2576,G,Dec-76,G
5479,,-4.70%,R,-2.04%,,7.21%,,10.08%,,13.88%,,18.13%,,-20.85%,R,-6.80%,,2,R,6,R,54.87%,,48.28%,,6,,7,,89.23%,,88.25%,,1:05:35,R,1:04:46,R,2015/2576,,1771/2576,
5480,,6.38%,,5.58%,,5.86%,,6.93%,,-15.59%,R,-4.52%,R,36.18%,G,31.41%,G,5,R,7,R,47.87%,,42.34%,,2,R,6,,70.43%,,60.72%,,1:24:57,R,1:43:02,R,1878/2576,,1906/2576,
Total,B,2.58%,,4.29%,,13.60%,,20.28%,G,12.27%,,22.33%,G,11.42%,,18.74%,G,0.67,,0.77,,51.77%,,49.76%,,0.18,,0.28,,83.12%,G,80.09%,,0:48:33,,0:48:58,,134/394,,35/394,G
999,,-0.96%,,-3.77%,R,1.16%,,6.43%,,-2.17%,R,0.42%,,15.11%,,4.09%,,4,R,90,G,57.99%,G,59.19%,G,24,G,52,G,18.93%,R,21.32%,R,1:15:59,R,1:16:17,R,2239/2576,R,2043/2576,
1235,,2.28%,,-1.55%,,25.23%,,25.39%,G,14.23%,,10.17%,,-2.39%,,1.45%,,43,,109,G,51.50%,,56.88%,G,1,R,9,,81.55%,,81.59%,,0:44:13,,0:43:52,,733/2576,,703/2576,
