Store,City,ST,Region,Ops Manager,Tire Capacity,Total Inventory,Ttl Replen. Inventory,Tires on Demand ,Non Mod Tires,L52 Avg Units,Last Week Units,4 Tire Instock,Total Valid,Total Traited,,
1163,NEW ORLEANS,LA,13,MONICA REED,855,1055,860,115,78, 115 , 100 ,88.0%,126,130,,
1164,COLUMBIA,SC,4,RON SHEPPARD,1000,698,597,25,74, 110 , 93 ,67.7%,139,146,,
1165,RADCLIFF,KY,41,JEFF KENNEDY,1120,859,762,27,68, 169 , 185 ,79.9%,152,157,,
1168,COLUMBIA,MS,13,MONICA REED,1320,807,779,6,20, 134 , 161 ,78.5%,151,162,,
1173,JACKSONVILLE,FL,3,NATHAN STINES,855,720,615,31,72, 106 , 119 ,80.0%,119,125,,
1174,THOMASVILLE,AL,14,NATHAN STINES,915,680,604,48,26, 111 , 115 ,74.6%,135,143,,
1177,MANCHESTER,MO,40,JEFF KENNEDY,1320,819,704,14,99, 73 , 58 ,85.5%,143,149,,
1178,BEDFORD,TX,5,MONICA REED,780,590,519,25,44, 49 , 38 ,71.6%,110,111,,
1180,GREENSBURG,IN,25,JEFF KENNEDY,616,728,592,47,87, 82 , 75 ,86.8%,91,100,,
1182,PALM COAST,FL,3,NATHAN STINES,662,656,593,16,45, 118 , 130 ,85.3%,96,100,,
1183,WEST COLUMBIA,SC,4,RON SHEPPARD,700,641,478,89,72, 108 , 76 ,71.1%,106,109,,
1184,STONE MOUNTAIN,GA,2,NATHAN STINES,855,561,459,37,63, 81 , 90 ,62.2%,120,124,,
1185,AUSTIN,TX,5,MONICA REED,700,592,451,42,97, 71 , 105 ,69.6%,107,111,,
1186,LIBERTY,TX,6,MONICA REED,780,866,674,79,111, 93 , 112 ,88.8%,112,119,,
1187,IOLA,KS,44,MONICA REED,1000,896,798,19,77, 73 , 50 ,90.6%,134,143,,
1190,BEREA,KY,41,JEFF KENNEDY,700,606,484,52,68, 136 , 138 ,72.7%,103,110,,
1191,HILLSBOROUGH,NC,26,RON SHEPPARD,700,614,574,17,21, 63 , 74 ,91.0%,105,107,,
1192,MAGEE,MS,13,MONICA REED,780,890,737,69,82, 130 , 134 ,87.2%,111,120,,
1193,MONROE,LA,42,NATHAN STINES,1120,822,708,13,99, 89 , 86 ,89.7%,134,141,,
1195,WAVELAND,MS,13,MONICA REED,1320,34423,34256,62,103, 172 , 136 ,84.5%,159,167,,
1196,NEW ROADS,LA,13,MONICA REED,700,579,444,60,73, 56 , 76 ,81.9%,88,93,,
1197,ROCKY MOUNT,NC,26,RON SHEPPARD,662,653,538,53,60, 191 , 167 ,78.1%,98,101,,
1198,SAN ANTONIO,TX,6,MONICA REED,616,476,406,20,48, 72 , 57 ,72.8%,84,87,,
1199,AVON,CO,54,GEORGE WHEATLEY,1320,1142,767,279,94, 100 , 101 ,81.1%,157,160,,
1200,COLORADO SPRINGS,CO,47,GEORGE WHEATLEY,915,785,681,24,78, 87 , 93 ,80.3%,128,134,,
1201,GARDENDALE,AL,14,NATHAN STINES,1320,863,745,30,86, 80 , 85 ,77.9%,156,165,,
1202,WISCONSIN RAPIDS,WI,53,JEFF KENNEDY,1320,1043,922,11,108, 137 , 127 ,85.4%,157,170,,
1203,WIMAUMA,FL,9,NATHAN STINES,1120,1010,824,99,85, 186 , 147 ,77.0%,148,155,,
1204,LAKE CHARLES,LA,13,MONICA REED,915,721,655,32,32, 80 , 86 ,78.7%,134,141,,
1205,MACCLENNY,FL,3,NATHAN STINES,1320,866,780,14,70, 127 , 129 ,82.3%,158,165,,
1206,BATON ROUGE,LA,13,MONICA REED,662,640,509,54,75, 87 , 120 ,78.9%,101,107,,
1207,CALLAWAY,FL,14,NATHAN STINES,616,509,404,43,60, 145 , 127 ,62.0%,92,99,,
1209,LINCOLNTON,NC,4,RON SHEPPARD,662,746,544,117,83, 118 , 137 ,78.8%,101,108,,
1210,NICHOLASVILLE,KY,41,JEFF KENNEDY,616,545,493,17,33, 71 , 54 ,87.4%,91,91,,
1212,SARALAND,AL,14,NATHAN STINES,700,601,472,23,104, 136 , 110 ,71.7%,108,112,,
1213,BROOKSVILLE,FL,9,NATHAN STINES,700,399,336,25,36, 148 , 135 ,48.0%,103,110,,
1215,CALHOUN,GA,2,NATHAN STINES,662,554,461,39,52, 78 , 75 ,73.7%,106,109,,
1216,CARROLLTON,TX,5,MONICA REED,662,646,530,47,67, 87 , 106 ,80.6%,100,105,,
1218,CASA GRANDE,AZ,46,MONICA REED,1320,994,775,144,73, 111 , 106 ,75.8%,162,167,,
1219,JACKSONVILLE,FL,3,NATHAN STINES,550,810,629,88,91, 84 , 54 ,92.0%,78,79,,
1220,ORLANDO,FL,9,NATHAN STINES,1320,843,724,72,45, 137 , 148 ,77.5%,146,156,,
1221,WICHITA,KS,44,MONICA REED,1320,1037,922,27,86, 140 , 132 ,81.6%,158,171,,
1222,PENSACOLA,FL,14,NATHAN STINES,550,603,491,37,73, 95 , 60 ,84.0%,86,87,,
1223,TALLAHASSEE,FL,3,NATHAN STINES,915,957,758,82,115, 65 , 33 ,95.7%,127,134,,
1224,PENSACOLA,FL,14,NATHAN STINES,1120,888,772,13,101, 98 , 94 ,82.6%,142,150,,
1225,ORANGE PARK,FL,3,NATHAN STINES,855,707,606,20,79, 89 , 68 ,81.7%,116,121,,
1226,ASHLAND CITY,TN,12,NATHAN STINES,1320,996,843,48,103, 119 , 110 ,83.3%,160,164,,
1227,AUGUSTA,GA,3,NATHAN STINES,915,727,588,22,115, 220 , 168 ,63.9%,136,142,,
1229,HOOVER,AL,14,NATHAN STINES,400,466,387,38,39, 73 , 69 ,73.6%,80,81,,
1230,SHOW LOW,AZ,46,MONICA REED,616,611,497,67,45, 68 , 52 ,71.6%,94,96,,
1231,THORNTON,CO,47,GEORGE WHEATLEY,780,822,608,128,84, 85 , 98 ,84.9%,112,121,,
1232,BELTON,TX,5,MONICA REED,1320,746,672,8,64, 100 , 115 ,78.8%,147,156,,
1233,PAINTSVILLE,KY,41,JEFF KENNEDY,1320,934,818,33,81, 175 , 163 ,77.6%,161,168,,
1234,MONTICELLO,KY,41,JEFF KENNEDY,915,770,661,34,73, 58 , 35 ,84.3%,122,128,,
1235,SAN ANTONIO,TX,6,MONICA REED,662,514,391,36,85, 47 , 33 ,70.2%,96,99,,
1237,ERWIN,NC,26,RON SHEPPARD,1320,920,869,19,30, 131 , 105 ,80.7%,160,166,,
1238,FAYETTEVILLE,NC,26,RON SHEPPARD,855,743,685,26,30, 153 , 121 ,82.6%,128,134,,
1239,URBANA,OH,21,JEFF KENNEDY,1320,887,791,25,69, 68 , 46 ,81.5%,153,154,,
1241,DAVENPORT,IA,52,GEORGE WHEATLEY,1320,931,893,14,22, 99 , 80 ,90.2%,156,161,,
1242,HENDERSONVILLE,NC,2,NATHAN STINES,1320,1023,862,59,100, 120 , 119 ,83.7%,158,164,,
1243,MARTINSVILLE,VA,75,RON SHEPPARD,855,690,601,14,73, 61 , 41 ,87.6%,111,120,,
1244,TAYLORS,SC,2,NATHAN STINES,616,432,318,48,64, 53 , 49 ,50.6%,94,94,,
1245,LAKELAND,FL,9,NATHAN STINES,662,680,573,39,66, 124 , 113 ,82.4%,104,107,,
1247,HAZARD,KY,41,JEFF KENNEDY,1320,902,794,18,88, 221 , 229 ,78.8%,161,172,,
1248,MEMPHIS,TN,12,NATHAN STINES,1120,919,757,45,115, 140 , 147 ,79.3%,154,162,,
1249,SAN ANGELO,TX,5,MONICA REED,915,730,666,32,30, 59 , 65 ,85.1%,130,135,,
1252,HIGHLANDS RANCH,CO,47,GEORGE WHEATLEY,780,708,582,53,71, 44 , 42 ,89.1%,112,114,,
1253,AUSTIN,TX,5,MONICA REED,1320,826,717,49,58, 100 , 93 ,76.6%,150,159,,
1254,BELLMEAD,TX,5,MONICA REED,1120,673,599,11,61, 70 , 55 ,79.7%,133,141,,
1255,LAURINBURG,NC,26,RON SHEPPARD,780,997,817,111,67, 88 , 65 ,93.5%,119,119,,
1256,JOLIET,IL,25,JEFF KENNEDY,1320,814,740,32,40, 72 , 73 ,84.1%,145,151,,
1259,CORBIN,KY,41,JEFF KENNEDY,662,727,627,36,62, 203 , 201 ,83.5%,102,107,,
1260,LUCEDALE,MS,13,MONICA REED,1200,823,748,24,49, 118 , 87 ,81.6%,152,160,,
1261,FAYETTEVILLE,NC,26,RON SHEPPARD,1320,920,841,27,50, 153 , 167 ,84.6%,157,170,,
1263,EVANSVILLE,IN,41,JEFF KENNEDY,616,561,482,46,31, 71 , 68 ,76.9%,94,95,,
1264,BELLEFONTAINE,OH,21,JEFF KENNEDY,1200,695,593,21,79, 78 , 55 ,62.1%,148,155,,
1266,BATON ROUGE,LA,13,MONICA REED,662,676,525,69,80, 50 , 31 ,82.3%,97,100,,
1268,WHITEVILLE,NC,26,RON SHEPPARD,1200,842,796,16,28, 76 , 58 ,84.3%,145,150,,
1270,NORTH AUGUSTA,SC,2,NATHAN STINES,1200,659,567,14,76, 142 , 131 ,60.3%,146,155,,
1271,MERIDIAN,MS,14,NATHAN STINES,1000,892,786,23,81, 99 , 72 ,87.8%,135,146,,
1275,LEBANON,IN,25,JEFF KENNEDY,855,746,682,5,57, 57 , 58 ,89.3%,131,137,,
1276,SHEBOYGAN,WI,53,JEFF KENNEDY,1320,894,834,32,26, 106 , 83 ,87.9%,153,160,,
1277,BLACK RIVER FALLS,WI,53,JEFF KENNEDY,1320,967,863,36,66, 101 , 85 ,85.6%,152,154,,
1279,HOUSTON,TX,6,MONICA REED,1320,1185,1047,30,106, 196 , 119 ,93.0%,155,163,,
1280,GRAND JUNCTION,CO,54,GEORGE WHEATLEY,1320,867,748,38,79, 91 , 97 ,80.6%,148,156,,
1281,SPARTANBURG,SC,4,RON SHEPPARD,855,625,512,42,69, 85 , 47 ,73.1%,117,124,,
1283,STARKE,FL,3,NATHAN STINES,1320,1026,815,91,118, 126 , 125 ,83.9%,157,165,,
1284,PHENIX CITY,AL,3,NATHAN STINES,616,446,376,19,49, 117 , 84 ,57.5%,97,99,,
1285,OTTUMWA,IA,52,GEORGE WHEATLEY,1200,1032,879,66,85, 157 , 144 ,84.2%,154,166,,
1286,COLUMBIA,SC,4,RON SHEPPARD,915,614,543,35,34, 51 , 25 ,82.2%,118,120,,
1288,ROXBORO,NC,26,RON SHEPPARD,780,1001,725,142,132, 71 , 54 ,84.8%,116,116,,
1289,WILMINGTON,OH,21,JEFF KENNEDY,1320,887,799,14,72, 83 , 77 ,85.7%,151,161,,
1291,TUCSON,AZ,46,MONICA REED,780,666,612,20,32, 79 , 60 ,91.5%,115,117,,
1292,CHRISTIANSBURG,VA,75,RON SHEPPARD,700,746,656,34,54, 187 , 142 ,88.5%,110,113,,
1296,SAN BENITO,TX,6,MONICA REED,1320,670,583,20,65, 109 , 99 ,67.9%,146,153,,
1297,CHIEFLAND,FL,3,NATHAN STINES,498,462,369,37,54, 99 , 77 ,74.7%,81,87,,
1299,COTTONWOOD,AZ,46,MONICA REED,1320,821,762,32,25, 65 , 59 ,80.6%,157,162,,
1302,NORTON,VA,20,JEFF KENNEDY,780,780,637,48,93, 120 , 110 ,77.4%,123,128,,
1303,GEORGETOWN,TX,5,MONICA REED,1120,712,547,73,90, 108 , 140 ,73.9%,127,137,,
1304,WARSAW,IN,21,JEFF KENNEDY,1320,836,732,13,89, 52 , 48 ,91.5%,143,148,,
1305,JANESVILLE,WI,53,JEFF KENNEDY,1320,990,841,35,112, 151 , 148 ,83.8%,162,168,,
1306,ALAMOGORDO,NM,46,MONICA REED,780,709,595,40,72, 56 , 34 ,91.0%,103,111,,
1307,BOURBONNAIS,IL,25,JEFF KENNEDY,1320,1007,847,95,63, 123 , 56 ,78.9%,161,167,,
1310,TERRE HAUTE,IN,25,JEFF KENNEDY,1000,839,789,24,24, 112 , 96 ,82.6%,150,153,,
1311,COLUMBUS,GA,3,NATHAN STINES,1320,761,629,85,45, 129 , 121 ,64.2%,165,168,,
1312,SPRING LAKE,NC,26,RON SHEPPARD,1200,890,851,18,19, 113 , 83 ,84.3%,156,161,,
1313,SAN ANTONIO,TX,6,MONICA REED,1320,803,704,22,75, 127 , 147 ,75.7%,149,158,,
1314,BUFORD,GA,2,NATHAN STINES,616,493,418,11,62, 67 , 58 ,78.0%,87,91,,
1315,CHEYENNE,WY,54,GEORGE WHEATLEY,1320,923,826,23,72, 73 , 73 ,88.6%,147,157,,
1317,ASHEVILLE,NC,2,NATHAN STINES,1320,1048,919,34,93, 107 , 83 ,89.0%,160,163,,
1318,KNOXVILLE,TN,2,NATHAN STINES,780,789,653,57,77, 94 , 57 ,75.7%,124,129,,
1319,KNOXVILLE,TN,2,NATHAN STINES,498,534,421,44,67, 73 , 67 ,75.0%,83,86,,
1320,KNOXVILLE,TN,2,NATHAN STINES,1320,975,797,56,120, 146 , 141 ,77.2%,162,169,,
1321,SMITHFIELD,NC,26,RON SHEPPARD,662,689,555,39,93, 146 , 93 ,85.0%,104,109,,
1322,LEXINGTON,NC,26,RON SHEPPARD,1320,897,846,10,39, 104 , 79 ,86.2%,149,163,,
1323,PEORIA,IL,25,JEFF KENNEDY,662,587,486,39,60, 52 , 46 ,90.6%,90,92,,
1324,NOGALES,AZ,46,MONICA REED,1320,798,737,24,35, 88 , 87 ,73.8%,153,162,,
1326,GRAND ISLAND,NE,47,GEORGE WHEATLEY,1320,885,784,10,89, 43 , 66 ,85.3%,146,155,,
1327,MADISON,IN,25,JEFF KENNEDY,915,780,675,42,61, 94 , 91 ,85.0%,117,122,,
1328,WINSLOW,AZ,46,MONICA REED,1320,834,748,51,33, 114 , 93 ,77.3%,148,157,,
1330,LIMA,OH,21,JEFF KENNEDY,662,590,555,9,24, 48 , 53 ,90.5%,100,101,,
1331,SIDNEY,OH,21,JEFF KENNEDY,1320,962,878,19,63, 93 , 71 ,89.9%,155,163,,
1332,SOUTH SIOUX CITY,NE,52,GEORGE WHEATLEY,1320,897,766,50,79, 68 , 49 ,88.2%,148,153,,
1333,VAN WERT,OH,21,JEFF KENNEDY,915,664,618,4,40, 55 , 59 ,80.2%,123,126,,
1338,COLUMBUS,GA,3,NATHAN STINES,855,642,563,33,44, 82 , 74 ,67.6%,119,126,,
1339,COLUMBIA,SC,4,RON SHEPPARD,1320,801,624,75,100, 96 , 103 ,68.6%,150,157,,
1340,LITHONIA,GA,2,NATHAN STINES,1320,708,617,30,59, 82 , 85 ,62.8%,156,160,,
1341,EVANSVILLE,IN,41,JEFF KENNEDY,915,762,654,35,71, 85 , 79 ,84.2%,127,132,,
1342,KENNER,LA,13,MONICA REED,1000,1023,764,141,116, 181 , 121 ,79.5%,144,148,,
1344,STAUNTON,VA,75,RON SHEPPARD,498,563,476,31,54, 83 , 40 ,89.6%,80,84,,
1346,OCEAN SPRINGS,MS,13,MONICA REED,855,764,686,11,65, 144 , 140 ,87.2%,124,130,,
1347,SAN ANTONIO,TX,6,MONICA REED,855,597,500,30,65, 70 , 93 ,69.4%,118,124,,
1348,WILMINGTON,NC,26,RON SHEPPARD,1200,1010,905,55,48, 128 , 90 ,87.7%,157,165,,
1351,BECKLEY,WV,20,JEFF KENNEDY,1120,957,833,39,83, 134 , 94 ,89.9%,152,157,,
1353,HARAHAN,LA,13,MONICA REED,1200,600,541,0,57, 166 , 173 ,65.7%,157,157,,
1354,WASHINGTON,NC,26,RON SHEPPARD,662,650,517,30,101, 86 , 72 ,81.0%,106,108,,
1355,MOREHEAD CITY,NC,26,RON SHEPPARD,1200,1004,926,50,26, 209 , 174 ,79.3%,163,170,,
1356,MARTINSVILLE,IN,25,JEFF KENNEDY,855,674,554,40,78, 70 , 83 ,76.1%,122,127,,
1357,SILVER CITY,NM,46,MONICA REED,662,739,557,43,137, 77 , 61 ,83.0%,105,114,,
1358,WALTERBORO,SC,4,RON SHEPPARD,1320,899,817,20,60, 154 , 105 ,73.3%,161,171,,
1360,FAYETTEVILLE,WV,20,JEFF KENNEDY,1120,929,816,28,83, 131 , 96 ,91.7%,151,161,,
1361,SIOUX CITY,IA,52,GEORGE WHEATLEY,1320,836,752,15,67, 101 , 103 ,84.9%,146,155,,
1362,DESTIN,FL,14,NATHAN STINES,1000,834,725,52,55, 128 , 145 ,84.1%,139,148,,
1363,MADISON,GA,2,NATHAN STINES,700,543,431,70,40, 93 , 76 ,71.4%,106,113,,
1367,WARNER ROBINS,GA,3,NATHAN STINES,1320,713,646,28,37, 85 , 94 ,72.3%,150,158,,
1368,WEST UNION,OH,21,JEFF KENNEDY,915,717,629,18,68, 81 , 68 ,83.2%,114,120,,
1370,BULLHEAD CITY,AZ,57,GEORGE WHEATLEY,550,610,452,77,79, 92 , 75 ,77.6%,85,87,,
1371,COLUMBUS,IN,25,JEFF KENNEDY,1320,916,817,15,82, 69 , 55 ,87.9%,153,160,,
1373,LILBURN,GA,2,NATHAN STINES,855,557,389,104,62, 111 , 89 ,49.5%,116,122,,
1375,MARIANNA,FL,3,NATHAN STINES,915,780,652,37,89, 112 , 73 ,75.8%,128,137,,
1376,HENDERSONVILLE,TN,41,JEFF KENNEDY,1320,903,775,29,97, 61 , 70 ,73.3%,145,154,,
1378,GOSHEN,IN,21,JEFF KENNEDY,780,716,614,26,74, 59 , 70 ,88.6%,116,118,,
1379,GREENVILLE,NC,26,RON SHEPPARD,780,810,701,24,83, 117 , 99 ,86.2%,122,128,,
1381,APACHE JUNCTION,AZ,46,MONICA REED,1320,830,773,25,30, 88 , 80 ,79.7%,160,165,,
1383,BEAUFORT,SC,4,RON SHEPPARD,915,797,595,69,131, 122 , 93 ,73.4%,131,141,,
1384,LA JUNTA,CO,47,GEORGE WHEATLEY,616,559,505,15,37, 72 , 70 ,82.6%,89,93,,
1386,PONTIAC,IL,25,JEFF KENNEDY,1320,897,862,14,19, 80 , 75 ,84.0%,151,158,,
1388,KENDALLVILLE,IN,21,JEFF KENNEDY,662,548,514,4,28, 79 , 85 ,84.5%,103,106,,
1390,PINELLAS PARK,FL,9,NATHAN STINES,1120,918,805,30,81, 216 , 190 ,81.4%,153,155,,
1391,DAYTONA BEACH,FL,3,NATHAN STINES,855,746,656,64,24, 85 , 63 ,83.0%,119,122,,
1392,WILMINGTON,NC,26,RON SHEPPARD,662,597,552,22,21, 122 , 104 ,80.0%,103,107,,
1393,OSKALOOSA,IA,52,GEORGE WHEATLEY,780,793,668,36,87, 67 , 25 ,92.8%,116,122,,
1396,BARABOO,WI,53,JEFF KENNEDY,1320,984,863,7,112, 90 , 81 ,89.3%,156,168,,
1397,ALBUQUERQUE,NM,46,MONICA REED,498,470,417,27,24, 58 , 46 ,84.9%,73,76,,
1399,BEDFORD,VA,75,RON SHEPPARD,1320,939,807,36,94, 136 , 160 ,73.3%,165,170,,
1400,ATHENS,GA,2,NATHAN STINES,1320,812,683,17,110, 92 , 80 ,71.5%,157,160,,
1405,BAY CITY,TX,6,MONICA REED,1320,920,830,26,62, 95 , 80 ,84.7%,161,168,,
1406,WINCHESTER,VA,75,RON SHEPPARD,662,725,649,26,48, 129 , 93 ,94.7%,100,101,,
1407,LEBANON,OH,21,JEFF KENNEDY,1320,927,795,53,77, 78 , 102 ,89.4%,148,157,,
1408,TALLAHASSEE,FL,3,NATHAN STINES,700,693,618,46,27, 125 , 92 ,81.2%,105,110,,
1411,GREEN VALLEY,AZ,46,MONICA REED,1320,794,716,51,25, 103 , 100 ,72.8%,161,166,,
1412,LARAMIE,WY,54,GEORGE WHEATLEY,662,782,607,96,77, 68 , 58 ,85.7%,99,104,,
1413,CRYSTAL LAKE,IL,25,JEFF KENNEDY,1320,861,807,25,27, 96 , 73 ,88.9%,154,160,,
1414,BELEN,NM,46,MONICA REED,662,502,446,11,43, 52 , 50 ,85.4%,87,93,,
1415,SPIRIT LAKE,IA,52,GEORGE WHEATLEY,550,454,391,31,30, 59 , 72 ,77.2%,84,85,,
1416,NAPOLEON,OH,19,JEFF KENNEDY,1320,819,722,29,66, 68 , 80 ,78.4%,149,152,,
1417,PRESCOTT,AZ,46,MONICA REED,1320,790,684,65,39, 91 , 105 ,70.5%,155,162,,
1418,O FALLON,IL,25,JEFF KENNEDY,1000,867,805,32,28, 124 , 83 ,87.8%,144,148,,
1421,WASHINGTON,IL,25,JEFF KENNEDY,1320,987,802,60,123, 71 , 51 ,87.0%,147,154,,
1423,SAINT JOHNS,MI,19,JEFF KENNEDY,915,730,642,16,70, 44 , 49 ,90.9%,119,123,,
1424,COLONIAL HEIGHTS,VA,75,RON SHEPPARD,700,723,583,61,77, 73 , 50 ,87.0%,105,110,,
1425,COLUMBIA CITY,IN,21,JEFF KENNEDY,662,543,489,21,31, 51 , 42 ,78.7%,96,98,,
1426,ASHLAND,KY,41,JEFF KENNEDY,1120,978,817,64,95, 163 , 124 ,83.6%,152,159,,
1427,CIRCLEVILLE,OH,21,JEFF KENNEDY,1000,921,788,46,85, 116 , 82 ,87.7%,146,150,,
1428,MOUNT PLEASANT,MI,19,JEFF KENNEDY,1320,989,882,22,83, 112 , 99 ,84.9%,153,163,,
1429,FREMONT,OH,19,JEFF KENNEDY,1320,962,861,23,76, 126 , 126 ,86.7%,160,166,,
1430,OSHKOSH,WI,53,JEFF KENNEDY,1200,929,808,32,87, 103 , 70 ,92.4%,133,150,,
1431,KEOKUK,IA,52,GEORGE WHEATLEY,780,725,621,44,58, 97 , 88 ,80.7%,118,122,,
1432,CADILLAC,MI,19,JEFF KENNEDY,780,810,659,45,104, 111 , 97 ,84.7%,117,122,,
1433,CELINA,OH,21,JEFF KENNEDY,1320,919,836,13,68, 110 , 99 ,86.1%,153,160,,
1434,COLORADO SPRINGS,CO,47,GEORGE WHEATLEY,915,856,783,19,52, 71 , 20 ,97.4%,128,129,,
1435,CRESTON,IA,52,GEORGE WHEATLEY,1320,834,768,10,54, 70 , 83 ,82.4%,148,155,,
1437,GUYMON,OK,47,GEORGE WHEATLEY,1320,954,870,6,76, 126 , 112 ,85.4%,157,169,,
1438,CEDAR CITY,UT,46,MONICA REED,1320,1052,920,44,86, 216 , 164 ,77.5%,165,169,,
1439,WASHINGTON,UT,46,MONICA REED,1200,1126,945,75,104, 114 , 5 ,93.8%,159,160,,
1440,TOOELE,UT,54,GEORGE WHEATLEY,1200,867,707,60,98, 112 , 78 ,78.8%,149,154,,
1441,MASON,OH,21,JEFF KENNEDY,780,755,608,58,87, 76 , 73 ,82.6%,114,116,,
1442,PAGE,AZ,46,MONICA REED,1320,921,815,29,75, 107 , 82 ,81.7%,156,160,,
1443,CINCINNATI,OH,21,JEFF KENNEDY,780,678,609,19,48, 84 , 51 ,90.3%,118,121,,
1444,JACKSONVILLE,FL,3,NATHAN STINES,780,756,647,33,74, 78 , 92 ,83.3%,114,117,,
1445,PORT CLINTON,OH,19,JEFF KENNEDY,1000,891,706,94,89, 77 , 89 ,86.3%,135,143,,
1446,RICE LAKE,WI,53,JEFF KENNEDY,780,671,581,19,69, 132 , 104 ,67.2%,125,131,,
1447,SUPERIOR,WI,52,GEORGE WHEATLEY,780,781,646,34,99, 94 , 86 ,74.1%,118,123,,
1448,ASHLAND,OH,19,JEFF KENNEDY,1000,854,787,7,58, 131 , 127 ,80.1%,149,153,,
1450,RIPLEY,WV,20,JEFF KENNEDY,1320,969,882,19,66, 170 , 159 ,84.7%,159,168,,
1453,GREEN BAY,WI,53,JEFF KENNEDY,1320,1044,918,14,110, 124 , 108 ,89.0%,156,165,,
1454,QUINCY,IL,25,JEFF KENNEDY,700,764,605,74,83, 99 , 66 ,88.1%,106,110,,
1455,FORT WORTH,TX,5,MONICA REED,700,563,517,22,22, 67 , 50 ,79.1%,96,101,,
1456,EVANSTON,WY,54,GEORGE WHEATLEY,1320,832,691,32,107, 52 , 35 ,80.9%,142,147,,
1457,RIVERTON,WY,54,GEORGE WHEATLEY,915,837,726,43,66, 87 , 100 ,87.9%,131,135,,
1458,FORT OGLETHORPE,GA,2,NATHAN STINES,1120,606,540,40,24, 109 , 97 ,65.9%,140,144,,
1459,INDIANAPOLIS,IN,25,JEFF KENNEDY,616,582,493,31,56, 68 , 52 ,80.5%,80,84,,
1460,HASTINGS,NE,47,GEORGE WHEATLEY,1000,888,798,25,63, 113 , 87 ,84.1%,144,153,,
1461,ROCK SPRINGS,WY,54,GEORGE WHEATLEY,1320,1013,832,83,96, 101 , 127 ,78.3%,153,159,,
1462,GREENVILLE,AL,14,NATHAN STINES,498,576,388,132,54, 72 , 45 ,62.0%,86,87,,
1463,XENIA,OH,21,JEFF KENNEDY,1320,1003,908,23,70, 127 , 97 ,86.7%,156,165,,
1464,CHARLOTTE,NC,4,RON SHEPPARD,1320,925,822,21,80, 103 , 108 ,88.7%,153,158,,
1465,DANVILLE,VA,75,RON SHEPPARD,616,623,502,63,56, 112 , 117 ,83.5%,96,97,,
1466,JACKSBORO,TN,2,NATHAN STINES,662,597,514,19,62, 104 , 122 ,76.8%,103,107,,
1468,BATESVILLE,MS,12,NATHAN STINES,1320,1037,817,93,125, 150 , 134 ,87.0%,151,161,,
1469,CHATTANOOGA,TN,2,NATHAN STINES,780,635,536,61,36, 75 , 65 ,81.6%,113,116,,
1472,HASTINGS,MN,52,GEORGE WHEATLEY,700,718,653,21,42, 48 , 22 ,95.1%,112,113,,
1474,YUMA,AZ,57,GEORGE WHEATLEY,616,829,746,29,52, 148 , 85 ,88.2%,96,99,,
1476,CLARKSVILLE,IN,25,JEFF KENNEDY,1320,819,737,24,56, 114 , 111 ,76.2%,153,158,,
1479,VALPARAISO,IN,19,JEFF KENNEDY,780,699,637,34,26, 79 , 84 ,84.0%,122,129,,
1480,WINCHESTER,IN,21,JEFF KENNEDY,780,670,619,3,46, 60 , 45 ,93.3%,112,116,,
1483,YANKTON,SD,54,GEORGE WHEATLEY,1000,751,666,9,74, 84 , 78 ,85.6%,138,148,,
1485,GILLETTE,WY,54,GEORGE WHEATLEY,1000,889,777,42,68, 117 , 114 ,81.3%,138,144,,
1486,FARMVILLE,VA,75,RON SHEPPARD,780,798,689,18,89, 156 , 177 ,86.1%,119,128,,
1487,MICHIGAN CITY,IN,19,JEFF KENNEDY,1320,935,860,40,33, 98 , 74 ,89.3%,160,167,,
1488,DOUGLASVILLE,GA,2,NATHAN STINES,550,478,339,60,77, 61 , 46 ,67.6%,81,83,,
1490,ROCKFORD,IL,53,JEFF KENNEDY,1000,714,692,7,13, 78 , 75 ,82.4%,144,145,,
1491,INDIANOLA,IA,52,GEORGE WHEATLEY,700,646,558,33,53, 64 , 54 ,89.7%,102,105,,
1494,CORPUS CHRISTI,TX,6,MONICA REED,780,598,502,19,75, 78 , 72 ,69.5%,117,123,,
1495,HUBER HEIGHTS,OH,21,JEFF KENNEDY,780,678,550,32,94, 74 , 63 ,81.8%,107,112,,
1499,LEWISBURG,WV,20,JEFF KENNEDY,915,979,882,9,86, 215 , 187 ,85.4%,137,146,,
1500,WATERTOWN,SD,54,GEORGE WHEATLEY,1000,871,805,9,55, 116 , 115 ,84.2%,140,147,,
1502,ROANOKE RAPIDS,NC,26,RON SHEPPARD,780,829,585,109,133, 104 , 96 ,82.7%,110,111,,
1503,DAYTON,OH,21,JEFF KENNEDY,616,671,525,84,60, 49 , 48 ,92.0%,91,92,,
1505,PIKEVILLE,KY,41,JEFF KENNEDY,662,749,541,92,114, 194 , 172 ,77.1%,105,108,,
1507,WICHITA,KS,44,MONICA REED,1000,907,791,40,74, 111 , 84 ,92.2%,136,142,,
1510,FLORENCE,KY,21,JEFF KENNEDY,1200,1004,778,102,122, 127 , 139 ,85.7%,156,164,,
1514,ARNOLD,MO,40,JEFF KENNEDY,1320,896,771,42,81, 135 , 116 ,79.6%,160,165,,
1515,GERMANTOWN,WI,53,JEFF KENNEDY,780,890,771,44,73, 92 , 79 ,93.2%,123,126,,
