Store,,APR,73,YTD,74,APR,75,YTD,76,APR,77,YTD,78,APR,79,YTD,80,L12 Mths,81,L12 Mths,82,APR,83,YTD,84,APR,85,YTD,86,APR,87,YTD,88,APR,89,YTD,90,APR,91,YTD,92
1215,,-13.49%,R,-5.82%,R,-25.75%,R,-11.39%,R,-11.65%,R,6.68%,,-41.38%,R,-31.81%,R,3.63,R,3.63,R,43.94%,,32.34%,R,1.06%,,0.43%,,43.94%,,40.68%,,0:48:23,,0:46:54,,2489/2578,R,2350/2578,R
1458,,3.33%,,7.77%,,-4.24%,,15.35%,,12.29%,,37.81%,G,-18.12%,,0.19%,G,4.83,G,4.83,G,44.47%,,39.77%,,34.10%,G,33.53%,G,40.57%,,40.22%,,0:28:42,G,0:30:52,,689/2578,,235/2578,G
1469,,0.63%,,4.09%,,-9.46%,,3.85%,,8.85%,,17.85%,,-31.92%,R,-21.12%,,4.29,,4.29,,60.66%,G,56.64%,G,1.41%,,1.94%,,15.41%,R,22.74%,,0:46:53,,0:47:30,,1565/2578,,1192/2578,
2988,,-3.35%,,-0.72%,,-11.07%,,2.80%,,-9.29%,R,5.65%,,-13.63%,,-13.28%,,4.36,,4.36,,36.13%,,41.06%,,2.86%,,5.64%,G,21.63%,,35.04%,,0:38:30,,0:39:41,,1726/2578,,1340/2578,
3660,,-4.66%,,-0.20%,,-13.00%,,-6.04%,,-8.99%,R,-2.37%,R,-28.44%,,-18.19%,,4.00,R,4.00,R,50.93%,,43.70%,,11.46%,G,5.11%,G,58.93%,,55.34%,,0:30:08,,0:29:13,G,1664/2578,,1517/2578,
5151,,0.22%,,1.97%,,-15.93%,,-0.74%,,-11.21%,R,5.30%,,-28.62%,,-18.03%,,5.00,G,5.00,G,39.11%,,42.78%,,0.51%,,0.30%,,67.33%,,53.17%,,0:33:23,,0:32:59,,1659/2578,,1287/2578,
5173,,-0.31%,,1.61%,,11.07%,G,22.67%,G,10.42%,,34.33%,G,-4.44%,G,9.23%,G,4.55,,4.55,,64.48%,G,63.77%,G,21.70%,G,8.12%,G,33.61%,,32.09%,,0:27:09,G,0:24:39,G,364/2578,G,229/2578,G
5251,,-9.36%,R,-6.18%,R,-16.53%,,-6.58%,,-19.44%,R,-4.73%,R,-25.43%,,-22.74%,,4.45,,4.45,,68.21%,G,64.86%,G,1.15%,,0.44%,,68.50%,,73.18%,G,0:22:36,G,0:22:09,G,1838/2578,,1766/2578,
Total,B,-4.10%,,-0.18%,,-12.63%,,0.09%,,-3.34%,R,9.57%,,-25.67%,R,-15.78%,,4.48,,4.48,,48.90%,,45.80%,,6.33%,G,5.21%,G,45.24%,,47.48%,,0:32:16,G,0:32:39,G,280/394,,195/394,
366,,-9.76%,R,-4.74%,,-18.99%,R,-9.14%,,4.02%,,10.99%,,-42.27%,R,-28.90%,R,5.00,G,5.00,G,57.74%,G,43.74%,,8.70%,G,3.48%,G,74.80%,G,73.11%,G,0:30:26,,0:29:18,G,1786/2578,,1642/2578,
583,,-16.31%,R,-9.17%,R,-22.51%,R,-6.85%,,-3.80%,,-1.71%,,-25.19%,,-12.78%,,4.60,,4.60,,38.49%,,38.96%,,3.29%,G,1.27%,,14.78%,R,16.76%,R,0:55:34,R,0:51:53,R,2403/2578,R,2153/2578,R
676,,-10.18%,R,-5.37%,,-12.78%,,-7.12%,,4.67%,,1.70%,,-27.51%,,-17.27%,,4.91,G,4.91,G,29.59%,R,35.64%,,0.00%,R,0.23%,R,38.16%,,34.02%,,0:39:13,,0:43:08,,2036/2578,,2046/2578,
687,,-4.04%,,1.53%,,-11.78%,,8.98%,,16.48%,,24.44%,,-28.68%,,-6.42%,,4.36,,4.36,,44.90%,,39.22%,,0.00%,R,0.12%,R,62.65%,,63.85%,,0:36:40,,0:42:42,,1646/2578,,995/2578,
741,,-4.02%,,7.17%,,3.07%,,25.41%,G,44.17%,G,58.51%,G,-31.58%,R,-6.31%,,4.80,G,4.80,G,35.79%,,33.50%,,2.02%,,1.04%,,88.96%,G,76.91%,G,0:48:27,,0:44:15,,1072/2578,,346/2578,G
1466,,-11.09%,R,-4.84%,,-22.87%,R,-8.42%,,-4.74%,,11.05%,,-35.27%,R,-27.75%,R,4.21,R,4.21,R,28.09%,R,31.15%,R,0.00%,R,0.15%,R,8.23%,R,10.33%,R,0:40:01,,0:35:12,,2482/2578,R,2165/2578,R
4635,,-5.60%,,-1.05%,,-26.77%,R,-11.47%,R,-15.79%,R,-4.84%,R,-24.16%,,-17.14%,,4.57,,4.57,,37.27%,,37.96%,,0.00%,R,1.89%,,36.62%,,37.59%,,1:04:48,R,1:00:09,R,2422/2578,R,2059/2578,
Total,B,-8.57%,R,-2.36%,,-16.97%,R,-3.17%,,4.27%,,11.08%,,-30.70%,R,-17.77%,,4.59,,4.59,,38.58%,,37.22%,,2.13%,,1.18%,,45.24%,,44.40%,,0:43:38,,0:42:12,,366/394,R,288/394,
672,,-1.45%,,4.11%,,-9.68%,,4.79%,,2.38%,,13.98%,,-24.00%,,-23.81%,,<5 Reviews,,<5 Reviews,,28.36%,R,28.14%,R,4.10%,G,1.58%,,60.53%,,70.82%,G,0:18:10,G,0:18:51,G,1305/2578,,951/2578,
1318,,-10.35%,R,-12.58%,R,-34.49%,R,-39.97%,R,-39.51%,R,-38.11%,R,-41.03%,R,-44.85%,R,4.73,,4.73,,32.48%,R,35.26%,,0.90%,,1.02%,,68.03%,,69.86%,G,0:49:07,,0:52:37,R,2487/2578,R,2517/2578,R
1319,,-3.70%,,0.15%,,-7.32%,,-4.39%,,22.34%,,12.40%,,-25.67%,,-30.28%,R,4.75,,4.75,,43.09%,,45.68%,,0.60%,,0.20%,R,44.41%,,44.93%,,0:38:30,,0:42:35,,1371/2578,,1712/2578,
1320,,0.45%,,6.20%,,7.13%,,9.82%,,36.31%,G,26.58%,,-8.25%,,-8.10%,,4.52,,4.52,,36.51%,,39.95%,,4.15%,G,1.32%,,83.22%,G,74.68%,G,0:40:11,,0:41:36,,518/2578,,626/2578,
2065,,4.79%,,3.66%,,-4.10%,,-4.35%,,5.09%,,1.35%,,-9.66%,,-13.66%,,4.10,R,4.10,R,63.76%,G,59.64%,G,1.47%,,2.22%,,70.96%,,72.07%,G,0:37:20,,0:42:01,,794/2578,,1328/2578,
2932,,1.96%,,3.66%,,25.10%,G,38.94%,G,27.21%,G,73.11%,G,19.37%,G,21.77%,G,4.89,G,4.89,G,46.03%,,45.75%,,2.14%,,2.75%,G,17.22%,R,18.37%,R,0:38:39,,0:39:29,,294/2578,G,254/2578,G
4223,,-2.43%,,1.81%,,-21.36%,R,-10.28%,,2.55%,,0.97%,,-19.70%,,-18.93%,,4.55,,4.55,,37.07%,,37.25%,,1.55%,,1.50%,,46.40%,,61.62%,,0:34:01,,0:35:08,,1789/2578,,1650/2578,
Total,B,-1.77%,,0.91%,,-9.01%,,-4.45%,,4.84%,,7.17%,,-18.61%,,-20.38%,R,4.58,,4.58,,41.31%,,41.87%,,2.53%,,1.51%,,59.64%,G,62.13%,G,0:33:29,G,0:35:00,,213/394,,251/394,
578,,-2.77%,,-0.60%,,-14.09%,,-4.98%,,-0.72%,,6.18%,,-21.26%,,-20.96%,,4.54,,4.54,,78.21%,G,79.46%,G,0.48%,,0.45%,,47.21%,,54.90%,,0:43:29,,0:46:07,,1701/2578,,1664/2578,
678,,-8.50%,R,-0.63%,,-6.70%,,-2.56%,,-11.02%,R,0.77%,,-25.84%,,-21.53%,,4.08,R,4.08,R,47.81%,,41.06%,,6.49%,G,3.65%,G,39.39%,,39.82%,,0:34:55,,0:35:24,,1705/2578,,1624/2578,
680,,-4.05%,,-1.62%,,0.76%,,2.86%,,12.17%,,13.47%,,-5.71%,,-6.57%,,4.69,,4.69,,36.50%,,31.37%,R,0.79%,,0.38%,,40.97%,,43.59%,,0:41:28,,0:42:34,,1088/2578,,1376/2578,
685,,1.57%,,1.42%,,-2.67%,,2.79%,,2.37%,,6.88%,,-22.94%,,-16.77%,,4.55,,4.55,,47.87%,,46.72%,,2.08%,,0.77%,,31.08%,,28.65%,,0:45:45,,0:50:35,,1216/2578,,1448/2578,
724,,-8.77%,R,-7.30%,R,-15.19%,,-7.54%,,7.83%,,13.01%,,-34.43%,R,-29.27%,R,4.15,R,4.15,R,42.65%,,43.18%,,0.00%,R,0.00%,R,40.68%,,44.38%,,0:41:13,,0:46:45,,2149/2578,R,2207/2578,R
2310,,-10.26%,R,-3.62%,,-34.47%,R,-10.66%,,-16.85%,R,-0.20%,,-45.11%,R,-23.56%,,4.36,,4.36,,31.06%,R,33.55%,,0.00%,R,0.00%,R,25.26%,,29.71%,,0:46:50,,0:52:34,R,2554/2578,R,2322/2578,R
3234,,-4.48%,,1.41%,,0.02%,,21.97%,G,57.55%,G,51.25%,G,-40.18%,R,-24.09%,,4.71,,4.71,,30.12%,R,40.26%,,0.83%,,2.77%,G,45.17%,,49.82%,,0:28:50,G,0:29:52,G,1125/2578,,544/2578,
6370,,1.51%,,-1.45%,,-10.44%,,-10.60%,,1.21%,,11.97%,,-31.47%,R,-34.29%,R,<5 Reviews,,<5 Reviews,,57.18%,G,52.41%,,5.18%,G,3.44%,G,9.86%,R,7.81%,R,0:21:23,G,0:22:17,G,1301/2578,,1739/2578,
Total,B,-4.35%,,-1.42%,,-11.30%,,-2.06%,,3.96%,,10.78%,,-26.94%,R,-21.04%,R,4.41,,4.41,,50.19%,,48.73%,,1.44%,,1.12%,,36.77%,,39.34%,,0:40:15,,0:43:29,,317/394,R,296/394,
1036,,-3.15%,,-1.72%,,-19.71%,R,-10.59%,,8.33%,,10.69%,,-29.38%,,-30.09%,R,4.69,,4.69,,36.25%,,34.29%,,0.00%,R,0.25%,R,36.96%,,55.37%,,0:25:40,G,0:24:40,G,1848/2578,,1820/2578,
1242,,-2.18%,,-1.08%,,-12.00%,,-17.12%,R,-10.77%,R,-14.82%,R,-22.40%,,-29.79%,R,4.23,,4.23,,58.27%,G,55.17%,G,0.00%,R,0.16%,R,54.41%,,49.85%,,0:52:35,R,0:51:01,,1896/2578,,2272/2578,R
1317,,-13.24%,R,-13.29%,R,-25.05%,R,-40.71%,R,-35.37%,R,-58.94%,R,-24.31%,,-35.01%,R,5.00,G,5.00,G,30.51%,R,33.42%,,0.00%,R,0.00%,R,40.61%,,43.77%,,0:46:40,,0:43:22,,2439/2578,R,2529/2578,R
Total,B,-5.91%,R,-5.03%,R,-18.43%,R,-20.68%,R,-6.29%,R,-11.00%,R,-25.56%,R,-31.48%,R,4.51,,4.51,,41.96%,,40.97%,,0.00%,R,0.20%,R,44.03%,,50.21%,,0:35:46,,0:33:45,G,369/394,R,384/394,R
&nbsp;,B,-0.45%,,2.84%,,-8.99%,,0.68%,,3.96%,,11.76%,,-19.52%,,-14.10%,,4.52,G,4.52,G,43.87%,,42.92%,,2.24%,,1.95%,,44.24%,,44.51%,,0:38:22,,0:38:31,,18/30,,14/30,
494,,-8.47%,R,-2.35%,,-5.99%,,20.24%,G,10.20%,,33.43%,G,-16.94%,,-1.50%,,3.62,R,3.62,R,52.69%,,50.52%,,0.31%,,0.76%,,23.80%,,23.65%,,0:33:03,,0:34:50,,1528/2578,,765/2578,
614,,-14.66%,R,-2.50%,,-16.89%,,4.10%,,7.36%,,23.26%,,-31.10%,R,-9.34%,,4.47,,4.47,,29.18%,R,31.38%,R,0.60%,,1.28%,,48.64%,,42.26%,,0:42:11,,0:42:40,,2231/2578,R,1296/2578,
932,,-8.68%,R,-0.97%,,-13.73%,,-2.35%,,2.15%,,13.46%,,-25.04%,,-20.49%,,4.17,R,4.17,R,37.39%,,33.45%,,0.84%,,0.66%,,9.66%,R,10.14%,R,0:29:08,G,0:31:06,,2004/2578,,1662/2578,
1112,,-14.87%,R,-6.81%,R,-29.68%,R,-12.65%,R,-16.96%,R,-5.90%,R,-32.71%,R,-24.15%,,4.40,,4.40,,32.50%,R,35.64%,,0.00%,R,0.57%,,43.61%,,41.95%,,0:41:19,,0:44:51,,2508/2578,R,2337/2578,R
1284,,-5.22%,,-1.29%,,-10.14%,,-8.50%,,2.88%,,7.05%,,-33.99%,R,-29.05%,R,4.06,R,4.06,R,39.72%,,36.30%,,0.22%,,0.42%,,27.94%,,33.77%,,0:25:55,G,0:29:45,G,1837/2578,,1939/2578,
1311,,-5.20%,,-10.11%,R,-29.52%,R,-38.13%,R,-5.78%,,-27.48%,R,-32.09%,R,-31.19%,R,4.00,R,4.00,R,38.76%,,35.92%,,0.47%,,0.20%,R,10.27%,R,13.28%,R,0:55:25,R,1:00:17,R,2470/2578,R,2571/2578,R
1338,,-3.30%,,4.45%,,-5.85%,,10.27%,,-3.27%,,32.14%,,-3.96%,G,7.21%,G,4.29,,4.29,,34.86%,,30.06%,R,0.48%,,0.32%,,16.97%,R,15.07%,R,0:46:03,,0:48:55,,1616/2578,,963/2578,
3461,,0.53%,,4.50%,,0.47%,,6.56%,,15.38%,,19.13%,,-8.94%,,-3.98%,,4.66,,4.66,,42.63%,,38.84%,,0.93%,,0.79%,,58.93%,,69.32%,G,0:25:24,G,0:26:01,G,604/2578,,610/2578,
4200,,-13.58%,R,-7.01%,R,-28.47%,R,-20.37%,R,-20.82%,R,-11.82%,R,-33.96%,R,-27.27%,R,<5 Reviews,,<5 Reviews,,36.86%,,40.28%,,0.00%,R,0.64%,,31.00%,,22.52%,,0:56:19,R,0:55:21,R,2551/2578,R,2487/2578,R
5363,,-19.70%,R,-12.99%,R,-42.37%,R,-28.87%,R,-31.87%,R,-20.06%,R,-47.69%,R,-42.72%,R,4.42,,4.42,,45.12%,,34.30%,,0.15%,R,0.15%,R,18.90%,R,20.14%,R,0:34:35,,0:36:02,,2534/2578,R,2539/2578,R
Total,B,-9.57%,R,-3.55%,R,-19.54%,R,-9.21%,R,-6.32%,R,3.15%,R,-28.57%,R,-20.76%,R,4.32,R,4.32,R,38.49%,,36.36%,,0.45%,R,0.60%,R,28.79%,R,29.82%,,0:35:27,,0:37:18,,390/394,R,376/394,R
588,,-1.54%,,-1.29%,,-26.55%,R,-16.32%,R,9.55%,,12.77%,,-34.95%,R,-34.42%,R,4.90,G,4.90,G,51.17%,,53.12%,,0.00%,R,0.00%,R,8.96%,R,6.44%,R,0:40:39,,0:43:13,,2077/2578,R,2108/2578,R
889,,-16.43%,R,-11.52%,R,-31.54%,R,-23.66%,R,-20.10%,R,-9.23%,R,-43.22%,R,-41.82%,R,<5 Reviews,,<5 Reviews,,46.55%,,49.73%,,0.31%,,1.05%,,27.83%,,26.66%,,0:25:06,G,0:26:35,G,2436/2578,R,2362/2578,R
899,,5.67%,,6.04%,,6.70%,,16.07%,,26.89%,G,43.95%,G,-22.77%,,-19.92%,,4.54,,4.54,,52.01%,,52.54%,,9.29%,G,3.22%,G,45.58%,,52.01%,,0:32:20,,0:30:38,,389/2578,G,399/2578,G
952,,-5.78%,,-1.60%,,-15.68%,,-5.01%,,14.06%,,8.97%,,-41.70%,R,-29.97%,R,4.73,,4.73,,48.40%,,49.39%,,0.23%,,0.23%,R,66.90%,,68.04%,,0:31:27,,0:33:35,,1770/2578,,1634/2578,
1006,,-6.27%,,-5.41%,,-16.54%,,-13.94%,R,-8.45%,R,-1.25%,,-26.29%,,-32.34%,R,<5 Reviews,,<5 Reviews,,41.00%,,42.33%,,0.00%,R,0.00%,R,26.00%,,22.83%,,0:28:40,G,0:30:25,,2081/2578,R,2267/2578,R
1072,,-1.29%,,0.55%,,-14.84%,,-9.25%,,-9.14%,R,-12.70%,R,-17.37%,,-7.23%,,4.36,,4.36,,42.71%,,41.42%,,0.00%,R,0.22%,R,31.86%,,31.17%,,1:02:41,R,1:09:41,R,2042/2578,,2038/2578,
2615,,-2.84%,,-0.93%,,-18.64%,,-8.18%,,-1.05%,,5.72%,,-33.59%,R,-25.85%,R,4.67,,4.67,,48.63%,,46.73%,,0.85%,,1.69%,,5.49%,R,6.17%,R,0:52:09,R,0:54:07,R,2147/2578,R,2001/2578,
Total,B,-3.65%,,-1.68%,,-17.77%,R,-9.42%,R,2.11%,,6.71%,,-31.54%,R,-27.94%,R,4.63,G,4.63,G,47.05%,,47.82%,,1.73%,,0.99%,,29.66%,R,29.66%,,0:40:22,,0:42:08,,337/394,R,346/394,R
556,,-7.00%,,-5.46%,,5.24%,,6.69%,,21.23%,,21.63%,,-19.52%,,-17.76%,,4.00,R,4.00,R,61.47%,G,56.44%,G,2.04%,,4.15%,G,43.05%,,41.52%,,0:46:18,,0:47:04,,1115/2578,,1354/2578,
593,,-7.94%,R,-10.58%,R,-31.25%,R,-25.93%,R,-36.70%,R,-26.71%,R,-35.23%,R,-33.07%,R,4.14,R,4.14,R,57.87%,G,53.68%,,5.45%,G,1.80%,,31.20%,,24.95%,,0:39:42,,0:39:54,,2360/2578,R,2445/2578,R
639,,-6.28%,,-2.28%,,-17.47%,,-6.68%,,-7.96%,R,4.68%,,-32.86%,R,-22.60%,,4.88,G,4.88,G,73.31%,G,65.90%,G,0.00%,R,0.24%,R,51.06%,,46.43%,,1:00:11,R,1:02:03,R,2167/2578,R,1922/2578,
686,,-6.59%,,-1.97%,,-15.09%,,-2.49%,,-10.79%,R,-2.78%,R,-30.53%,,-20.00%,,4.88,G,4.88,G,48.84%,,50.38%,,0.00%,R,0.15%,R,29.30%,,29.53%,,0:22:43,G,0:22:20,G,1925/2578,,1541/2578,
836,,3.55%,,0.93%,,4.49%,,8.79%,,21.79%,,23.28%,,-15.73%,,-13.67%,,4.33,,4.33,,75.11%,G,72.33%,G,1.47%,,0.61%,,37.77%,,33.91%,,0:47:02,,0:49:01,,669/2578,,1038/2578,
862,,-2.43%,,0.82%,,0.35%,,8.52%,,-5.03%,,4.71%,,-10.09%,,-6.05%,,4.33,,4.33,,38.90%,,35.10%,,0.14%,R,0.24%,R,15.04%,R,22.06%,,0:52:50,R,0:56:19,R,1509/2578,,1412/2578,
864,,-11.45%,R,-4.90%,,-17.56%,,-8.46%,,-8.88%,R,3.46%,,-25.63%,,-20.27%,,4.45,,4.45,,38.88%,,37.18%,,0.00%,R,0.18%,R,5.77%,R,6.89%,R,0:47:20,,0:49:37,,2402/2578,R,2250/2578,R
1018,,-9.76%,R,-1.74%,,-13.46%,,1.73%,,17.70%,,27.59%,,-29.94%,,-17.56%,,<5 Reviews,,<5 Reviews,,27.27%,R,25.39%,R,0.00%,R,0.00%,R,15.68%,R,17.05%,R,0:23:52,G,0:26:35,G,1979/2578,,1443/2578,
2630,,-1.08%,,1.62%,,-7.25%,,4.88%,,21.20%,,24.94%,,-14.26%,,-14.63%,,4.89,G,4.89,G,24.59%,R,31.86%,R,0.00%,R,0.00%,R,31.62%,,29.78%,,0:25:15,G,0:26:14,G,1141/2578,,1022/2578,
5392,,-4.03%,,0.83%,,0.10%,,14.98%,,43.56%,G,70.50%,G,-23.64%,,-18.80%,,<5 Reviews,,<5 Reviews,,25.92%,R,30.03%,R,0.00%,R,0.33%,,45.18%,,42.11%,,0:43:17,,0:44:34,,1323/2578,,1018/2578,
Total,B,-5.33%,R,-2.52%,,-10.03%,,-0.77%,,1.20%,,9.99%,,-24.54%,,-18.73%,,4.44,,4.44,,47.79%,,46.21%,,0.73%,,0.76%,,30.45%,,29.48%,R,0:42:07,,0:43:44,,334/394,R,304/394,
1024,,1.99%,,6.14%,,31.56%,G,37.47%,G,90.85%,G,101.24%,G,-3.37%,G,-4.29%,,4.14,R,4.14,R,18.89%,R,16.49%,R,0.37%,,0.12%,R,20.16%,R,21.50%,R,0:25:26,G,0:27:09,G,407/2578,G,433/2578,G
1143,,-2.45%,,2.06%,,-8.76%,,4.41%,,-4.68%,,16.56%,,-10.00%,,-13.67%,,4.50,,4.50,,29.76%,R,31.48%,R,0.35%,,0.43%,,12.90%,R,11.69%,R,1:01:04,R,0:50:41,,1866/2578,,1426/2578,
1227,,9.12%,G,9.06%,G,-0.62%,,0.18%,,24.52%,,12.99%,,-3.56%,G,-1.77%,,4.17,R,4.17,R,32.04%,R,33.54%,,0.58%,,0.31%,,3.31%,R,3.39%,R,0:56:03,R,0:59:34,R,929/2578,,1383/2578,
3570,,3.37%,,4.69%,,-24.90%,R,-8.87%,,5.56%,,11.97%,,-43.21%,R,-23.54%,,4.91,G,4.91,G,44.39%,,43.95%,,0.25%,,0.43%,,17.07%,R,15.89%,R,0:35:51,,0:38:48,,1909/2578,,1619/2578,
Total,B,3.64%,,5.87%,,-4.52%,,4.20%,,19.27%,G,23.99%,,-14.15%,,-9.12%,,4.45,,4.45,,30.36%,R,31.14%,R,0.41%,R,0.33%,R,11.41%,R,11.14%,R,0:45:02,,0:45:08,,179/394,,167/394,
555,,-9.14%,R,-8.99%,R,-34.72%,R,-22.61%,R,-28.13%,R,-10.77%,R,-37.18%,R,-31.64%,R,3.63,R,3.63,R,26.12%,R,29.17%,R,0.00%,R,0.25%,R,35.70%,,38.61%,,0:41:57,,0:45:51,,2541/2578,R,2533/2578,R
758,,-2.44%,,-1.03%,,3.96%,,8.31%,,14.41%,,16.25%,,-13.66%,,-11.25%,,<5 Reviews,,<5 Reviews,,58.15%,G,54.33%,,1.03%,,0.94%,,50.36%,,54.65%,,0:33:00,,0:34:41,,751/2578,,926/2578,
1076,,-0.31%,,4.04%,,18.54%,G,30.21%,G,30.93%,G,37.85%,G,-13.38%,,1.33%,G,4.31,,4.31,,48.16%,,52.63%,,0.26%,,4.03%,G,25.37%,,21.60%,R,0:35:05,,0:36:44,,612/2578,,341/2578,G
1153,,-0.61%,,8.88%,G,-12.08%,,7.87%,,-5.91%,,13.21%,,-10.05%,,-4.52%,,4.58,,4.58,,46.81%,,45.78%,,0.00%,R,0.26%,,3.19%,R,9.46%,R,0:19:27,G,0:20:32,G,1457/2578,,640/2578,
1367,,-1.32%,,-0.14%,,13.11%,G,11.58%,,35.25%,G,29.56%,,-21.85%,,-19.27%,,4.27,,4.27,,64.82%,G,60.23%,G,3.63%,G,1.52%,,49.88%,,48.54%,,0:51:21,,0:51:16,,702/2578,,1002/2578,
2733,,4.49%,,10.92%,G,-4.36%,,24.55%,G,5.88%,,33.84%,G,-9.69%,,15.80%,G,4.33,,4.33,,49.79%,,51.79%,,0.65%,,0.38%,,37.34%,,40.66%,,1:00:34,R,0:59:26,R,1159/2578,,424/2578,G
2890,,-10.96%,R,-3.50%,,-25.35%,R,-5.33%,,-7.89%,R,6.95%,,-44.13%,R,-33.22%,R,4.62,,4.62,,43.97%,,44.22%,,0.71%,,0.29%,,7.00%,R,11.05%,R,0:37:05,,0:33:07,,2417/2578,R,1955/2578,
3750,,0.22%,,9.87%,G,-36.58%,R,-4.41%,,-48.24%,R,3.76%,,-30.89%,,-8.90%,,4.75,,4.75,,94.41%,G,90.50%,G,0.45%,,0.26%,R,34.41%,,32.40%,,0:28:45,G,0:27:15,G,2001/2578,,969/2578,
Total,B,-2.73%,,1.82%,,-12.05%,,3.27%,,0.29%,,16.33%,,-26.52%,R,-17.10%,,4.40,,4.40,,52.74%,G,52.32%,G,1.29%,,1.05%,,34.07%,,35.53%,,0:39:37,,0:39:01,,313/394,,188/394,
551,,-3.42%,,-0.95%,,-5.33%,,5.63%,,0.00%,,15.75%,,-0.51%,G,-13.26%,,3.00,R,3.00,R,26.19%,R,32.97%,R,0.48%,,1.12%,,26.39%,,24.38%,,0:55:45,R,0:53:24,R,1692/2578,,1511/2578,
697,,11.42%,G,8.18%,G,22.19%,G,20.67%,G,28.73%,G,35.26%,G,21.71%,G,2.84%,G,4.17,R,4.17,R,34.59%,,40.32%,,2.41%,,0.88%,,30.09%,,23.02%,,0:38:16,,0:39:28,,221/2578,G,478/2578,G
960,,2.79%,,12.88%,G,-1.55%,,12.58%,,36.71%,G,51.61%,G,-18.19%,,-0.38%,G,4.17,R,4.17,R,38.40%,,32.04%,R,1.20%,,0.93%,,37.57%,,38.30%,,0:53:22,R,0:48:02,,1055/2578,,566/2578,
1081,,8.57%,G,11.22%,G,-6.85%,,-0.44%,,21.21%,,17.70%,,-23.04%,,-12.96%,,4.67,,4.67,,41.52%,,41.10%,,2.05%,,1.25%,,29.74%,,27.93%,,1:18:40,R,1:25:35,R,1130/2578,,1176/2578,
1283,,5.31%,,6.26%,,-6.53%,,2.56%,,2.93%,,6.66%,,-8.06%,,-1.09%,,4.68,,4.68,,27.49%,R,31.90%,R,1.43%,,1.22%,,38.62%,,38.30%,,0:47:33,,0:51:18,,1156/2578,,1127/2578,
1297,,-1.53%,,4.22%,,-15.30%,,1.19%,,6.11%,,12.77%,,-30.72%,,-25.06%,,4.17,R,4.17,R,26.70%,R,28.62%,R,1.15%,,0.63%,,49.55%,,45.34%,,1:04:56,R,1:13:35,R,2046/2578,,1643/2578,
4368,,3.11%,,6.84%,,-2.86%,,-1.18%,,25.63%,G,14.47%,,-20.51%,,-21.71%,,4.57,,4.57,,39.78%,,38.88%,,1.01%,,0.64%,,48.60%,,56.73%,,0:50:06,,0:46:14,,1029/2578,,1313/2578,
5326,,1.57%,,2.34%,,6.70%,,5.16%,,13.17%,,10.50%,,-7.84%,,-13.10%,,4.67,,4.67,,33.20%,,31.31%,R,1.19%,,0.61%,,55.42%,,58.60%,,1:16:28,R,1:16:02,R,872/2578,,1353/2578,
Total,B,3.02%,,5.96%,,-1.87%,,5.60%,,15.97%,,19.68%,,-11.50%,,-10.57%,,4.45,,4.45,,32.94%,R,34.24%,R,1.36%,,0.90%,,38.60%,,38.41%,,0:57:54,R,0:58:41,R,154/394,,162/394,
563,,7.46%,,7.99%,G,17.40%,G,20.42%,G,62.47%,G,41.38%,G,-10.47%,,-8.54%,,4.06,R,4.06,R,55.08%,,51.91%,,0.62%,,0.40%,,30.62%,,26.03%,,1:03:17,R,0:57:18,R,481/2578,G,643/2578,
579,,-2.23%,,-10.34%,R,-23.52%,R,-25.60%,R,-19.35%,R,-20.20%,R,-22.52%,,-36.67%,R,4.14,R,4.14,R,55.63%,G,63.16%,G,0.00%,R,0.00%,R,45.31%,,28.82%,,0:44:56,,0:52:55,R,2162/2578,R,2537/2578,R
582,,-0.72%,,6.96%,,-16.94%,,-2.57%,,20.23%,,13.78%,,-38.61%,R,-21.15%,,4.70,,4.70,,52.14%,,46.60%,,0.32%,,0.22%,R,32.31%,,33.37%,,0:40:33,,0:37:45,,1752/2578,,1282/2578,
613,,4.50%,,8.86%,G,-5.39%,,4.60%,,18.02%,,21.80%,,-19.67%,,-13.11%,,4.56,,4.56,,54.59%,,58.60%,G,0.30%,,0.28%,,72.70%,G,74.04%,G,0:45:04,,0:46:57,,982/2578,,828/2578,
860,,13.26%,G,15.07%,G,10.31%,G,20.94%,G,13.13%,,27.97%,,-2.86%,G,5.18%,G,4.25,,4.25,,46.05%,,45.45%,,0.30%,,0.19%,R,34.94%,,32.58%,,0:59:07,R,0:54:15,R,553/2578,,512/2578,G
1182,,6.96%,,9.21%,G,-2.66%,,6.71%,,-5.66%,,1.19%,,-12.57%,,-16.57%,,4.78,G,4.78,G,39.84%,,46.22%,,0.26%,,0.42%,,88.71%,G,84.99%,G,0:54:30,R,0:48:22,,1066/2578,,980/2578,
1391,,9.72%,G,5.64%,,43.46%,G,16.44%,,8.17%,,15.80%,,16.91%,G,-18.44%,,4.77,G,4.77,G,50.00%,,47.49%,,1.11%,,1.08%,,74.62%,G,77.77%,G,1:05:49,R,1:01:18,R,243/2578,G,757/2578,
3207,,4.17%,,4.53%,,-0.23%,,1.20%,,1.95%,,7.84%,,-17.27%,,-17.75%,,4.68,,4.68,,58.76%,G,53.21%,,21.80%,G,7.65%,G,55.93%,,54.58%,,1:08:24,R,1:13:27,R,890/2578,,1222/2578,
