Store Number,Status of Party Tray Program
2866,"No, will not sell Party Trays after August 5"
2867,"No, will not sell Party Trays after August 5"
2870,"No, will not sell Party Trays after August 5"
2871,"No, will not sell Party Trays after August 5"
2875,"No, will not sell Party Trays after August 5"
2876,"No, will not sell Party Trays after August 5"
2877,"No, will not sell Party Trays after August 5"
2878,"No, will not sell Party Trays after August 5"
2880,"No, will not sell Party Trays after August 5"
2881,"No, will not sell Party Trays after August 5"
2883,"No, will not sell Party Trays after August 5"
2885,"No, will not sell Party Trays after August 5"
2887,"No, will not sell Party Trays after August 5"
289,"No, will not sell Party Trays after August 5"
2890,"No, will not sell Party Trays after August 5"
2891,"No, will not sell Party Trays after August 5"
2897,"No, will not sell Party Trays after August 5"
2898,"No, will not sell Party Trays after August 5"
2899,"No, will not sell Party Trays after August 5"
29,"No, will not sell Party Trays after August 5"
290,"No, will not sell Party Trays after August 5"
2900,"No, will not sell Party Trays after August 5"
2901,"No, will not sell Party Trays after August 5"
2902,"No, will not sell Party Trays after August 5"
2903,"No, will not sell Party Trays after August 5"
2904,"No, will not sell Party Trays after August 5"
2905,"No, will not sell Party Trays after August 5"
2906,"No, will not sell Party Trays after August 5"
2907,"No, will not sell Party Trays after August 5"
2908,"No, will not sell Party Trays after August 5"
2915,"No, will not sell Party Trays after August 5"
2916,"No, will not sell Party Trays after August 5"
2917,"No, will not sell Party Trays after August 5"
2918,"No, will not sell Party Trays after August 5"
2919,"No, will not sell Party Trays after August 5"
292,"No, will not sell Party Trays after August 5"
2925,"No, will not sell Party Trays after August 5"
2926,"No, will not sell Party Trays after August 5"
2927,"No, will not sell Party Trays after August 5"
2928,"No, will not sell Party Trays after August 5"
2929,"No, will not sell Party Trays after August 5"
293,"No, will not sell Party Trays after August 5"
2930,"No, will not sell Party Trays after August 5"
2931,"No, will not sell Party Trays after August 5"
2932,"No, will not sell Party Trays after August 5"
2934,"No, will not sell Party Trays after August 5"
2935,"No, will not sell Party Trays after August 5"
2938,"No, will not sell Party Trays after August 5"
2939,"No, will not sell Party Trays after August 5"
2940,"No, will not sell Party Trays after August 5"
2941,"No, will not sell Party Trays after August 5"
2944,"No, will not sell Party Trays after August 5"
2945,"No, will not sell Party Trays after August 5"
2946,"No, will not sell Party Trays after August 5"
2947,"No, will not sell Party Trays after August 5"
2952,"No, will not sell Party Trays after August 5"
2953,"No, will not sell Party Trays after August 5"
2954,"No, will not sell Party Trays after August 5"
2955,"No, will not sell Party Trays after August 5"
2962,"No, will not sell Party Trays after August 5"
2963,"No, will not sell Party Trays after August 5"
2964,"No, will not sell Party Trays after August 5"
2965,"No, will not sell Party Trays after August 5"
2968,"No, will not sell Party Trays after August 5"
297,"No, will not sell Party Trays after August 5"
2973,"No, will not sell Party Trays after August 5"
2974,"No, will not sell Party Trays after August 5"
2975,"No, will not sell Party Trays after August 5"
2976,"No, will not sell Party Trays after August 5"
2977,"No, will not sell Party Trays after August 5"
2978,"No, will not sell Party Trays after August 5"
2979,"No, will not sell Party Trays after August 5"
2980,"No, will not sell Party Trays after August 5"
2981,"No, will not sell Party Trays after August 5"
2984,"No, will not sell Party Trays after August 5"
2987,"No, will not sell Party Trays after August 5"
2989,"No, will not sell Party Trays after August 5"
299,"No, will not sell Party Trays after August 5"
2991,"No, will not sell Party Trays after August 5"
2993,"No, will not sell Party Trays after August 5"
2994,"No, will not sell Party Trays after August 5"
2995,"No, will not sell Party Trays after August 5"
2996,"No, will not sell Party Trays after August 5"
2998,"No, will not sell Party Trays after August 5"
3004,"No, will not sell Party Trays after August 5"
3011,"No, will not sell Party Trays after August 5"
3013,"No, will not sell Party Trays after August 5"
3014,"No, will not sell Party Trays after August 5"
3015,"No, will not sell Party Trays after August 5"
3019,"No, will not sell Party Trays after August 5"
3022,"No, will not sell Party Trays after August 5"
3023,"No, will not sell Party Trays after August 5"
3026,"No, will not sell Party Trays after August 5"
303,"No, will not sell Party Trays after August 5"
3035,"No, will not sell Party Trays after August 5"
3042,"No, will not sell Party Trays after August 5"
3043,"No, will not sell Party Trays after August 5"
3044,"No, will not sell Party Trays after August 5"
3046,"No, will not sell Party Trays after August 5"
3047,"No, will not sell Party Trays after August 5"
3049,"No, will not sell Party Trays after August 5"
305,"No, will not sell Party Trays after August 5"
3050,"No, will not sell Party Trays after August 5"
3056,"No, will not sell Party Trays after August 5"
3057,"No, will not sell Party Trays after August 5"
3059,"No, will not sell Party Trays after August 5"
3061,"No, will not sell Party Trays after August 5"
3062,"No, will not sell Party Trays after August 5"
3066,"No, will not sell Party Trays after August 5"
3067,"No, will not sell Party Trays after August 5"
3070,"No, will not sell Party Trays after August 5"
3071,"No, will not sell Party Trays after August 5"
3072,"No, will not sell Party Trays after August 5"
3074,"No, will not sell Party Trays after August 5"
3075,"No, will not sell Party Trays after August 5"
3077,"No, will not sell Party Trays after August 5"
3078,"No, will not sell Party Trays after August 5"
3081,"No, will not sell Party Trays after August 5"
3082,"No, will not sell Party Trays after August 5"
3083,"No, will not sell Party Trays after August 5"
3084,"No, will not sell Party Trays after August 5"
3087,"No, will not sell Party Trays after August 5"
3088,"No, will not sell Party Trays after August 5"
309,"No, will not sell Party Trays after August 5"
3090,"No, will not sell Party Trays after August 5"
3093,"No, will not sell Party Trays after August 5"
3094,"No, will not sell Party Trays after August 5"
3098,"No, will not sell Party Trays after August 5"
3099,"No, will not sell Party Trays after August 5"
3101,"No, will not sell Party Trays after August 5"
3102,"No, will not sell Party Trays after August 5"
3103,"No, will not sell Party Trays after August 5"
3104,"No, will not sell Party Trays after August 5"
3107,"No, will not sell Party Trays after August 5"
311,"No, will not sell Party Trays after August 5"
3110,"No, will not sell Party Trays after August 5"
3111,"No, will not sell Party Trays after August 5"
3112,"No, will not sell Party Trays after August 5"
3114,"No, will not sell Party Trays after August 5"
3118,"No, will not sell Party Trays after August 5"
3119,"No, will not sell Party Trays after August 5"
312,"No, will not sell Party Trays after August 5"
3123,"No, will not sell Party Trays after August 5"
3126,"No, will not sell Party Trays after August 5"
3127,"No, will not sell Party Trays after August 5"
3128,"No, will not sell Party Trays after August 5"
3131,"No, will not sell Party Trays after August 5"
3132,"No, will not sell Party Trays after August 5"
3135,"No, will not sell Party Trays after August 5"
3136,"No, will not sell Party Trays after August 5"
3137,"No, will not sell Party Trays after August 5"
3138,"No, will not sell Party Trays after August 5"
3140,"No, will not sell Party Trays after August 5"
3143,"No, will not sell Party Trays after August 5"
3144,"No, will not sell Party Trays after August 5"
3145,"No, will not sell Party Trays after August 5"
3146,"No, will not sell Party Trays after August 5"
3147,"No, will not sell Party Trays after August 5"
3151,"No, will not sell Party Trays after August 5"
3152,"No, will not sell Party Trays after August 5"
3153,"No, will not sell Party Trays after August 5"
3154,"No, will not sell Party Trays after August 5"
3155,"No, will not sell Party Trays after August 5"
3156,"No, will not sell Party Trays after August 5"
3157,"No, will not sell Party Trays after August 5"
316,"No, will not sell Party Trays after August 5"
3161,"No, will not sell Party Trays after August 5"
3162,"No, will not sell Party Trays after August 5"
3163,"No, will not sell Party Trays after August 5"
3164,"No, will not sell Party Trays after August 5"
3167,"No, will not sell Party Trays after August 5"
3168,"No, will not sell Party Trays after August 5"
3169,"No, will not sell Party Trays after August 5"
3170,"No, will not sell Party Trays after August 5"
3172,"No, will not sell Party Trays after August 5"
3173,"No, will not sell Party Trays after August 5"
3175,"No, will not sell Party Trays after August 5"
3176,"No, will not sell Party Trays after August 5"
3177,"No, will not sell Party Trays after August 5"
3178,"No, will not sell Party Trays after August 5"
3179,"No, will not sell Party Trays after August 5"
3182,"No, will not sell Party Trays after August 5"
3183,"No, will not sell Party Trays after August 5"
3184,"No, will not sell Party Trays after August 5"
